变量名,name,name_tw,name_en,name_vn,name_kr,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
6004,Indigo Silver Chest,石英大會銀質寶箱,Indigo Silver Chest,404404,석영 대회 실버 보물상자,,,config/item/icon_box_vs1.png,"""Consolation Chest for the defeated in the Indigo Plateau Conference gives a  chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",石英大會安慰敗者的寶箱，打開可以有幾率獲得金幣，競技場幣，好感度提升道具，潛能培養材料，飾品覺醒和升星道具等資源獎勵,"""Consolation Chest for the defeated in the Indigo Plateau Conference gives a  chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",404404,석영 대회에서 위로의 차원으로 탈락자에게 주는 보물상자. 오픈 후 일정 확률로 골드 코인  아레나 코인  호감도 증가 아이템  잠재력 트레이닝 재료  액세서리 각성 및 승급 아이템 등 자원 보상을 획득할 수 있다,,,,,,4,,7,,{level=<<1;150;521>>;fix={coin6=100}},{level=<<1;150;521>>;fix={coin6=100}},{level=<<1;150;521>>;fix={coin6=100}},{level=<<1;150;521>>;fix={coin6=100}},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6005,Indigo Gold Chest,石英大會黃金寶箱,Indigo Gold Chest,404404,석영 대회 골드 보물상자,潜能产出调整,,config/item/icon_box_vs2.png,"""The Winners' Chest in the Indigo Plateau Conference gives a chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",石英大會給予勝者的寶箱，打開可以有幾率獲得金幣，競技場幣，好感度提升道具，潛能培養材料，飾品覺醒和升星道具等資源獎勵,"""The Winners' Chest in the Indigo Plateau Conference gives a chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",404404,석영 대회에서 승자에게 주는 보물상자. 오픈 후 일정 확률로 골드 코인  아레나 코인  호감도 증가 아이템  잠재력 트레이닝 재료  액세서리 각성 및 승급 아이템 등 자원 보상을 획득할 수 있다,,,,,,5,,7,,{level=<<1;150;522>>;fix={coin6=120}},{level=<<1;150;522>>;fix={coin6=120}},{level=<<1;150;522>>;fix={coin6=120}},{level=<<1;150;522>>;fix={coin6=120}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6006,Indigo Silver Chest,石英大會銀質寶箱,Indigo Silver Chest,404404,석영 대회 실버 보물상자,潜能产出调整,,config/item/icon_box_vs1.png,"""Consolation Chest for the defeated in the Indigo Plateau Conference gives a  chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",石英大會安慰敗者的寶箱，打開可以有幾率獲得金幣，競技場幣，好感度提升道具，潛能培養材料，飾品覺醒和升星道具等資源獎勵,"""Consolation Chest for the defeated in the Indigo Plateau Conference gives a  chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",404404,석영 대회에서 위로의 차원으로 탈락자에게 주는 보물상자. 오픈 후 일정 확률로 골드 코인  아레나 코인  호감도 증가 아이템  잠재력 트레이닝 재료  액세서리 각성 및 승급 아이템 등 자원 보상을 획득할 수 있다,,,,,,4,,7,,{level=<<1;150;523>>;fix={coin6=100}},{level=<<1;150;523>>;fix={coin6=100}},{level=<<1;150;523>>;fix={coin6=100}},{level=<<1;150;523>>;fix={coin6=100}},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6007,Indigo Inscription Gold Chest,石英大會黃金寶箱,Indigo Inscription Gold Chest,404404,석영 대회 골드 보물상자,潜能产出调整，70级后增加刻印,,config/item/icon_box_vs2.png,"""The Winners' Chest in the Indigo Plateau Conference gives a chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",石英大會給予勝者的寶箱，打開可以有幾率獲得金幣，競技場幣，好感度提升道具，潛能培養材料，飾品覺醒，飾品刻印和升星道具等資源獎勵,"""The Winners' Chest in the Indigo Plateau Conference gives a chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",404404,석영 대회에서 승자에게 주는 보물상자. 오픈 후 일정 확률로 골드 코인  아레나 코인  호감도 증가 아이템  잠재력 트레이닝 재료  액세서리 각성 및 승급 아이템 등 자원 보상을 획득할 수 있다,,,,,,5,,7,,{level=<<1;150;522>>;fix={coin6=120;6009=1}},{level=<<1;150;522>>;fix={coin6=120;6009=1}},{level=<<1;150;522>>;fix={coin6=120;6009=1}},{level=<<1;150;522>>;fix={coin6=120;6009=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6008,Indigo Inscription Silver Chest,石英大會銀質寶箱,Indigo Inscription Silver Chest,404404,석영 대회 실버 보물상자,潜能产出调整，70级后增加刻印,,config/item/icon_box_vs1.png,"""Consolation Chest for the defeated in the Indigo Plateau Conference gives a  chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",石英大會安慰敗者的寶箱，打開可以有幾率獲得金幣，競技場幣，好感度提升道具，潛能培養材料，飾品覺醒，飾品刻印和升星道具等資源獎勵,"""Consolation Chest for the defeated in the Indigo Plateau Conference gives a  chance to get rewards such as coins, arena coins, friendship level enhancement items, potential training materials, trinket awakening and Star Up items and other items.""",404404,석영 대회에서 위로의 차원으로 탈락자에게 주는 보물상자. 오픈 후 일정 확률로 골드 코인  아레나 코인  호감도 증가 아이템  잠재력 트레이닝 재료  액세서리 각성 및 승급 아이템 등 자원 보상을 획득할 수 있다,,,,,,4,,7,,{level=<<1;150;523>>;fix={coin6=100;6010=1}},{level=<<1;150;523>>;fix={coin6=100;6010=1}},{level=<<1;150;523>>;fix={coin6=100;6010=1}},{level=<<1;150;523>>;fix={coin6=100;6010=1}},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6009,Indigo Inscription Material-Gold,跨服王者金箱同等級晶石,Indigo Inscription Material-Gold,404404,월드 제왕 골드 상자 동일 레벨 결정체,自动打开,,config/item/icon_lmdh1.png,,,,,,,,,,,4,,10,,{level=<<1;150;524>>},{level=<<1;150;524>>},{level=<<1;150;524>>},{level=<<1;150;524>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6010,Indigo Inscription Material-Silver,跨服王者金箱同等級晶石,Indigo Inscription Material-Silver,404404,월드 제왕 골드 상자 동일 레벨 결정체,自动打开,,config/item/icon_lmdh1.png,,,,,,,,,,,4,,10,,{level=<<1;150;525>>},{level=<<1;150;525>>},{level=<<1;150;525>>},{level=<<1;150;525>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,Global Indigo Gold Chest,跨服石英黃金寶箱,Global Indigo Gold Chest,404404,월드 석영 대회 골드 보물상자,,,config/item/icon_lmdh1.png,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,跨服石英給予勝者的寶箱，打開可以有幾率資源獎勵,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,404404,석영 대회에서 승자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,5,,7,,{level=<<1;150;540>>;fix={coin8=100}},{level=<<1;150;540>>;fix={coin8=100}},{level=<<1;150;540>>;fix={coin8=100}},{level=<<1;150;540>>;fix={coin8=100}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6012,Global Indigo Silver Chest,跨服石英銀質寶箱,Global Indigo Silver Chest,404404,월드 석영 대회 실버 보물상자,,,config/item/icon_lmdh2.png,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,跨服石英安慰敗者的寶箱，打開可以有幾率獲得資源獎勵,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,404404,석영 대회에서 위로의 차원으로 탈락자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,4,,7,,{level=<<1;150;541>>;fix={coin8=90}},{level=<<1;150;541>>;fix={coin8=90}},{level=<<1;150;541>>;fix={coin8=90}},{level=<<1;150;541>>;fix={coin8=90}},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6013,Global Indigo Gold Chest,跨服石英黃金寶箱,Global Indigo Gold Chest,404404,월드 석영 대회 골드 보물상자,有符石,,config/item/icon_lmdh1.png,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,跨服石英給予勝者的寶箱，打開可以有幾率資源獎勵,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,404404,석영 대회에서 승자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,5,,7,,{level=<<1;150;542>>;fix={coin8=100}},{level=<<1;150;542>>;fix={coin8=100}},{level=<<1;150;542>>;fix={coin8=100}},{level=<<1;150;542>>;fix={coin8=100}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6014,Global Indigo Silver Chest,跨服石英銀質寶箱,Global Indigo Silver Chest,404404,월드 석영 대회 실버 보물상자,有符石,,config/item/icon_lmdh2.png,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,跨服石英安慰敗者的寶箱，打開可以有幾率獲得資源獎勵,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,404404,석영 대회에서 위로의 차원으로 탈락자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,4,,7,,{level=<<1;150;543>>;fix={coin8=90}},{level=<<1;150;543>>;fix={coin8=90}},{level=<<1;150;543>>;fix={coin8=90}},{level=<<1;150;543>>;fix={coin8=90}},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6015,Global Indigo Gold Chest,跨服石英黃金寶箱,Global Indigo Gold Chest,404404,월드 석영 대회 골드 보물상자,有符石,,config/item/icon_lmdh1.png,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,跨服石英給予勝者的寶箱，打開可以有幾率資源獎勵,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,404404,석영 대회에서 승자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,5,,7,,{level=<<1;150;542>>;fix={coin8=120}},{level=<<1;150;542>>;fix={coin8=120}},{level=<<1;150;542>>;fix={coin8=120}},{level=<<1;150;542>>;fix={coin8=120}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6016,Global Indigo Silver Chest,跨服石英銀質寶箱,Global Indigo Silver Chest,404404,월드 석영 대회 실버 보물상자,有符石,,config/item/icon_lmdh2.png,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,跨服石英安慰敗者的寶箱，打開可以有幾率獲得資源獎勵,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,404404,석영 대회에서 위로의 차원으로 탈락자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,4,,7,,{level=<<1;150;543>>;fix={coin8=100}},{level=<<1;150;543>>;fix={coin8=100}},{level=<<1;150;543>>;fix={coin8=100}},{level=<<1;150;543>>;fix={coin8=100}},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6017,Global Indigo Gold Chest,跨服石英黃金寶箱,Global Indigo Gold Chest,404404,월드 석영 대회 골드 보물상자,有符石,,config/item/icon_lmdh1.png,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,跨服石英給予勝者的寶箱，打開可以有幾率資源獎勵,Global Indigo Plateau chest for the winner. Open can have a chance resource reward.,404404,석영 대회에서 승자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,5,,7,,{level=<<1;150;544>>;fix={coin8=120}},{level=<<1;150;544>>;fix={coin8=120}},{level=<<1;150;544>>;fix={coin8=120}},{level=<<1;150;544>>;fix={coin8=120}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6018,Global Indigo Silver Chest,跨服石英銀質寶箱,Global Indigo Silver Chest,404404,월드 석영 대회 실버 보물상자,有符石,,config/item/icon_lmdh2.png,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,跨服石英安慰敗者的寶箱，打開可以有幾率獲得資源獎勵,Consolation Chest for those who lost in the Global Indigo Plateau Conference. Open to get a chance of getting materials.,404404,석영 대회에서 위로의 차원으로 탈락자에게 주는 보물상자. 오픈 후 일정 확률로 자원 보상을 획득할 수 있다,,,,,,4,,7,,{level=<<1;150;545>>;fix={coin8=100}},{level=<<1;150;545>>;fix={coin8=100}},{level=<<1;150;545>>;fix={coin8=100}},{level=<<1;150;545>>;fix={coin8=100}},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,Conqueror Gold Chest Equival Stone,跨服王者金箱同等級晶石,Conqueror Gold Chest Equival Stone,404404,월드 제왕 골드 상자 동일 레벨 결정체,自动打开,,config/item/icon_lmdh1.png,,,,,,,,,,,4,,10,,{level=<<1;3;1371>;<4;7;1371>;<8;15;1372>;<16;21;1372>;<22;27;1373>;<28;34;1374>;<35;39;1374>;<40;44;1375>;<45;49;1375>;<50;54;1376>;<55;59;1376>;<60;64;1377>;<65;69;1377>;<70;74;1378>;<75;79;1378>;<80;84;1379>;<85;89;1380>;<90;94;1381>;<95;99;1382>;<100;104;1383>;<105;109;1384>;<110;114;1385>;<115;119;1386>;<120;124;1387>;<125;129;1388>>},{level=<<1;3;1371>;<4;7;1371>;<8;15;1372>;<16;21;1372>;<22;27;1373>;<28;34;1374>;<35;39;1374>;<40;44;1375>;<45;49;1375>;<50;54;1376>;<55;59;1376>;<60;64;1377>;<65;69;1377>;<70;74;1378>;<75;79;1378>;<80;84;1379>;<85;89;1380>;<90;94;1381>;<95;99;1382>;<100;104;1383>;<105;109;1384>;<110;114;1385>;<115;119;1386>;<120;124;1387>;<125;129;1388>>},{level=<<1;3;1371>;<4;7;1371>;<8;15;1372>;<16;21;1372>;<22;27;1373>;<28;34;1374>;<35;39;1374>;<40;44;1375>;<45;49;1375>;<50;54;1376>;<55;59;1376>;<60;64;1377>;<65;69;1377>;<70;74;1378>;<75;79;1378>;<80;84;1379>;<85;89;1380>;<90;94;1381>;<95;99;1382>;<100;104;1383>;<105;109;1384>;<110;114;1385>;<115;119;1386>;<120;124;1387>;<125;129;1388>>},{level=<<1;3;1371>;<4;7;1371>;<8;15;1372>;<16;21;1372>;<22;27;1373>;<28;34;1374>;<35;39;1374>;<40;44;1375>;<45;49;1375>;<50;54;1376>;<55;59;1376>;<60;64;1377>;<65;69;1377>;<70;74;1378>;<75;79;1378>;<80;84;1379>;<85;89;1380>;<90;94;1381>;<95;99;1382>;<100;104;1383>;<105;109;1384>;<110;114;1385>;<115;119;1386>;<120;124;1387>;<125;129;1388>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6022,Conqueror Silver Chest Equival Stone,跨服王者銀箱同等級晶石,Conqueror Silver Chest Equival Stone,404404,월드 제왕 실버 상자 동일 레벨 결정체,自动打开,,config/item/icon_lmdh2.png,,,,,,,,,,,4,,10,,{level=<<1;3;1391>;<4;7;1391>;<8;15;1392>;<16;21;1392>;<22;27;1393>;<28;34;1394>;<35;39;1394>;<40;44;1395>;<45;49;1395>;<50;54;1396>;<55;59;1396>;<60;64;1397>;<65;69;1397>;<70;74;1398>;<75;79;1398>;<80;84;1399>;<85;89;1400>;<90;94;1401>;<95;99;1402>;<100;104;1403>;<105;109;1404>;<110;114;1405>;<115;119;1406>;<120;124;1407>;<125;129;1408>>},{level=<<1;3;1391>;<4;7;1391>;<8;15;1392>;<16;21;1392>;<22;27;1393>;<28;34;1394>;<35;39;1394>;<40;44;1395>;<45;49;1395>;<50;54;1396>;<55;59;1396>;<60;64;1397>;<65;69;1397>;<70;74;1398>;<75;79;1398>;<80;84;1399>;<85;89;1400>;<90;94;1401>;<95;99;1402>;<100;104;1403>;<105;109;1404>;<110;114;1405>;<115;119;1406>;<120;124;1407>;<125;129;1408>>},{level=<<1;3;1391>;<4;7;1391>;<8;15;1392>;<16;21;1392>;<22;27;1393>;<28;34;1394>;<35;39;1394>;<40;44;1395>;<45;49;1395>;<50;54;1396>;<55;59;1396>;<60;64;1397>;<65;69;1397>;<70;74;1398>;<75;79;1398>;<80;84;1399>;<85;89;1400>;<90;94;1401>;<95;99;1402>;<100;104;1403>;<105;109;1404>;<110;114;1405>;<115;119;1406>;<120;124;1407>;<125;129;1408>>},{level=<<1;3;1391>;<4;7;1391>;<8;15;1392>;<16;21;1392>;<22;27;1393>;<28;34;1394>;<35;39;1394>;<40;44;1395>;<45;49;1395>;<50;54;1396>;<55;59;1396>;<60;64;1397>;<65;69;1397>;<70;74;1398>;<75;79;1398>;<80;84;1399>;<85;89;1400>;<90;94;1401>;<95;99;1402>;<100;104;1403>;<105;109;1404>;<110;114;1405>;<115;119;1406>;<120;124;1407>;<125;129;1408>>},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,Conqueror Gold Gifts,跨服王者金箱禮物,Conqueror Gold Gifts,404404,월드 제왕 골드 상자 선물,自动打开,,config/item/icon_lmdh2.png,,,,,,,,,,,4,,10,,{level=<<1;150;551>>},{level=<<1;150;551>>},{level=<<1;150;551>>},{level=<<1;150;551>>},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6025,Conqueror Sliver Gifts,跨服王者銀箱禮物,Conqueror Sliver Gifts,404404,월드 제왕 실버 상자 선물,自动打开,,config/item/icon_lmdh2.png,,,,,,,,,,,4,,10,,{level=<<1;150;552>>},{level=<<1;150;552>>},{level=<<1;150;552>>},{level=<<1;150;552>>},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050,Trinket Awake Random Chest,飾品覺醒隨機箱子,Trinket Awake Random Chest,404404,액세서리 각성 랜덤 상자,,,config/item/box/box_14_2.png,Open to randomly get one of the trinket awakening items,打開後可隨機獲得飾品覺醒道具其中之一,Open to randomly get one of the trinket awakening items,404404,오픈 후 액세서리 각성 아이템 중 하나를 랜덤으로 획득한다,,,,,,5,,7,99,{level=<<1;150;151>>},{level=<<1;150;151>>},{level=<<1;150;151>>},{level=<<1;150;151>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6051,Amulet Awake Option Box,護符覺醒選擇箱子,Amulet Awake Option Box,404404,부적 각성 선택 상자,,,config/item/box/box_14_2.png,Open to select one of the amulet awakening items,打開後可選擇獲得飾品護符部位的覺醒道具其中之一,Open to select one of the amulet awakening items,404404,오픈 후 액세서리 부적 부위의 각성 아이템 중 하나를 선택 획득한다,,,,,,5,,16,99,{choose1={200=1};choose2={201=1};choose3={202=1};choose4={203=1};choose5={204=1};choose6={205=1}},{choose1={200=1};choose2={201=1};choose3={202=1};choose4={203=1};choose5={204=1};choose6={205=1}},{choose1={200=1};choose2={201=1};choose3={202=1};choose4={203=1};choose5={204=1};choose6={205=1}},{choose1={200=1};choose2={201=1};choose3={202=1};choose4={203=1};choose5={204=1};choose6={205=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
