"﻿变量名",markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
223004,2231,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
223005,2231,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
223006,2231,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
223007,2231,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
223008,2231,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
223009,2231,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
223010,2231,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
223011,2231,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
223012,2231,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
223013,2231,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
224001,2241,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
224002,2241,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
224003,2241,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
224004,2241,80,2,0,7,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
224005,2241,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
224006,2241,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
224007,2241,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
224008,2241,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
224009,2241,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
224010,2241,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
224011,2241,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
224012,2241,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
224013,2241,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
227001,2271,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
227002,2271,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
227003,2271,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
227004,2271,80,2,0,8,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
227005,2271,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
227006,2271,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
227007,2271,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
227008,2271,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
227009,2271,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
227010,2271,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
227011,2271,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
227012,2271,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
227013,2271,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
230001,2301,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
230002,2301,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
230003,2301,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
230004,2301,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
230005,2301,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
230006,2301,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
230007,2301,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
230008,2301,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
230009,2301,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
230010,2301,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
230011,2301,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
230012,2301,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
230013,2301,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
235001,2351,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
235002,2351,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
235003,2351,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
235004,2351,80,2,0,17,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
235005,2351,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
235006,2351,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
235007,2351,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
235008,2351,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
235009,2351,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1%,10,1%,,,,,,,,
235010,2351,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
235011,2351,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
235012,2351,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
235013,2351,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
236001,2361,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
236002,2361,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
236003,2361,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
236004,2361,80,2,0,3,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
236005,2361,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
236006,2361,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
236007,2361,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
236008,2361,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
236009,2361,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
236010,2361,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
236011,2361,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
236012,2361,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
236013,2361,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
238001,2381,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
238002,2381,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
238003,2381,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
238004,2381,80,2,0,1,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
238005,2381,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
238006,2381,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
238007,2381,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
238008,2381,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
238009,2381,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
238010,2381,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
238011,2381,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
238012,2381,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
238013,2381,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
239001,2391,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
239002,2391,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
239003,2391,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
239004,2391,80,2,0,14,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
239005,2391,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
239006,2391,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
239007,2391,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
239008,2391,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
239009,2391,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
239010,2391,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
239011,2391,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
239012,2391,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
239013,2391,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
240001,2401,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
240002,2401,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
240003,2401,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
240004,2401,80,2,0,11,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
240005,2401,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
240006,2401,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
240007,2401,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
240008,2401,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
240009,2401,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
240010,2401,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
240011,2401,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
240012,2401,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
240013,2401,500,1,0,0,%s,%s,%s,%s,%s,28,500,,,,,,,,,,
243001,2431,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
243002,2431,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
243003,2431,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
243004,2431,80,2,0,16,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
243005,2431,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
243006,2431,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
243007,2431,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
243008,2431,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
243009,2431,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
243010,2431,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
243011,2431,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
243012,2431,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
243013,2431,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
244001,2441,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
244002,2441,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
244003,2441,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
244004,2441,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
244005,2441,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
244006,2441,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
244007,2441,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
244008,2441,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
244009,2441,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1%,10,1%,,,,,,,,
244010,2441,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
244011,2441,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
244012,2441,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
244013,2441,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
247001,2471,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
247002,2471,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
247003,2471,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
247004,2471,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
247005,2471,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
247006,2471,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
247007,2471,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
247008,2471,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
247009,2471,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
247010,2471,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
247011,2471,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
247012,2471,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
247013,2471,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
248001,2481,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
248002,2481,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
248003,2481,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
248004,2481,80,2,0,2,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
248005,2481,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
248006,2481,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
248007,2481,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
248008,2481,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
248009,2481,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
248010,2481,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
248011,2481,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
248012,2481,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
248013,2481,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
259001,2591,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
259002,2591,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
259003,2591,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
259004,2591,80,2,0,13,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
259005,2591,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
259006,2591,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
259007,2591,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
259008,2591,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
259009,2591,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
259010,2591,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
259011,2591,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
259012,2591,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
259013,2591,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
261001,2611,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
261002,2611,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
261003,2611,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
261004,2611,80,2,0,9,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
261005,2611,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
261006,2611,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
261007,2611,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
261008,2611,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
261009,2611,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
261010,2611,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
261011,2611,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
261012,2611,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
261013,2611,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
263001,2631,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
263002,2631,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
263003,2631,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
263004,2631,80,2,0,7,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
263005,2631,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
263006,2631,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
263007,2631,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
263008,2631,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
263009,2631,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
263010,2631,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
263011,2631,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
263012,2631,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
263013,2631,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
268001,2681,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
268002,2681,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
268003,2681,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
268004,2681,80,2,0,12,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
268005,2681,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
268006,2681,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
268007,2681,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
268008,2681,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
268009,2681,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
268010,2681,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
268011,2681,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
268012,2681,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
268013,2681,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
272001,2721,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
