"﻿变量名",_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
100403,victory,0,2000,,,,,,,2,,,,,,,,"After passing the test of Alakazam, you got a purple slate painted with Machamp patterns.",通過胡地的考驗後，你們得到了一塊畫著怪力圖案的紫色石板。,"After passing the test of Alakazam, you got a purple slate painted with Machamp patterns.",,후딘의 시련을 통과 후 당신들은 괴력몬 도안이 그려진 보라색 석판을 얻었다.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100501,ferris wheel of lies,0,2000,,,,,,,2,,,,,,,,"Finally solved the mystery of Alakazam‘s illusion. You have quickened your pace. You came in front of a Ferris wheel. The manual tells you that the clue is hidden in one of the cockpits, but the only person who knows the specific location of the clue is Hoopa.You must distinguish him carefully. Don’t be fooled by him...",終於破解了胡地的分身謎題，眼看探險時間已經過半，你們加快了腳步。在你們眼前的是一個巨大的摩天輪，探險手冊告訴你們線索就藏在摩天輪的其中一個座艙中，但是唯一知道線索具體位置的卻是愛說謊戲弄人的小胡帕，要仔細分辨他說的話，可別被他騙了……,"Finally solved the mystery of Alakazam‘s illusion. You have quickened your pace. You came in front of a Ferris wheel. The manual tells you that the clue is hidden in one of the cockpits, but the only person who knows the specific location of the clue is Hoopa.You must distinguish him carefully. Don’t be fooled by him...",,드디어 후딘의 분신 수수께끼를 풀었다. 탐험 시간이 이미 반이나 지났으니 당신들은 발걸음을 빨라졌다.  당신들의 눈 앞에는 거대한 대관람차이다. 탐험 수첩에 단서는 대관람차의 한 캡슐 안에 숨겨져 있다고 하는데 유일하게 그 단서의 정확한 위치를 알고 있는 포켓몬은 거짓말쟁이 후파다. 그의 말을 잘 분별해서 속지 말고...,,,,,,,,,,,,,,,,,,,,,,,
100503,victory,0,2000,,,,,,,2,,,,,,,,"After passing the test, you got a yellow slate with Goldeen pattern.",通過考驗，你們獲得了一塊畫著角金魚圖案的黃色石板。,"After passing the test, you got a yellow slate with Goldeen pattern.",,시련을 통과 후 당신들은 콘치 도안이 그려진 노란색 석판을 얻었다.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100511,true or false,0,90000,1,,,,,,3,,,,,,,,,,,,,Someone next to me didn't lie,我相鄰的有人沒說謊,Someone next to me didn't lie,,내 옆 사람 중 거짓말을 하지 않은 사람이 있다,7,,,,,,,,,,,,,,,,,
100512,true or false,0,90000,1,,,,,,3,,,,,,,,,,,,,Two of us never lie,我們當中有兩個人不說謊,Two of us never lie,,우리 중 2명은 거짓말을 하지 않았다,8,,,,,,,,,,,,,,,,,
100513,true or false,0,90000,1,,,,,,3,,,,,,,,,,,,,Everyone in my line is lying,我這列所有人都在說謊,Everyone in my line is lying,,나와 같은 세로 라인에 있는 모든 사람들이 거짓말을 하고 있다,9,,,,,,,,,,,,,,,,,
100514,true or false,0,90000,1,,,,,,3,,,,,,,,,,,,,Everyone in my row is lying,我這排所有人都在說謊,Everyone in my row is lying,,나와 같은 가로 라인에 있는 모든 사람들이 거짓말을 하고 있다,10,,,,,,,,,,,,,,,,,
100515,true or false,0,90000,1,,,,,,3,,,,,,,,,,,,,Pokemons next to me are lying,與我相鄰的人都在說謊,Pokemons next to me are lying,,내 옆 사람들은 거짓 말을 하고 있다,11,,,,,,,,,,,,,,,,,
100516,true or false,0,90000,1,,,,,,3,,,,,,,,,,,,,One of us doesn't lie,我們當中有一個人不說謊,One of us doesn't lie,,우리 중 한명은 거짓말을 하지 않았다,12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100601,rescue,0,2000,,,,,,,2,,,,,,,,"The guide of the expedition manual is over until the Ferris wheel. After passing the test of the Ferris wheel, you don’t know where to go next.",探險手冊的指引到摩天輪就結束了，在通過摩天輪的考驗後，你們不知道下一步該去哪裡。,"The guide of the expedition manual is over until the Ferris wheel. After passing the test of the Ferris wheel, you don’t know where to go next.",,"탐험 수첩의 가이드는 대관람차까지 끝나는데, 대관람차를 통과 후 당신들이 어디로 가야 할지 막막하다.",,,,,,,,,,,,,,,,,,,,,,,
100602,rescue,0,2000,,,,,,,2,,,,,,,,"You put together the six slate you collected before, and found that there is a map on the back. This map is more detailed than the map in the expedition manual, and it indicates the location of the key to the temple in the lake.",你們將之前收集到的六塊石板拼合起來，發現背面竟然繪著一副地圖，這個地圖要比探險手冊上的地圖更詳細，並且指明了湖中神殿的鑰匙所在的位置。,"You put together the six slate you collected before, and found that there is a map on the back. This map is more detailed than the map in the expedition manual, and it indicates the location of the key to the temple in the lake.",,"당신들은 이전에 수집한 여섯 개의 석판을 합쳤더니 뒷면에 뜻밖에도 한 지도가 그려져 있었다. 이 지도는 탐험 수첩의 지도보다 더 상세하고, 호수 속 신전의 열쇠가 있는 위치도 가리켰다.",,,,,,,,,,,,,,,,,,,,,,,
100603,rescue,0,2000,,,,,,,2,,,,,,,,"You put away the stone slabs and head to the location of the key on the map. When passing a water park, you found a few teen hooligans kicking something on the shore.",你們收起石板，前往地圖上指引的鑰匙所在地，在經過一個水上樂園時，你們發現幾個不良少年正在岸邊上踢打著什麼東西。,"You put away the stone slabs and head to the location of the key on the map. When passing a water park, you found a few teen hooligans kicking something on the shore.",,당신들은 석판을 접고 지도에서 안내하는 열쇠가 있는 곳으로 가는데 물놀이장을 지나다가 불량 소년 몇 명이 해안가에서 무언가를 차고 있는 것을 발견했다.,,,,,,,,,,,,,,,,,,,,,,,
100604,rescue,0,2000,,,,,,,2,,,1,<29>,,,,"How come there is such an ugly Pokémon, run if you can!",怎麼會有這麼醜的寶可夢啊，你再給我跑啊,"How come there is such an ugly Pokémon, run if you can!",,"어떻게 이런 못생긴 포켓몬이 있어, 다시 도망쳐봐.",,,,,,,,,,,,,,,,,,,,,,,
100605,rescue,0,2000,,,,,,,2,,,2,,1771,{x=150;y=-100},,Hurr... (Bounce awkwardly on the ground),嗚嚕……（在地面上笨拙地彈跳著）,Hurr... (Bounce awkwardly on the ground),,우루... (땅에서 서투르게 뛰고 있다),,,,,,,,,,,,,,,,,,,,,,,
100606,rescue,0,2000,,,,,,,2,,,1,<0>,,{x=-100;y=0},,Stop!,快住手！,Stop!,,그만해!,,,,,,,,,,,,,,,,,,,,,,,
100607,rescue,0,2000,,,,,,,2,,,2,<27>,,,,What are you doing!,你們到底在幹什麼！,What are you doing!,,도대체 뭐하는거야!,,,,,,,,,,,,,,,,,,,,,,,
100608,rescue,0,2000,,,,,,,2,,,1,<2>,,,,"That's it, why do you bully it!",就是嘛，為什麼要欺負它！,"That's it, why do you bully it!",,"그러게, 얘를 왜 괴롭히는거야!",,,,,,,,,,,,,,,,,,,,,,,
100609,rescue,0,2000,,,,,,,2,,,2,<29>,,,,"It’s none of your business, get lost! It seems that you have to teach you a good lesson.",你們是誰啊，多管閒事的傢伙，看來得好好教訓你們一頓才行。,"It’s none of your business, get lost! It seems that you have to teach you a good lesson.",,"당신들 누구냐, 쓸데없는 일에 참견하는 놈들, 잘 혼내줘야 겠네.",,,,,,,,,,,,,,,,,,,,,,,
100610,rescue,0,2000,,,,,,,2,<100601;100602>,,1,<0>,,{x=-100;y=0},,……,……,……,,...,,,,,,,,,,,,,,,,,,,,,,,
100612,Option A,0,2000,,,,,,,2,,,,,,,,"You cured Feebas, but your ignorance made the teen hooligans very angry. (Enemy gets a damage bonus)",你們治好了醜醜魚的傷勢，但是你們的無視讓不良少年很生氣。（敵方獲得傷害加成）,"You cured Feebas, but your ignorance made the teen hooligans very angry. (Enemy gets a damage bonus)",,당신들은 빈티나의 상처를 치료했지만 너희들의 무시로 불량 소년들은 아주 화났다. (적에게 피해 버프 획득),,,,,,,,,,,,,,,,,,,,,,,
100614,option B,0,2000,,,,,,,2,,,,,,,,"You decide to drive off the teen hooligans first, and then take care of the injured Feebas later. Feebas will be seriously injured at the beginning)",你們決定先趕跑不良少年，等之後再照顧受傷的醜醜魚。（醜醜魚開場將處在重傷狀態）,"You decide to drive off the teen hooligans first, and then take care of the injured Feebas later. Feebas will be seriously injured at the beginning)",,"당신들은 불량 소년을  먼저 쫓아내고, 그 다음에 부상당한 빈티나를 돌보기로 결정하였다. (전투 시작 시 빈티나는 중상 상태에 있을 것이다)",,,,,,,,,,,,,,,,,,,,,,,
100616,victory,0,2000,,,,,,,2,,,,,,,,"After successfully driving off the bad boy and stabilizing Feebas's injury, Feebas is very grateful to you, so you decide to take it into the Poke Ball first, and then gets further treatment after the expedition is over. The episode of rescuing Feebas has come to an end. You packed up and continue to move towards the treasure land marked on the stone slab...",成功趕跑不良少年並穩定了醜醜魚的傷勢後，醜醜魚非常感激你們，於是你決定先將它收服到精靈球中，等探險結束再對它進行進一步的治療。救援醜醜魚的小插曲告一段落，你們重整行囊，繼續向著石板上標注的藏寶地前進……,"After successfully driving off the bad boy and stabilizing Feebas's injury, Feebas is very grateful to you, so you decide to take it into the Poke Ball first, and then gets further treatment after the expedition is over. The episode of rescuing Feebas has come to an end. You packed up and continue to move towards the treasure land marked on the stone slab...",,"불량 소년을 성공적으로 쫓아내고 빈티나의 상처를 안정시킨 후 빈티나가 당신들에게 매우 감사하며, 당신은 빈티나를 몬스터볼에 잠시 넣어 두고 탐험이 끝나면 계속 치료해주기로 했다. 빈티나를 구하는 에피소드가 여기까지다. 당신들은 짐을 다시 정리하고 석판에 표시된 보물지를 향해 계속 간다…",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100701,treasure place,0,2000,,,,,,,2,,,,,,,,"You finally came to the place marked by the slate, but there is a desert all around here, and it doesn’t look like there are buildings at all. The strangest thing is that there are six pillars of different colors standing in the middle of the desert. These colors make you feel familiar to it...",你們終於來到了石板標示的地點，但是這裡四周都是荒漠，根本不像是有建築的樣子，奇怪的是荒漠中央佇立著六根顏色各異的柱子，這些顏色讓你們覺得莫名眼熟，總覺得在哪裡見過……,"You finally came to the place marked by the slate, but there is a desert all around here, and it doesn’t look like there are buildings at all. The strangest thing is that there are six pillars of different colors standing in the middle of the desert. These colors make you feel familiar to it...",,드디어 당신들은 석판에 표시된 곳에 도착했다. 그러나 이곳은 주위에 모두 황막하여 전혀 건축물이 있는 것 같지 않다. 이상하게 이 황량한 사막 가운데 색색의 기둥 여섯 개가 서 있으며 이 색깔들이 왠지 낯익고 어디서 본 느낌이 든다...,,,,,,,,,,,,,,,,,,,,,,,
100703,victory,0,2000,,,,,,,2,,,,,,,,"After successfully solving the puzzle of the stone formation, the earth began to tremble. Something gradually rose from the sand. After a while, a low stone niche appeared in front of you, and a beautiful statue of Milotic was placed in the stone niche, there seems to be something on the statue shining brightly under the sun...",順利解開了石陣謎題後，大地開始轟隆隆的震顫，有什麼東西從沙土中漸漸升起，不一會，一座低矮的石龕出現在你們面前，石龕當中放著一尊精美的美納斯雕像，雕像上似乎有什麼東西在陽光下閃耀著斑斕的色彩……,"After successfully solving the puzzle of the stone formation, the earth began to tremble. Something gradually rose from the sand. After a while, a low stone niche appeared in front of you, and a beautiful statue of Milotic was placed in the stone niche, there seems to be something on the statue shining brightly under the sun...",,"석진의 수수께끼가 풀린 후 땅이 덜컹덜컹 떨리기 시작했고, 모래 속에서 무언가가 서서히 솟아오르기 시작했다. 어느새 한 석감의 모습이 드러냈고, 그 안에는 아름다운 밀로틱 조각상이 놓여 있으며 그 조각상에는 뭔가 햇빛에 알록달록 빛나고 있는 것 같다...",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100801,snatch,0,2000,,,,,,,2,,,,,,,,"Just as you were about to take the statue, a black shadow enveloped you, as if the sun was blocked by something. When you looked up, it was a huge airship. Just when you looked up at the sky, a robotic arm took the lead. The statue of Milotic was picked up from the stone niche and quickly retracted into the airship.",正當你們準備拿取雕像時，一片黑影籠罩了你們，仿佛陽光被什麼東西擋住了，你們抬頭一看，是一架巨大的空中飛艇，就在你們抬頭看天空的空當，一隻機械手臂搶先一步將美納斯雕像從石龕中拿了起來，並快速地收回飛艇中。,"Just as you were about to take the statue, a black shadow enveloped you, as if the sun was blocked by something. When you looked up, it was a huge airship. Just when you looked up at the sky, a robotic arm took the lead. The statue of Milotic was picked up from the stone niche and quickly retracted into the airship.",,당신들은 조각상을 가져가려고 할 때 마치 햇빛이 무엇에 의해 가려진 것처럼 검은 그림자가 당신들을 뒤덮었다. 머리를 들어보니 거대한 공중 비행선이었다. 너희들이 하늘을 올려다보는 틈에 한 기계팔이 먼저 밀로틱 조각상을 석각에서 들어 올렸고 빠르게 비행선에 놓아 두었다.,,,,,,,,,,,,,,,,,,,,,,,
100802,snatch,0,2000,,,,,,,2,,,1,,211,{x=200;y=-200},,"Get it, meowth!",到手了，喵！,"Get it, meowth!",,"얻었다, 야옹!",,,,,,,,,,,,,,,,,,,,,,,
100803,snatch,0,2000,,,,,,,2,,,2,<2>,,,,It's Team Rockets!,是火箭隊他們！,It's Team Rockets!,,로켓단들이다!,,,,,,,,,,,,,,,,,,,,,,,
100804,snatch,0,2000,,,,,,,2,,,1,<36>,,,,Prepare for trouble!,既然你誠心誠意地發問了！,"Prepare for trouble! ",,성심성의껏 물으시니까!,,,,,,,,,,,,,,,,,,,,,,,
100805,snatch,0,2000,,,,,,,2,,,2,<35>,,,,And make it double!,那我就大發慈悲地告訴你！,"And make it double! ",,대답해 드리는게 인지상정!,,,,,,,,,,,,,,,,,,,,,,,
100806,snatch,0,2000,,,,,,,2,,,1,<36>,,,,To protect the world from devastation!,為了防止世界被破壞！,To protect the world from devastation!,,이세계의 파괴를 막기 위해!,,,,,,,,,,,,,,,,,,,,,,,
100807,snatch,0,2000,,,,,,,2,,,2,<35>,,,,To unite all peoples within our nation!,為了守護世界的和平！,To unite all peoples within our nation!,,이세계의 평화를 지키기 위해!,,,,,,,,,,,,,,,,,,,,,,,
100808,snatch,0,2000,,,,,,,2,,,1,<36>,,,,To denounce the evils of truth and love!,貫徹愛與真實的邪惡！,To denounce the evils of truth and love!,,사랑과 진실 어둠을 뿌리고 다니고!,,,,,,,,,,,,,,,,,,,,,,,
100809,snatch,0,2000,,,,,,,2,,,2,<35>,,,,To extend our reach to the stars above!,可愛又迷人的反派角色！,To extend our reach to the stars above!,,귀엽고 매혹적인 악당!,,,,,,,,,,,,,,,,,,,,,,,
100810,snatch,0,2000,,,,,,,2,,,1,<36>,,,,Jessie!,武藏！,Jessie!,,로사!,,,,,,,,,,,,,,,,,,,,,,,
100811,snatch,0,2000,,,,,,,2,,,2,<35>,,,,James!,小次郎！,James!,,로이!,,,,,,,,,,,,,,,,,,,,,,,
100812,snatch,0,2000,,,,,,,2,,,1,<36>,,,,Team Rocket blasts off at the speed of light!,我們是穿梭在銀河的火箭隊！,Team Rocket blasts off at the speed of light!,,우리는 우주를 뛰어다니는 로켓단들이다!,,,,,,,,,,,,,,,,,,,,,,,
100813,snatch,0,2000,,,,,,,2,,,2,<35>,,,,Surrender now or prepare to fight!,白洞，白色的明天在等著我們！,Surrender now or prepare to fight!,,"아름다운 미래, 밝은 일이 기다리고 있다!",,,,,,,,,,,,,,,,,,,,,,,
100814,snatch,0,2000,,,,,,,2,,,1,,211,{x=200;y=-200},,Meowth! That's right!,就是這樣，喵！,"Meowth! That's right! ",,"바로 이거야, 야옹!",,,,,,,,,,,,,,,,,,,,,,,
100815,snatch,0,2000,,,,,,,2,,,2,<36>,,,,"Sure enough, as long as we follow you, we can find the ultimate treasure without any effort!",果然只要跟著你們，就能不費吹灰之力地找到最終的寶藏啊！,"Sure enough, as long as we follow you, we can find the ultimate treasure without any effort!",,역시 당신들을 따라가기만 하면 힘들이지 않고 최종의 보물을 찾을 수 있군!,,,,,,,,,,,,,,,,,,,,,,,
100816,snatch,0,2000,,,,,,,2,,,1,<35>,,,,"We will accept Milotic and the treasure, hahahahaha!",美納斯和寶藏我們就收下了，哈哈哈哈哈！,"We will accept Milotic and the treasure, hahahahaha!",,밀로틱과 보물은 우리가 받을게! ㅎㅎㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,
100817,snatch,0,2000,,,,,,,2,,,2,<0>,,{x=-100;y=0},,"I choose you, Pikachu! Get back the statue of Milotic that belongs to us!",上吧，皮卡丘！拿回屬於我們的美納斯雕像！,"I choose you, Pikachu! Get back the statue of Milotic that belongs to us!",,"가라, 피카츄! 우리에 속한 밀로틱 조각상을 가져와라!",,,,,,,,,,,,,,,,,,,,,,,
100819,victory,0,2000,,,,,,,2,,,,,,,,"After some fighting, the statue of Milotic accidentally flew out of the airship. You reached out to grab the statue, but you also accidentally dropped from the airship...",經過一番戰鬥，美納斯雕像意外飛出了飛艇外，你伸手想要去抓住雕像，卻也意外地掉下了飛艇……,"After some fighting, the statue of Milotic accidentally flew out of the airship. You reached out to grab the statue, but you also accidentally dropped from the airship...",,"전투 끝에 밀로틱 조각상이 비행선 밖으로 날아갔고, 당신은 손을 뻗어 조각상을 잡으려다 뜻밖에 비행선에서 떨어졌다...",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100901,the temple,0,2000,,,,,,,2,,,,,,,,"The accident happened too fast, your partners on the spaceship sent Pokémon to help in hurry, but due to the difference in altitude, you were about to fall into the lake...",意外發生得太突然，飛船上的夥伴們急忙派出寶可夢幫忙，但是由於高度相差太多，眼見你就要墜入湖中……,"The accident happened too fast, your partners on the spaceship sent Pokémon to help in hurry, but due to the difference in altitude, you were about to fall into the lake...",,너무 갑작스러운 사고가 발생하니 비행선에 타고 있는 동료들은 급히 포켓몬을 보내 도와줬지만 높이가 너무 달라서 당신이 호수로 떨어지려 하는데...,,,,,,,,,,,,,,,,,,,,,,,
100902,the temple,0,2000,,,,,,,2,,,,,,,,"At this moment, Feebas suddenly jumped out of the Pokéball, and touched the part of the statue that reflects colorful light. Suddenly, a light flashed by, and you felt that you were being held up by something...",就在這時，醜醜魚忽然自行從精靈球中跳了出來，觸碰到了雕像上的反射著斑斕光芒的部分，頓時，一道白光閃過，你感覺被什麼東西托了起來……,"At this moment, Feebas suddenly jumped out of the Pokéball, and touched the part of the statue that reflects colorful light. Suddenly, a light flashed by, and you felt that you were being held up by something...",,"바로 이때! 빈티나가 갑자기 몬스터볼에서 튀어나와 조각상의 알록달록 빛을 반사하는 부분을 건드렸다. 순간에 한 흰 빛이 스쳐 지나가고, 당신이 무언가에 의해 떠받쳐지는 느낌이다...",,,,,,,,,,,,,,,,,,,,,,,
100903,the temple,0,2000,,,,,,,2,,,1,<27>,,,,It’s Milotic!,是美納斯！,It’s Milotic!,,밀로틱다!,,,,,,,,,,,,,,,,,,,,,,,
100904,the temple,0,2000,,,,,,,2,,,2,<2>,,,,"Wow, Feebas evolved into Milotic!",哇，醜醜魚進化成了美納斯！,"Wow, Feebas evolved into Milotic!",,"와우, 빈티나가 밀로틱으로 진화했네!",,,,,,,,,,,,,,,,,,,,,,,
100905,the temple,0,2000,,,,,,,2,,,1,<0>,,{x=-100;y=0},,"Phew, I'm saved, thank you, Feebas... No, Milotic!",呼，得救了，謝謝你啊，醜醜魚……不，美納斯！,"Phew, I'm saved, thank you, Feebas... No, Milotic!",,"후, 살았다, 고마워 빈티나야... 아니, 밀로틱!",,,,,,,,,,,,,,,,,,,,,,,
100906,the temple,0,2000,,,,,,,2,,,2,,1772,{x=150;y=-150},,(Rubbing your neck affectionately),（親昵地用脖子在你的脖子上蹭了蹭）,(Rubbing your neck affectionately),,(다정하게 당신의 목에 비볐다.),,,,,,,,,,,,,,,,,,,,,,,
100907,the temple,0,2000,,,,,,,2,,,1,<35>,,,,Oh my god! It’s Milotic!,天呐！是美納斯！,Oh my god! It’s Milotic!,,어머! 밀로틱다!,,,,,,,,,,,,,,,,,,,,,,,
100908,the temple,0,2000,,,,,,,2,,,2,<36>,,,,"Wow, Milotic is so beautiful, give it to me! I must capture it!",哇，美納斯真是太美了，快給我上！我一定要收服它！,"Wow, Milotic is so beautiful, give it to me! I must capture it!",,"와우, 밀로틱 정말 너무 아름다워, 빨리 가라! 난 반드시 포획할거다!",,,,,,,,,,,,,,,,,,,,,,,
100909,the temple,0,2000,,,,,,,2,,,1,,1772,{x=150;y=-150},,"(Milotic puts you gently on the shore, heads up to the Team Rockets)",（美納斯將你輕輕放在岸邊，昂首迎向火箭隊一行人）,"(Milotic puts you gently on the shore, heads up to the Team Rockets)",,(밀로틱은 당신을 해안가에 두고 고개를 들어 로켓단을 향해 다가간다),,,,,,,,,,,,,,,,,,,,,,,
100910,the temple,0,2000,,,,,,,2,,,2,<0>,,{x=-100;y=0},,Let's fight together! Milotic!,我們一起並肩作戰吧！美納斯！,Let's fight together! Milotic!,,우리 같이 싸우자! 밀로틱!,,,,,,,,,,,,,,,,,,,,,,,
100912,victory,0,2000,,,,,,,2,,,,,,,,"With the help of Milotic, you easily defeated the Team Rockets and you were able to enter the temple of the lake. As the first team to reach the end, you won the final victory of this expedition...",在美納斯的幫助下，你們輕鬆地擊敗了火箭隊一行，並得以進入湖中神殿，你們作為第一個到達終點的隊伍，贏得了本次探險活動的最終勝利……,"With the help of Milotic, you easily defeated the Team Rockets and you were able to enter the temple of the lake. As the first team to reach the end, you won the final victory of this expedition...",,밀로틱의 도움으로 로켓단을 가볍게 물리치고 호수의 신전으로 들어갈 수 있었다. 당신들은 가장 먼저 도착한 팀으로서 이번 탐험의 최종 승리를 거뒀다.,,,,,,,,,,,,,,,,,,,,,,,
