变量名,key,text,text_tw,text_en,text_vn,text_kr
6889,shareBattleNote,Do you want to share your battle history to the Global channel? You can share %s times more today,將戰鬥記錄分享到世界頻道?今日還可分享%s次,Do you want to share your battle history to the Global channel? You can share %s times more today,Đem chiến đấu ghi chép chia sẻ đến kênh thế giới? Hôm nay còn có thể chia sẻ %s Lần,전투 기록을 월드 채널에 공유하겠습니까? 오늘 %s회 더 공유할 수 있습니다.
6890,randomTowerSomeFloor,Floor %d,第%d層,Floor %d,Thứ %d Tầng,%d층
6891,randomTowerRule,Aether Paradise Rules,以太樂園規則,Aether Paradise Rules,Aether nhạc viên quy tắc,에테르파라다이스 규칙
6892,spaceDamage,P.ATK,物        攻,P.ATK,Vật        Công,공        격
6893,spaceSpecialDamage,SP.ATK,特        攻,SP.ATK,Đặc biệt        Công,특수공격
6894,spaceDefence,P.DEF,物        防,P.DEF,Vật        Phòng,방        어
6895,spaceSpecialDefence,SP.DEF,特        防,SP.DEF,Đặc biệt        Phòng,특수방어
6896,spaceSpeed,Speed,速        度,Speed,Nhanh        Độ,스 피 드
6897,spaceStrike,CRI rate,暴  擊  率,CRI rate,Bạo  Kích   Suất,치명타율
6898,spaceSuckBlood,Life steal,吸        血,Life steal,Hút        Máu,흡        혈
6899,spaceBlock,Defense,抵        禦,Defense,,저        항
6900,pointAdd,Point buff,積分加成,Point buff,Điểm tích lũy tăng thêm,포인트 보너스
6901,battleAdd,Battle buff,戰鬥加成,Battle buff,Chiến đấu tăng thêm,전투 보너스
6902,noSomeAdd,%s is unavailable for now,暫無%s哦,%s is unavailable for now,,%s 없음
6903,canOpenTimes,Aquirable (%s/%s),還可開啟 ( %s/%s ),Aquirable (%s/%s),Còn có thể mở ra ( %s/%s ),개방 가능 (%s/%s)
6904,isNotLeader,You're not the host,你不是房主,You're not the host,,방장이 아닙니다.
6905,selectCardSupply,Tap on the avatar to select the Pokémon that needs %s,點擊頭像選擇需要%s的精靈,Tap on the avatar to select the Pokémon that needs %s,Điểm kích ảnh chân dung lựa chọn cần %s Tinh linh ,프로필을 터치해 %s 진행 포켓몬을 선택하세요.
6906,noCardSupply,#C0x5b545b#None of the Pokémons require %s. Do you want to select this item? Confirm to advance to the next floor.,#C0x5b545b#沒有需要%s的精靈，是否選擇此補給？確定後進入下層。,#C0x5b545b#None of the Pokémons require %s. Do you want to select this item? Confirm to advance to the next floor.,"#C0x5b545b# Không có cần %s Tinh linh, phải chăng lựa chọn này tiếp tế? Xác định sau tiến nhập tầng dưới.",#C0x5b545b#%s 필요 포켓몬이 없습니다. 보급을 진행하겠습니까? 확인 시 다음 층으로 진입합니다.
6907,recover,Recover,恢復,Recover,Khôi phục,회복
6908,revive,Revive,復活,Revive,Phục sinh,부활
6909,noNature,No suitable target Pokémon,沒有適合的目標精靈,No suitable target Pokémon,Không có thích hợp mục tiêu tinh linh,적합한 대상 포켓몬이 없습니다.
6910,randomTowerStart,Begin exploring,開始探索,Begin exploring,Bắt đầu thăm dò,탐색 시작
6911,randomTowerEnterNext,Next floor,進入下一層,Next floor,,다음 층으로
6912,passportExp,EXP,通行證經驗,EXP,,경험치
6913,levelGet,Claim at\n  Lv.,級可領,Claim at\n  Lv.,Cấp nhưng lĩnh,레벨 수령 가능
6914,leveUpLessExp,Need %s EXP to level up,距離升級還差%s經驗,Need %s EXP to level up,Khoảng cách thăng cấp còn kém %s Kinh nghiệm,레벨업까지 %s 경험치 남음
6915,buyToLevel,It can be claimed when level reaches %s after purchase:,購買後等級達到%s級,It can be claimed when level reaches %s after purchase:,Mua sau đẳng cấp đạt tới %s Cấp,구매 시 %s레벨 도달
6916,textReward,Reward,獎勵,Reward,Ban thưởng,보상
6917,cloneBattleRuleTitle,Element Challenge Rules,元素挑戰規則,Element Challenge Rules,Nguyên tố khiêu chiến quy tắc,엘리멘탈 챌린지 규칙
6918,rewardCanGet,Claimable,獎勵可領,Claimable,,보상 수령 가능
6919,shareCardTo,Share the information of %s to,將精靈%s的資訊分享到,Share the information of %s to,Đem tinh linh %s Tin tức chia sẻ đến,포켓몬 %s의 정보 공유:
6920,noSpriteAvailable,"""There are no Pokémons in the line-up, please set it up first""",陣容中無精靈可用，請先佈陣,"""There are no Pokémons in the line-up, please set it up first""","Đội hình bên trong không tinh linh có thể dùng, mời trước bày trận",라인업 중 사용 가능한 포켓몬이 없습니다. 먼저 라인업을 배치하세요.
6921,randomTimeOver,"""Time is up, please return to the refresh interface""",時間已過，請返回刷新介面,"""Time is up, please return to the refresh interface""","Thời gian đã qua, xin trở lại đổi mới giao diện",시간이 지났습니다. 메뉴를 갱신하세요.
6922,limitSpriteTimeNote,%s days %s:%s:%s,%s天%s:%s:%s,%s days %s:%s:%s,%s Trời %s:%s:%s,%s일 %s:%s:%s
6923,limitTip,Reach #C0xFFE661#VIP %s#C0xFFFCED# or combat power#C0xFFE661#%s#C0xFFFCED##C0xFFFCED#%s days%s before to enter the rank,#C0xFFFCED#第#C0xFFE661#%s#C0xFFFCED#天#C0xFFE661#%s#C0xFFFCED#前達到#C0xFFE661#vip%s#C0xFFFCED#或戰力#C0xFFE661#%s#C0xFFFCED#可入榜,Reach #C0xFFE661#VIP %s#C0xFFFCED# or combat power#C0xFFE661#%s#C0xFFFCED##C0xFFFCED#%s days%s before to enter the rank,,
6924,limitTenText,%s shard is guaranteed,必得%s碎片,%s shard is guaranteed,Nhất định được %s Mảnh vỡ,%s 조각 100%% 획득
6925,startTime,Starting time：,開始時間:,Starting time：,Lúc bắt đầu ở giữa:,시작 시간:
6926,signTime,Registration period:,報名時間:,Registration period:,Báo danh thời gian:,신청 시간:
6927,xibai,Lose,惜 敗,Lose,,석패
6928,weikaisai,Tournament not started yet,未開賽,Tournament not started yet,Chưa bắt đầu thi đấu,미개방
6929,yitaotai,Eliminated,已淘汰,Eliminated,Đã đào thải,탈락함
6930,limitBoxFmt,Points %s,積分 %s,Points %s,Điểm tích lũy %s,포인트 %s
6931,stateChangedResetPos,"""Battle status has changed, please readjust""",戰鬥狀態發生變化，請重新調整,"""Battle status has changed, please readjust""","Trạng thái chiến đấu phát sinh biến hóa, mời một lần nữa điều chỉnh",전투 상태에 변화가 발생했습니다. 다시 시도하세요.
6932,battleNotOpen,Tournament has not started yet,比賽尚未開啟,Tournament has not started yet,,경기가 아직 개방되지 않았습니다.
6933,battleIsOver,"""Today's tournament has ended, thank you for your participation""",當日比賽已結束，謝謝參加,"""Today's tournament has ended, thank you for your participation""",,당일 경기가 종료되었습니다.
6934,passportBuyExpOverflow,Current EXP purchase will spill over. Continue?,當前購買的經驗值將會溢出，是否繼續,Current EXP purchase will spill over. Continue?,,현재 구매한 경험치가 초과될 예정입니다. 계속하겠습니까?
6935,noRewardGet,There are no rewards to be claimed now,當前無獎勵可領取,There are no rewards to be claimed now,Đương không ban thưởng nhưng nhận lấy,현재 수령 가능한 보상이 없습니다.
6936,signupNumIsMax,"""No. of participants is full, you cannot register""",報名人數已滿，無法報名,"""No. of participants is full, you cannot register""","Báo danh số người đã đủ, không cách nào báo danh",신청 인원 수가 가득 차 신청할 수 없습니다.
6937,limitSpriteBtnText,Form %s:,形態%s:,Form %s:,Hình thái %s:,형태 %s:
6938,limitBoxGet,Attain %s points to claim,積分達到%s可領取,Attain %s points to claim,Điểm tích lũy đạt tới %s Nhưng nhận lấy,포인트 %s 도달 시 수령 가능
6939,cloneMonsterCannotChoose,You can’t choose the target Pokémon again if you have already challenged it.,已經挑戰過就不能再選擇目標精靈了哦,You can’t choose the target Pokémon again if you have already challenged it.,,이미 도전했습니다. 더는 대상 포켓몬을 선택할 수 없습니다.
6940,ability,Potential,潛能,Potential,Tiềm năng,잠재력
6941,spaceStrengthen,Enhance,強 化,Enhance,Mạnh Hóa,강 화
6942,activeSlotNotEnough,Requirements for activation not met!,啟動所需條件不足,Requirements for activation not met!,,활성화에 필요한 조건 부족
6943,materialsNotEnough,Insufficient material!,材料不足,Insufficient material!,,재료 부족
6944,needSpriteLevelAchieve,"Requires Pokémon level %s ",需要精靈等級達到 Lv%s,"Requires Pokémon level %s ",Cần tinh linh đẳng cấp đạt tới Lv%s,포켓몬 Lv%s 달성 필요
6945,needSpriteAdvanceAchieve,Requires Pokémon to breakthrough to %s,需要精靈突破至%s,Requires Pokémon to breakthrough to %s,Cần tinh linh đột phá tới %s,포켓몬 %s까지 돌파 필요
6946,needPreSkillLevelAchieve,Requires forward potential of level %s,需要前置潛能等級達到 Lv%s,Requires forward potential of level %s,Cần trước đưa tiềm năng đẳng cấp đạt tới Lv%s,조건 잠재력 레벨 Lv%s 달성 필요
6947,freeOnce,Free once,免費一次,Free once,Miễn phí một lần,무료 1회
6948,pleaseWait,Coming soon!,敬請期待,Coming soon!,Kính thỉnh chờ mong,많은 기대 바랍니다
6949,unLockReward,Rewards,解鎖獎勵,Rewards,Giải tỏa ban thưởng,개방 보상
6950,taskReward,Rewards,任務獎勵,Rewards,Nhiệm vụ ban thưởng,퀘스트 보상
6951,notSignupCantShowBattleReport,You did not participate in the last tournament and no reports to be viewed,未報名參加上期比賽，無法檢視自身戰報,You did not participate in the last tournament and no reports to be viewed,"Chưa báo danh tham gia bên trên kỳ tranh tài, không cách nào xem xét tự thân chiến báo",지난 대회에 참가하지 않아 자신의 전투 보고를 볼 수 없습니다.
6954,cloneBattleFightTip,"The currently selected sprite is %s. After the challenge, the target sprite cannot be replaced. Continue",你當前選擇的精靈是%s，挑戰過後無法再進行更換目標精靈，是否繼續,"The currently selected sprite is %s. After the challenge, the target sprite cannot be replaced. Continue",,현재 선택한 포켓몬은 %s입니다. 도전 후 더는 대상 포켓몬을 변경할 수 없습니다. 계속하겠습니까?
6955,equipShop,Trinket Shop,飾品商店,Trinket Shop,Trang sức cửa hàng,액세서리 상점
6956,capture,Catch,捕捉,Catch,Bắt giữ,포획
6957,unlockGateToCapture,Clear Chapter %s-%s to unlock,通關第%s章%s後可解鎖,Clear Chapter %s-%s to unlock,,챕터%s %s 클리어 후 개방 가능
6958,limitItemSchedule,Limited-time items can only be purchased once and will be replaced after %s,限期商品只能購買一次，且會在%s後進行替換,Limited-time items can only be purchased once and will be replaced after %s,,"""한정 상품은 1번만 구매할 수 있으며, %s 후 대체할 수 있습니다."""
6959,rule,Rules,規則,Rules,Quy tắc,규칙
6960,canCaptureSprite,Preview,可捕捉精靈,Preview,,포획 가능 포켓몬
6961,leftTimesNotEnough,"""Today's No. of draws is less than %d, unable to draw""",今日抽取次數不足%d次，無法抽取,"""Today's No. of draws is less than %d, unable to draw""",,오늘 뽑기 횟수가 %d회보다 부족해 뽑을 수 없습니다.
6962,notAwake,0,未覺醒,0,,미각성
6963,selectSpriteDecompositionTip,Confirmation prompt for cancelling Pokémon decomposition rarity A and below,取消稀有度A及A以下的精靈分解確認提示,Confirmation prompt for cancelling Pokémon decomposition rarity A and below,,희귀도 A 이하의 포켓몬 분해 확인 알림 취소
6964,limitSpriteRuleTitle,Rules of time-limited Legendary Pokémon,限時神獸規則,Rules of time-limited Legendary Pokémon,,한정 전설 규칙
6965,traineraaResetNote,#C0x5b545b##F50#Spend %d#Icommon/icon/icon_diamond.png-62-59# to reset privilege move type. Privilege points will be returned after the reset.,#C0x5b545b##F50#消耗%d#Icommon/icon/icon_diamond.png-62-59#重置特權技能屬性重置後返還所有消耗特權點,#C0x5b545b##F50#Spend %d#Icommon/icon/icon_diamond.png-62-59# to reset privilege move type. Privilege points will be returned after the reset.,,#C0x5b545b##F50#%d#Icommon/icon/icon_diamond.png-62-59#를 소모해 특권 기술 속성 초기화 시 모든 소모 특권 포인트 반환
6966,getOtherItemNum,"Get additional %d ",額外獲得%d個,"Get additional %d ",,추가로 %d개 획득
6967,spaceComb,Combine,合 成,Combine,,합 성
6968,spaceChange,Convert,轉 化,Convert,Chuyển Hóa,전 환
6969,comb,Combine,合成,Combine,Hợp thành,합성
6970,change,Convert,轉化,Convert,Chuyển hóa,전환
6971,fragmentTransformation,Conversion,碎片轉化,Conversion,,조각 전환
6972,universalSynthesis,Compound,萬能合成,Compound,,만능 합성
6973,spriteClose,Do you want to give up catching the Pokémon?,是否放棄捕捉精靈,Do you want to give up catching the Pokémon?,,포켓몬 포획을 포기하겠습니까?
6974,abandon,Quit,放棄,Quit,,포기
6975,universalFragCombTip,%s %s can combine into %s %s,%s個%s可合成%s個%s,%s %s can combine into %s %s,,"""%s개의 %s, %s개의 %s 합성 가능"""
6976,cloneInviteMyRoom,This is your own room,這是你自己的房間,This is your own room,,이곳은 자신의 방입니다.
6977,levelFundTitle1,"#C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# Diamond purchase while #C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-3#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# diamonds claim","#C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# 鑽石購買成長基金，總計可獲得 #C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-3#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# 鑽石","#C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# Diamond purchase while #C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-3#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# diamonds claim",,"""#C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# 다이아로 성장기금 구매 시 총 #C0xffff33##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-3#%s#C0xFFFCED##L01100000##LOC0x80C44100##LOS2##LSC0x80C44100##LSO0,-6# 다이아 획득 가능"""
