变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
id,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
1784,Gym 5_difficulty 5,80441,{11=1.2},8,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1785,Gym 5_difficulty 5,80441,{11=1.2},9,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1786,Gym 5_difficulty 5,80441,{11=1.2},10,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1787,Gym 5_difficulty 5,80441,{11=1.2},11,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1788,Gym 5_difficulty 5,80441,{11=1.2},12,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1789,Gym 5_difficulty 5,80442,{11=1.1},1,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1790,Gym 5_difficulty 5,80442,{11=1.1},2,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1791,Gym 5_difficulty 5,80442,{11=1.1},3,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1792,Gym 5_difficulty 5,80442,{11=1.1},4,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1793,Gym 5_difficulty 5,80442,{11=1.1},5,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1794,Gym 5_difficulty 5,80442,{11=1.1},6,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1795,Gym 5_difficulty 5,80442,{11=1.1},7,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1796,Gym 5_difficulty 5,80442,{11=1.1},8,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1797,Gym 5_difficulty 5,80442,{11=1.1},9,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1798,Gym 5_difficulty 5,80442,{11=1.1},10,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1799,Gym 5_difficulty 5,80442,{11=1.1},11,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1800,Gym 5_Difficulty 5,80442,{11=1.1},12,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,,,,,,
1801,Gym 5_difficulty 5,80443,{8=1.1},1,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1802,Gym 5_difficulty 5,80443,{8=1.1},2,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1803,Gym 5_difficulty 5,80443,{8=1.1},3,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1804,Gym 5_difficulty 5,80443,{8=1.1},4,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1805,Gym 5_difficulty 5,80443,{8=1.1},5,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1806,Gym 5_difficulty 5,80443,{8=1.1},6,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1807,Gym 5_difficulty 5,80443,{8=1.1},7,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1808,Gym 5_difficulty 5,80443,{8=1.1},8,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1809,Gym 5_difficulty 5,80443,{8=1.1},9,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1810,Gym 5_difficulty 5,80443,{8=1.1},10,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1811,Gym 5_difficulty 5,80443,{8=1.1},11,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1812,Gym 5_difficulty 5,80443,{8=1.1},12,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,,,,,,
1813,Gym 5_Difficulty 5,80444,,1,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1814,Gym 5_Difficulty 5,80444,,2,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1815,Gym 5_difficulty 5,80444,,3,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1816,Gym 5_difficulty 5,80444,,4,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1817,Gym 5_difficulty 5,80444,,5,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1818,Gym 5_difficulty 5,80444,,6,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1819,Gym 5_difficulty 5,80444,,7,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1820,Gym 5_difficulty 5,80444,,8,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1821,Gym 5_difficulty 5,80444,,9,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1822,Gym 5_difficulty 5,80444,,10,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1823,Gym 5_difficulty 5,80444,,11,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1824,Gym 5_difficulty 5,80444,,12,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,,,,,,
1825,Gym 5_difficulty 5,80445,,1,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1826,Gym 5_difficulty 5,80445,,2,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1827,Gym 5_difficulty 5,80445,,3,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1828,Gym 5_difficulty 5,80445,,4,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1829,Gym 5_difficulty 5,80445,,5,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1830,Gym 5_difficulty 5,80445,,6,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1831,Gym 5_Difficulty 5,80445,,7,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1832,Gym 5_difficulty 5,80445,,8,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1833,Gym 5_Difficulty 5,80445,,9,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1834,Gym 5_Difficulty 5,80445,,10,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1835,Gym 5_Difficulty 5,80445,,11,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1836,Gym 5_difficulty 5,80445,,12,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1837,Gym 5_difficulty 5,80446,,1,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1838,Gym 5_difficulty 5,80446,,2,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1839,Gym 5_difficulty 5,80446,,3,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1840,Gym 5_difficulty 5,80446,,4,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1841,Gym 5_difficulty 5,80446,,5,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1842,Gym 5_difficulty 5,80446,,6,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1843,Gym 5_difficulty 5,80446,,7,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1844,Gym 5_difficulty 5,80446,,8,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1845,Gym 5_difficulty 5,80446,,9,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1846,Gym 5_difficulty 5,80446,,10,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1847,Gym 5_difficulty 5,80446,,11,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1848,Gym 5_difficulty 5,80446,,12,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,,,,,,
1849,Gym 5_difficulty 6_NPC,80451,{11=1.1},1,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1850,Gym 5_difficulty 6_NPC,80451,{11=1.1},2,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1851,Gym 5_difficulty 6_NPC,80451,{11=1.1},3,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1852,Gym 5_difficulty 6_NPC,80451,{11=1.1},4,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1853,Gym 5_difficulty 6_NPC,80451,{11=1.1},5,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1854,Gym 5_difficulty 6_NPC,80451,{11=1.1},6,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1855,Gym 5_difficulty 6_NPC,80451,{11=1.1},7,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1856,Gym 5_difficulty 6_NPC,80451,{11=1.1},8,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1857,Gym 5_difficulty 6_NPC,80451,{11=1.1},9,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1858,Gym 5_difficulty 6_NPC,80451,{11=1.1},10,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1859,Gym 5_difficulty 6_NPC,80451,{11=1.1},11,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1860,Gym 5_difficulty 6_NPC,80451,{11=1.1},12,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,,,,,,
1861,Gym 6_Difficulty 1,80501,{11=1.1},1,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1862,Gym 6_Difficulty 1,80501,{11=1.1},2,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1863,Gym 6_Difficulty 1,80501,{11=1.1},3,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1864,Gym 6_Difficulty 1,80501,{11=1.1},4,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1865,Gym 6_Difficulty 1,80501,{11=1.1},5,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1866,Gym 6_Difficulty 1,80501,{11=1.1},6,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1867,Gym 6_Difficulty 1,80501,{11=1.1},7,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1868,Gym 6_Difficulty 1,80501,{11=1.1},8,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1869,Gym 6_Difficulty 1,80501,{11=1.1},9,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1870,Gym 6_Difficulty 1,80501,{11=1.1},10,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1871,Gym 6_Difficulty 1,80501,{11=1.1},11,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1872,Gym 6_Difficulty 1,80501,{11=1.1},12,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,,,,,,
1873,Gym 6_Difficulty 1,80502,{11=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1874,Gym 6_Difficulty 1,80502,{11=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1875,Gym 6_Difficulty 1,80502,{11=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1876,Gym 6_Difficulty 1,80502,{11=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1877,Gym 6_Difficulty 1,80502,{11=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1878,Gym 6_Difficulty 1,80502,{11=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1879,Gym 6_Difficulty 1,80502,{11=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1880,Gym 6_Difficulty 1,80502,{11=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1881,Gym 6_Difficulty 1,80502,{11=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1882,Gym 6_Difficulty 1,80502,{11=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1883,Gym 6_Difficulty 1,80502,{11=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1884,Gym 6_Difficulty 1,80502,{11=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1885,Gym 6_Difficulty 1,80503,{11=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1886,Gym 6_Difficulty 1,80503,{11=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1887,Gym 6_Difficulty 1,80503,{11=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1888,Gym 6_Difficulty 1,80503,{11=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1889,Gym 6_Difficulty 1,80503,{11=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1890,Gym 6_Difficulty 1,80503,{11=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1891,Gym 6_Difficulty 1,80503,{11=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1892,Gym 6_Difficulty 1,80503,{11=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1893,Gym 6_Difficulty 1,80503,{11=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1894,Gym 6_Difficulty 1,80503,{11=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1895,Gym 6_Difficulty 1,80503,{11=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1896,Gym 6_Difficulty 1,80503,{11=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1897,Gym 6_Difficulty 1,80504,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1898,Gym 6_Difficulty 1,80504,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1899,Gym 6_Difficulty 1,80504,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1900,Gym 6_Difficulty 1,80504,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1901,Gym 6_Difficulty 1,80504,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1902,Gym 6_Difficulty 1,80504,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1903,Gym 6_Difficulty 1,80504,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1904,Gym 6_Difficulty 1,80504,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1905,Gym 6_Difficulty 1,80504,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1906,Gym 6_Difficulty 1,80504,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1907,Gym 6_Difficulty 1,80504,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1908,Gym 6_Difficulty 1,80504,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1909,Gym 6_Difficulty 1,80505,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1910,Gym 6_Difficulty 1,80505,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1911,Gym 6_Difficulty 1,80505,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1912,Gym 6_Difficulty 1,80505,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1913,Gym 6_Difficulty 1,80505,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1914,Gym 6_Difficulty 1,80505,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1915,Gym 6_Difficulty 1,80505,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1916,Gym 6_Difficulty 1,80505,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1917,Gym 6_Difficulty 1,80505,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1918,Gym 6_Difficulty 1,80505,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1919,Gym 6_Difficulty 1,80505,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1920,Gym 6_Difficulty 1,80505,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1921,Gym 6_Difficulty 1,80506,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1922,Gym 6_Difficulty 1,80506,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1923,Gym 6_Difficulty 1,80506,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1924,Gym 6_Difficulty 1,80506,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1925,Gym 6_Difficulty 1,80506,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1926,Gym 6_Difficulty 1,80506,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1927,Gym 6_Difficulty 1,80506,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1928,Gym 6_Difficulty 1,80506,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1929,Gym 6_Difficulty 1,80506,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1930,Gym 6_Difficulty 1,80506,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1931,Gym 6_Difficulty 1,80506,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1932,Gym 6_Difficulty 1,80506,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
