变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
3152,2621,almost doll,1,2,2,8,,0%,,
3153,2621,almost doll,1,2,2,9,,0%,,
3154,2621,almost doll,1,2,2,10,,0%,,
3155,2621,almost doll,1,2,2,11,,0%,,
3156,2621,almost doll,1,2,2,12,,0%,,
3157,2631,porter,7,2,2,1,9,0%,,
3158,2631,porter,7,2,2,2,9,0.08%,,
3159,2631,porter,7,2,2,3,9,0.16%,,
3160,2631,porter,7,2,2,4,9,0.24%,,
3161,2631,porter,7,2,2,5,9,0.40%,,
3162,2631,porter,7,2,2,6,9,0.56%,,
3163,2631,porter,7,2,2,7,9,0.80%,,
3164,2631,porter,7,2,2,8,9,1.04%,,
3165,2631,porter,7,2,2,9,9,1.36%,,
3166,2631,porter,7,2,2,10,9,1.68%,,
3167,2631,porter,7,2,2,11,9,2%,,
3168,2631,porter,7,2,2,12,9,2.40%,,
3169,2641,round tadpole,3,2,2,1,,0%,,
3170,2641,round tadpole,3,2,2,2,,0%,,
3171,2641,round tadpole,3,2,2,3,,0%,,
3172,2641,round tadpole,3,2,2,4,,0%,,
3173,2641,round tadpole,3,2,2,5,,0%,,
3174,2641,round tadpole,3,2,2,6,,0%,,
3175,2641,round tadpole,3,2,2,7,,0%,,
3176,2641,round tadpole,3,2,2,8,,0%,,
3177,2641,round tadpole,3,2,2,9,,0%,,
3178,2641,round tadpole,3,2,2,10,,0%,,
3179,2641,round tadpole,3,2,2,11,,0%,,
3180,2641,round tadpole,3,2,2,12,,0%,,
3181,2651,cast ghost,7,1,2,1,,0%,,
3182,2651,cast ghost,7,1,2,2,,0%,,
3183,2651,cast ghost,7,1,2,3,,0%,,
3184,2651,cast ghost,7,1,2,4,,0%,,
3185,2651,cast ghost,7,1,2,5,,0%,,
3186,2651,cast ghost,7,1,2,6,,0%,,
3187,2651,cast ghost,7,1,2,7,,0%,,
3188,2651,cast ghost,7,1,2,8,,0%,,
3189,2651,cast ghost,7,1,2,9,,0%,,
3190,2651,cast ghost,7,1,2,10,,0%,,
3191,2651,cast ghost,7,1,2,11,,0%,,
3192,2651,cast ghost,7,1,2,12,,0%,,
3193,2661,fight ghosts,7,1,2,1,,0%,,
3194,2661,fight ghosts,7,1,2,2,,0%,,
3195,2661,fight ghosts,7,1,2,3,,0%,,
3196,2661,fight ghosts,7,1,2,4,,0%,,
3197,2661,fight ghosts,7,1,2,5,,0%,,
3198,2661,fight ghosts,7,1,2,6,,0%,,
3199,2661,fight ghosts,7,1,2,7,,0%,,
3200,2661,fight ghosts,7,1,2,8,,0%,,
3201,2661,fight ghosts,7,1,2,9,,0%,,
3202,2661,fight ghosts,7,1,2,10,,0%,,
3203,2661,fight ghosts,7,1,2,11,,0%,,
3204,2661,fight ghosts,7,1,2,12,,0%,,
3205,2671,Bug bag,12,2,2,1,,0%,,
3206,2671,Bug bag,12,2,2,2,,0%,,
3207,2671,Bug bag,12,2,2,3,,0%,,
3208,2671,Bug bag,12,2,2,4,,0%,,
3209,2671,Bug bag,12,2,2,5,,0%,,
3210,2671,Bug bag,12,2,2,6,,0%,,
3211,2671,Bug bag,12,2,2,7,,0%,,
3212,2671,Bug bag,12,2,2,8,,0%,,
3213,2671,Bug bag,12,2,2,9,,0%,,
3214,2671,Bug bag,12,2,2,10,,0%,,
3215,2671,Bug bag,12,2,2,11,,0%,,
3216,2671,Bug bag,12,2,2,12,,0%,,
3217,2681,Centipede,12,2,2,1,1,0%,,
3218,2681,Centipede,12,2,2,2,1,0.06%,,
3219,2681,Centipede,12,2,2,3,1,0.11%,,
3220,2681,Centipede,12,2,2,4,1,0.17%,,
3221,2681,Centipede,12,2,2,5,1,0.28%,,
3222,2681,Centipede,12,2,2,6,1,0.39%,,
3223,2681,Centipede,12,2,2,7,1,0.56%,,
3224,2681,Centipede,12,2,2,8,1,0.73%,,
3225,2681,Centipede,12,2,2,9,1,0.95%,,
3226,2681,Centipede,12,2,2,10,1,1.18%,,
3227,2681,Centipede,12,2,2,11,1,1.40%,,
3228,2681,Centipede,12,2,2,12,1,1.68%,,
3229,2691,kapok ball,4,2,2,1,,0%,,
3230,2691,kapok ball,4,2,2,2,,0%,,
3231,2691,kapok ball,4,2,2,3,,0%,,
3232,2691,kapok ball,4,2,2,4,,0%,,
3233,2691,kapok ball,4,2,2,5,,0%,,
3234,2691,kapok ball,4,2,2,6,,0%,,
3235,2691,kapok ball,4,2,2,7,,0%,,
3236,2691,kapok ball,4,2,2,8,,0%,,
3237,2691,kapok ball,4,2,2,9,,0%,,
3238,2691,kapok ball,4,2,2,10,,0%,,
3239,2691,kapok ball,4,2,2,11,,0%,,
3240,2691,kapok ball,4,2,2,12,,0%,,
3241,2701,lily root doll,4,2,2,1,,0%,,
3242,2701,lily root doll,4,2,2,2,,0%,,
3243,2701,lily root doll,4,2,2,3,,0%,,
3244,2701,lily root doll,4,2,2,4,,0%,,
3245,2701,lily root doll,4,2,2,5,,0%,,
3246,2701,lily root doll,4,2,2,6,,0%,,
3247,2701,lily root doll,4,2,2,7,,0%,,
3248,2701,lily root doll,4,2,2,8,,0%,,
3249,2701,lily root doll,4,2,2,9,,0%,,
3250,2701,lily root doll,4,2,2,10,,0%,,
3251,2701,lily root doll,4,2,2,11,,0%,,
3252,2701,lily root doll,4,2,2,12,,0%,,
3253,2711,Savage Perch · Red Striped Appearance,3,1,2,1,,0%,,
3254,2711,Savage Perch · Red Striped Appearance,3,1,2,2,,0%,,
3255,2711,Savage Perch · Red Striped Appearance,3,1,2,3,,0%,,
3256,2711,Savage Perch · Red Striped Appearance,3,1,2,4,,0%,,
3257,2711,Savage Perch · Red Striped Appearance,3,1,2,5,,0%,,
3258,2711,Savage Perch · Red Striped Appearance,3,1,2,6,,0%,,
3259,2711,Savage Perch · Red Striped Appearance,3,1,2,7,,0%,,
3260,2711,Savage Perch · Red Striped Appearance,3,1,2,8,,0%,,
3261,2711,Savage Perch · Red Striped Appearance,3,1,2,9,,0%,,
3262,2711,Savage Perch · Red Striped Appearance,3,1,2,10,,0%,,
3263,2711,Savage Perch · Red Striped Appearance,3,1,2,11,,0%,,
3264,2711,Savage Perch · Red Striped Appearance,3,1,2,12,,0%,,
3265,2721,black eyed crocodile,9,3,3,1,1,0%,,
3266,2721,black eyed crocodile,9,3,3,2,1,0%,,
3267,2721,black eyed crocodile,9,3,3,3,1,0.07%,,
3268,2721,black eyed crocodile,9,3,3,4,1,0.18%,,
3269,2721,black eyed crocodile,9,3,3,5,1,0.28%,,
3270,2721,black eyed crocodile,9,3,3,6,1,0.49%,,
3271,2721,black eyed crocodile,9,3,3,7,1,0.70%,,
3272,2721,black eyed crocodile,9,3,3,8,1,0.91%,,
3273,2721,black eyed crocodile,9,3,3,9,1,1.23%,,
3274,2721,black eyed crocodile,9,3,3,10,1,1.54%,,
3275,2721,black eyed crocodile,9,3,3,11,1,1.86%,,
3276,2721,black eyed crocodile,9,3,3,12,1,2.28%,,
3277,2731,flaming tumbler,2,2,2,1,,0%,,
3278,2731,flaming tumbler,2,2,2,2,,0%,,
3279,2731,flaming tumbler,2,2,2,3,,0%,,
3280,2731,flaming tumbler,2,2,2,4,,0%,,
3281,2731,flaming tumbler,2,2,2,5,,0%,,
3282,2731,flaming tumbler,2,2,2,6,,0%,,
3283,2731,flaming tumbler,2,2,2,7,,0%,,
3284,2731,flaming tumbler,2,2,2,8,,0%,,
3285,2731,flaming tumbler,2,2,2,9,,0%,,
3286,2731,flaming tumbler,2,2,2,10,,0%,,
3287,2731,flaming tumbler,2,2,2,11,,0%,,
3288,2731,flaming tumbler,2,2,2,12,,0%,,
3289,2741,sand bell cactus,4,1,2,1,,0%,,
3290,2741,sand bell cactus,4,1,2,2,,0%,,
3291,2741,sand bell cactus,4,1,2,3,,0%,,
3292,2741,sand bell cactus,4,1,2,4,,0%,,
3293,2741,sand bell cactus,4,1,2,5,,0%,,
3294,2741,sand bell cactus,4,1,2,6,,0%,,
3295,2741,sand bell cactus,4,1,2,7,,0%,,
3296,2741,sand bell cactus,4,1,2,8,,0%,,
3297,2741,sand bell cactus,4,1,2,9,,0%,,
3298,2741,sand bell cactus,4,1,2,10,,0%,,
3299,2741,sand bell cactus,4,1,2,11,,0%,,
3300,2741,sand bell cactus,4,1,2,12,,0%,,
3301,2751,Rock Crab,12,2,2,1,,0%,,
3302,2751,Rock Crab,12,2,2,2,,0%,,
3303,2751,Rock Crab,12,2,2,3,,0%,,
3304,2751,Rock Crab,12,2,2,4,,0%,,
3305,2751,Rock Crab,12,2,2,5,,0%,,
3306,2751,Rock Crab,12,2,2,6,,0%,,
3307,2751,Rock Crab,12,2,2,7,,0%,,
3308,2751,Rock Crab,12,2,2,8,,0%,,
3309,2751,Rock Crab,12,2,2,9,,0%,,
3310,2751,Rock Crab,12,2,2,10,,0%,,
3311,2751,Rock Crab,12,2,2,11,,0%,,
3312,2751,Rock Crab,12,2,2,12,,0%,,
3313,2761,slippery boy,16,2,2,1,,0%,,
3314,2761,slippery boy,16,2,2,2,,0%,,
3315,2761,slippery boy,16,2,2,3,,0%,,
3316,2761,slippery boy,16,2,2,4,,0%,,
3317,2761,slippery boy,16,2,2,5,,0%,,
3318,2761,slippery boy,16,2,2,6,,0%,,
3319,2761,slippery boy,16,2,2,7,,0%,,
3320,2761,slippery boy,16,2,2,8,,0%,,
3321,2761,slippery boy,16,2,2,9,,0%,,
3322,2761,slippery boy,16,2,2,10,,0%,,
3323,2761,slippery boy,16,2,2,11,,0%,,
3324,2761,slippery boy,16,2,2,12,,0%,,
3325,2771,symbol bird,11,2,2,1,,0%,,
3326,2771,symbol bird,11,2,2,2,,0%,,
3327,2771,symbol bird,11,2,2,3,,0%,,
3328,2771,symbol bird,11,2,2,4,,0%,,
3329,2771,symbol bird,11,2,2,5,,0%,,
3330,2771,symbol bird,11,2,2,6,,0%,,
3331,2771,symbol bird,11,2,2,7,,0%,,
3332,2771,symbol bird,11,2,2,8,,0%,,
3333,2771,symbol bird,11,2,2,9,,0%,,
3334,2771,symbol bird,11,2,2,10,,0%,,
3335,2771,symbol bird,11,2,2,11,,0%,,
3336,2771,symbol bird,11,2,2,12,,0%,,
3337,2781,crying mask,14,2,2,1,,0%,,
3338,2781,crying mask,14,2,2,2,,0%,,
3339,2781,crying mask,14,2,2,3,,0%,,
3340,2781,crying mask,14,2,2,4,,0%,,
3341,2781,crying mask,14,2,2,5,,0%,,
3342,2781,crying mask,14,2,2,6,,0%,,
3343,2781,crying mask,14,2,2,7,,0%,,
3344,2781,crying mask,14,2,2,8,,0%,,
3345,2781,crying mask,14,2,2,9,,0%,,
3346,2781,crying mask,14,2,2,10,,0%,,
3347,2781,crying mask,14,2,2,11,,0%,,
3348,2781,crying mask,14,2,2,12,,0%,,
3349,2791,original cover sea turtle,3,2,2,1,,0%,,
3350,2791,original cover sea turtle,3,2,2,2,,0%,,
3351,2791,original cover sea turtle,3,2,2,3,,0%,,
3352,2791,original cover sea turtle,3,2,2,4,,0%,,
3353,2791,original cover sea turtle,3,2,2,5,,0%,,
3354,2791,original cover sea turtle,3,2,2,6,,0%,,
3355,2791,original cover sea turtle,3,2,2,7,,0%,,
3356,2791,original cover sea turtle,3,2,2,8,,0%,,
3357,2791,original cover sea turtle,3,2,2,9,,0%,,
3358,2791,original cover sea turtle,3,2,2,10,,0%,,
3359,2791,original cover sea turtle,3,2,2,11,,0%,,
3360,2791,original cover sea turtle,3,2,2,12,,0%,,
3361,2801,Archaeopteryx,13,2,2,1,,0%,,
3362,2801,Archaeopteryx,13,2,2,2,,0%,,
3363,2801,Archaeopteryx,13,2,2,3,,0%,,
3364,2801,Archaeopteryx,13,2,2,4,,0%,,
3365,2801,Archaeopteryx,13,2,2,5,,0%,,
3366,2801,Archaeopteryx,13,2,2,6,,0%,,
3367,2801,Archaeopteryx,13,2,2,7,,0%,,
3368,2801,Archaeopteryx,13,2,2,8,,0%,,
3369,2801,Archaeopteryx,13,2,2,9,,0%,,
3370,2801,Archaeopteryx,13,2,2,10,,0%,,
3371,2801,Archaeopteryx,13,2,2,11,,0%,,
3372,2801,Archaeopteryx,13,2,2,12,,0%,,
3373,2811,broken bag,8,1,2,1,,0%,,
3374,2811,broken bag,8,1,2,2,,0%,,
3375,2811,broken bag,8,1,2,3,,0%,,
3376,2811,broken bag,8,1,2,4,,0%,,
3377,2811,broken bag,8,1,2,5,,0%,,
3378,2811,broken bag,8,1,2,6,,0%,,
3379,2811,broken bag,8,1,2,7,,0%,,
3380,2811,broken bag,8,1,2,8,,0%,,
3381,2811,broken bag,8,1,2,9,,0%,,
3382,2811,broken bag,8,1,2,10,,0%,,
3383,2811,broken bag,8,1,2,11,,0%,,
3384,2811,broken bag,8,1,2,12,,0%,,
3385,2821,soroya,16,3,3,1,1,0%,,
3386,2821,soroya,16,3,3,2,1,0%,,
3387,2821,soroya,16,3,3,3,1,0.07%,,
3388,2821,soroya,16,3,3,4,1,0.18%,,
3389,2821,soroya,16,3,3,5,1,0.28%,,
3390,2821,soroya,16,3,3,6,1,0.49%,,
3391,2821,soroya,16,3,3,7,1,0.70%,,
3392,2821,soroya,16,3,3,8,1,0.91%,,
3393,2821,soroya,16,3,3,9,1,1.23%,,
3394,2821,soroya,16,3,3,10,1,1.54%,,
3395,2821,soroya,16,3,3,11,1,1.86%,,
3396,2821,soroya,16,3,3,12,1,2.28%,,
3397,2831,foam chinchilla,1,1,2,1,10,0%,,
3398,2831,foam chinchilla,1,1,2,2,10,0.08%,,
3399,2831,foam chinchilla,1,1,2,3,10,0.16%,,
3400,2831,foam chinchilla,1,1,2,4,10,0.24%,,
3401,2831,foam chinchilla,1,1,2,5,10,0.40%,,
3402,2831,foam chinchilla,1,1,2,6,10,0.56%,,
3403,2831,foam chinchilla,1,1,2,7,10,0.80%,,
3404,2831,foam chinchilla,1,1,2,8,10,1.04%,,
3405,2831,foam chinchilla,1,1,2,9,10,1.36%,,
3406,2831,foam chinchilla,1,1,2,10,10,1.68%,,
3407,2831,foam chinchilla,1,1,2,11,10,2%,,
3408,2831,foam chinchilla,1,1,2,12,10,2.40%,,
3409,2841,goth baby,11,2,2,1,10,0%,,
3410,2841,goth baby,11,2,2,2,10,0.08%,,
3411,2841,goth baby,11,2,2,3,10,0.16%,,
3412,2841,goth baby,11,2,2,4,10,0.24%,,
3413,2841,goth baby,11,2,2,5,10,0.40%,,
3414,2841,goth baby,11,2,2,6,10,0.56%,,
3415,2841,goth baby,11,2,2,7,10,0.80%,,
3416,2841,goth baby,11,2,2,8,10,1.04%,,
3417,2841,goth baby,11,2,2,9,10,1.36%,,
3418,2841,goth baby,11,2,2,10,10,1.68%,,
3419,2841,goth baby,11,2,2,11,10,2%,,
3420,2841,goth baby,11,2,2,12,10,2.40%,,
3421,2851,single ovum sphere,11,2,2,1,,0%,,
3422,2851,single ovum sphere,11,2,2,2,,0%,,
3423,2851,single ovum sphere,11,2,2,3,,0%,,
3424,2851,single ovum sphere,11,2,2,4,,0%,,
3425,2851,single ovum sphere,11,2,2,5,,0%,,
3426,2851,single ovum sphere,11,2,2,6,,0%,,
3427,2851,single ovum sphere,11,2,2,7,,0%,,
3428,2851,single ovum sphere,11,2,2,8,,0%,,
3429,2851,single ovum sphere,11,2,2,9,,0%,,
3430,2851,single ovum sphere,11,2,2,10,,0%,,
3431,2851,single ovum sphere,11,2,2,11,,0%,,
3432,2851,single ovum sphere,11,2,2,12,,0%,,
3433,2861,baby duck,3,1,2,1,,0%,,
3434,2861,baby duck,3,1,2,2,,0%,,
3435,2861,baby duck,3,1,2,3,,0%,,
3436,2861,baby duck,3,1,2,4,,0%,,
3437,2861,baby duck,3,1,2,5,,0%,,
3438,2861,baby duck,3,1,2,6,,0%,,
3439,2861,baby duck,3,1,2,7,,0%,,
3440,2861,baby duck,3,1,2,8,,0%,,
3441,2861,baby duck,3,1,2,9,,0%,,
3442,2861,baby duck,3,1,2,10,,0%,,
3443,2861,baby duck,3,1,2,11,,0%,,
3444,2861,baby duck,3,1,2,12,,0%,,
3445,2871,mini ice,6,2,2,1,1,0%,,
3446,2871,mini ice,6,2,2,2,1,0.06%,,
3447,2871,mini ice,6,2,2,3,1,0.11%,,
3448,2871,mini ice,6,2,2,4,1,0.17%,,
3449,2871,mini ice,6,2,2,5,1,0.28%,,
3450,2871,mini ice,6,2,2,6,1,0.39%,,
3451,2871,mini ice,6,2,2,7,1,0.56%,,
3452,2871,mini ice,6,2,2,8,1,0.73%,,
3453,2871,mini ice,6,2,2,9,1,0.95%,,
3454,2871,mini ice,6,2,2,10,1,1.18%,,
3455,2871,mini ice,6,2,2,11,1,1.40%,,
3456,2871,mini ice,6,2,2,12,1,1.68%,,
3457,2881,Four Seasons Deer · Looks of Spring,1,2,2,1,,0%,,
3458,2881,Four Seasons Deer · Looks of Spring,1,2,2,2,,0%,,
3459,2881,Four Seasons Deer · Looks of Spring,1,2,2,3,,0%,,
3460,2881,Four Seasons Deer · Looks of Spring,1,2,2,4,,0%,,
3461,2881,Four Seasons Deer · Looks of Spring,1,2,2,5,,0%,,
3462,2881,Four Seasons Deer · Looks of Spring,1,2,2,6,,0%,,
3463,2881,Four Seasons Deer · Looks of Spring,1,2,2,7,,0%,,
3464,2881,Four Seasons Deer · Looks of Spring,1,2,2,8,,0%,,
3465,2881,Four Seasons Deer · Looks of Spring,1,2,2,9,,0%,,
3466,2881,Four Seasons Deer · Looks of Spring,1,2,2,10,,0%,,
3467,2881,Four Seasons Deer · Looks of Spring,1,2,2,11,,0%,,
3468,2881,Four Seasons Deer · Looks of Spring,1,2,2,12,,0%,,
3469,2891,Electric flying squirrel,5,2,2,1,13,0%,,
3470,2891,Electric flying squirrel,5,2,2,2,13,0.08%,,
3471,2891,Electric flying squirrel,5,2,2,3,13,0.16%,,
3472,2891,Electric flying squirrel,5,2,2,4,13,0.24%,,
3473,2891,Electric flying squirrel,5,2,2,5,13,0.40%,,
3474,2891,Electric flying squirrel,5,2,2,6,13,0.56%,,
3475,2891,Electric flying squirrel,5,2,2,7,13,0.80%,,
3476,2891,Electric flying squirrel,5,2,2,8,13,1.04%,,
3477,2891,Electric flying squirrel,5,2,2,9,13,1.36%,,
3478,2891,Electric flying squirrel,5,2,2,10,13,1.68%,,
3479,2891,Electric flying squirrel,5,2,2,11,13,2%,,
3480,2891,Electric flying squirrel,5,2,2,12,13,2.40%,,
3481,2901,Gai Gai Worm,12,2,2,1,,0%,,
3482,2901,Gai Gai Worm,12,2,2,2,,0%,,
3483,2901,Gai Gai Worm,12,2,2,3,,0%,,
3484,2901,Gai Gai Worm,12,2,2,4,,0%,,
3485,2901,Gai Gai Worm,12,2,2,5,,0%,,
3486,2901,Gai Gai Worm,12,2,2,6,,0%,,
3487,2901,Gai Gai Worm,12,2,2,7,,0%,,
3488,2901,Gai Gai Worm,12,2,2,8,,0%,,
3489,2901,Gai Gai Worm,12,2,2,9,,0%,,
3490,2901,Gai Gai Worm,12,2,2,10,,0%,,
3491,2901,Gai Gai Worm,12,2,2,11,,0%,,
3492,2901,Gai Gai Worm,12,2,2,12,,0%,,
3493,2911,oops mushroom,4,1,2,1,,0%,,
3494,2911,oops mushroom,4,1,2,2,,0%,,
3495,2911,oops mushroom,4,1,2,3,,0%,,
3496,2911,oops mushroom,4,1,2,4,,0%,,
3497,2911,oops mushroom,4,1,2,5,,0%,,
3498,2911,oops mushroom,4,1,2,6,,0%,,
3499,2911,oops mushroom,4,1,2,7,,0%,,
3500,2911,oops mushroom,4,1,2,8,,0%,,
3501,2911,oops mushroom,4,1,2,9,,0%,,
3502,2911,oops mushroom,4,1,2,10,,0%,,
3503,2911,oops mushroom,4,1,2,11,,0%,,
3504,2911,oops mushroom,4,1,2,12,,0%,,
3505,2921,Floating · female,3,2,2,1,1,0%,,
3506,2921,Floating · female,3,2,2,2,1,0.06%,,
3507,2921,Floating · female,3,2,2,3,1,0.11%,,
3508,2921,Floating · female,3,2,2,4,1,0.17%,,
3509,2921,Floating · female,3,2,2,5,1,0.28%,,
3510,2921,Floating · female,3,2,2,6,1,0.39%,,
3511,2921,Floating · female,3,2,2,7,1,0.56%,,
3512,2921,Floating · female,3,2,2,8,1,0.73%,,
3513,2921,Floating · female,3,2,2,9,1,0.95%,,
3514,2921,Floating · female,3,2,2,10,1,1.18%,,
3515,2921,Floating · female,3,2,2,11,1,1.40%,,
3516,2921,Floating · female,3,2,2,12,1,1.68%,,
3517,2922,fluffy male _,3,2,2,1,1,0%,,
3518,2922,fluffy male _,3,2,2,2,1,0.06%,,
3519,2922,fluffy male _,3,2,2,3,1,0.11%,,
3520,2922,fluffy male _,3,2,2,4,1,0.17%,,
3521,2922,fluffy male _,3,2,2,5,1,0.28%,,
3522,2922,fluffy male _,3,2,2,6,1,0.39%,,
3523,2922,fluffy male _,3,2,2,7,1,0.56%,,
3524,2922,fluffy male _,3,2,2,8,1,0.73%,,
3525,2922,fluffy male _,3,2,2,9,1,0.95%,,
3526,2922,fluffy male _,3,2,2,10,1,1.18%,,
3527,2922,fluffy male _,3,2,2,11,1,1.40%,,
3528,2922,fluffy male _,3,2,2,12,1,1.68%,,
3529,2931,nanny mambo,3,2,2,1,,0%,,
3530,2931,nanny mambo,3,1,2,2,,0%,,
3531,2931,nanny mambo,3,1,2,3,,0%,,
3532,2931,nanny mambo,3,1,2,4,,0%,,
3533,2931,nanny mambo,3,1,2,5,,0%,,
3534,2931,nanny mambo,3,1,2,6,,0%,,
3535,2931,nanny mambo,3,1,2,7,,0%,,
3536,2931,nanny mambo,3,1,2,8,,0%,,
3537,2931,nanny mambo,3,1,2,9,,0%,,
3538,2931,nanny mambo,3,1,2,10,,0%,,
3539,2931,nanny mambo,3,1,2,11,,0%,,
3540,2931,nanny mambo,3,1,2,12,,0%,,
3541,2941,electric bug,12,1,2,1,,0%,,
3542,2941,electric bug,12,1,2,2,,0%,,
3543,2941,electric bug,12,1,2,3,,0%,,
3544,2941,electric bug,12,1,2,4,,0%,,
3545,2941,electric bug,12,1,2,5,,0%,,
3546,2941,electric bug,12,1,2,6,,0%,,
3547,2941,electric bug,12,1,2,7,,0%,,
3548,2941,electric bug,12,1,2,8,,0%,,
3549,2941,electric bug,12,1,2,9,,0%,,
3550,2941,electric bug,12,1,2,10,,0%,,
3551,2941,electric bug,12,1,2,11,,0%,,
3552,2941,electric bug,12,1,2,12,,0%,,
3553,2951,seed iron ball,4,2,2,1,,0%,,
3554,2951,seed iron ball,4,2,2,2,,0%,,
3555,2951,seed iron ball,4,2,2,3,,0%,,
3556,2951,seed iron ball,4,2,2,4,,0%,,
3557,2951,seed iron ball,4,2,2,5,,0%,,
3558,2951,seed iron ball,4,2,2,6,,0%,,
3559,2951,seed iron ball,4,2,2,7,,0%,,
3560,2951,seed iron ball,4,2,2,8,,0%,,
3561,2951,seed iron ball,4,2,2,9,,0%,,
3562,2951,seed iron ball,4,2,2,10,,0%,,
3563,2951,seed iron ball,4,2,2,11,,0%,,
3564,2951,seed iron ball,4,2,2,12,,0%,,
3565,2961,gears _,17,2,2,1,9,0%,,
3566,2961,gears _,17,2,2,2,9,0.08%,,
3567,2961,gears _,17,2,2,3,9,0.16%,,
3568,2961,gears _,17,2,2,4,9,0.24%,,
3569,2961,gears _,17,2,2,5,9,0.40%,,
3570,2961,gears _,17,2,2,6,9,0.56%,,
3571,2961,gears _,17,2,2,7,9,0.80%,,
3572,2961,gears _,17,2,2,8,9,1.04%,,
3573,2961,gears _,17,2,2,9,9,1.36%,,
3574,2961,gears _,17,2,2,10,9,1.68%,,
3575,2961,gears _,17,2,2,11,9,2%,,
3576,2961,gears _,17,2,2,12,9,2.40%,,
3577,2971,Mama fish,5,2,2,1,,0%,,
3578,2971,Mama fish,5,2,2,2,,0%,,
3579,2971,Mama fish,5,2,2,3,,0%,,
3580,2971,Mama fish,5,2,2,4,,0%,,
3581,2971,Mama fish,5,2,2,5,,0%,,
3582,2971,Mama fish,5,2,2,6,,0%,,
3583,2971,Mama fish,5,2,2,7,,0%,,
3584,2971,Mama fish,5,2,2,8,,0%,,
3585,2971,Mama fish,5,2,2,9,,0%,,
3586,2971,Mama fish,5,2,2,10,,0%,,
3587,2971,Mama fish,5,2,2,11,,0%,,
3588,2971,Mama fish,5,2,2,12,,0%,,
3589,2981,little gray monster,11,2,2,1,,0%,,
3590,2981,little gray monster,11,2,2,2,,0%,,
3591,2981,little gray monster,11,2,2,3,,0%,,
3592,2981,little gray monster,11,2,2,4,,0%,,
3593,2981,little gray monster,11,2,2,5,,0%,,
3594,2981,little gray monster,11,2,2,6,,0%,,
3595,2981,little gray monster,11,2,2,7,,0%,,
3596,2981,little gray monster,11,2,2,8,,0%,,
3597,2981,little gray monster,11,2,2,9,,0%,,
3598,2981,little gray monster,11,2,2,10,,0%,,
3599,2981,little gray monster,11,2,2,11,,0%,,
3600,2981,little gray monster,11,2,2,12,,0%,,
3601,2991,Candle Spirit,14,2,2,1,10,0%,,
3602,2991,Candle Spirit,14,2,2,2,10,0.08%,,
3603,2991,Candle Spirit,14,2,2,3,10,0.16%,,
3604,2991,Candle Spirit,14,2,2,4,10,0.24%,,
3605,2991,Candle Spirit,14,2,2,5,10,0.40%,,
3606,2991,Candle Spirit,14,2,2,6,10,0.56%,,
3607,2991,Candle Spirit,14,2,2,7,10,0.80%,,
3608,2991,Candle Spirit,14,2,2,8,10,1.04%,,
3609,2991,Candle Spirit,14,2,2,9,10,1.36%,,
3610,2991,Candle Spirit,14,2,2,10,10,1.68%,,
3611,2991,Candle Spirit,14,2,2,11,10,2%,,
3612,2991,Candle Spirit,14,2,2,12,10,2.40%,,
3613,3001,Teeth,15,3,3,1,1,0%,,
3614,3001,Teeth,15,3,3,2,1,0%,,
3615,3001,Teeth,15,3,3,3,1,0.07%,,
3616,3001,Teeth,15,3,3,4,1,0.18%,,
3617,3001,Teeth,15,3,3,5,1,0.28%,,
3618,3001,Teeth,15,3,3,6,1,0.49%,,
3619,3001,Teeth,15,3,3,7,1,0.70%,,
3620,3001,Teeth,15,3,3,8,1,0.91%,,
3621,3001,Teeth,15,3,3,9,1,1.23%,,
3622,3001,Teeth,15,3,3,10,1,1.54%,,
3623,3001,Teeth,15,3,3,11,1,1.86%,,
3624,3001,Teeth,15,3,3,12,1,2.28%,,
3625,3011,sneezing bear,6,2,2,1,1,0%,,
3626,3011,sneezing bear,6,2,2,2,1,0.06%,,
3627,3011,sneezing bear,6,2,2,3,1,0.11%,,
3628,3011,sneezing bear,6,2,2,4,1,0.17%,,
3629,3011,sneezing bear,6,2,2,5,1,0.28%,,
3630,3011,sneezing bear,6,2,2,6,1,0.39%,,
3631,3011,sneezing bear,6,2,2,7,1,0.56%,,
3632,3011,sneezing bear,6,2,2,8,1,0.73%,,
3633,3011,sneezing bear,6,2,2,9,1,0.95%,,
3634,3011,sneezing bear,6,2,2,10,1,1.18%,,
3635,3011,sneezing bear,6,2,2,11,1,1.40%,,
3636,3011,sneezing bear,6,2,2,12,1,1.68%,,
3637,3021,geometric snowflake,6,3,3,1,10,0%,,
3638,3021,geometric snowflake,6,3,3,2,10,0%,,
3639,3021,geometric snowflake,6,3,3,3,10,0.10%,,
3640,3021,geometric snowflake,6,3,3,4,10,0.25%,,
3641,3021,geometric snowflake,6,3,3,5,10,0.40%,,
3642,3021,geometric snowflake,6,3,3,6,10,0.70%,,
3643,3021,geometric snowflake,6,3,3,7,10,1%,,
3644,3021,geometric snowflake,6,3,3,8,10,1.30%,,
3645,3021,geometric snowflake,6,3,3,9,10,1.75%,,
3646,3021,geometric snowflake,6,3,3,10,10,2.20%,,
3647,3021,geometric snowflake,6,3,3,11,10,2.65%,,
3648,3021,geometric snowflake,6,3,3,12,10,3.25%,,
