变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs
3411120,Single scabbard · shield,Real-time blood volume judgment,S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=5;effectFuncs=<castSkill;castBuff>;funcArgs=<{skillId=34117;caster=2;prob=(self:hasBuff(3411100) or self:hasBuff(3411910) ) and (more(self:hp()/self:hpMax(),0.2) and 1 or 0) or 0};<{cfgId=3411122;caster=2;holder=11;lifeRound=1;value=0;prob=(self:hasBuff(3411100) or self:hasBuff(3411910) ) and (less(self:hp()/self:hpMax(),0.2) and 1 or 0) or 1 }>>}>",,,,,,,,,,,,,,
3411121,Single scabbard · shield,Seal of protection,S,被动,protection,,未分组,1,,,,,,,1,1,,FALSE,battle/buff_icon/logo_rh.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{cfgId=3411123;caster=2;holder=1;lifeRound=1;value=2500}>>}>,,,,,,,,,,,,,,
3411122,Single scabbard · shield,Dispel Mark of Protection,S,被动,,,未分组,1,,,,,<3411121>,,1,1,,FALSE,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_qs.png,,,,,,,,,,,,,,,,,,,,,
3411123,Soft Puffs,Increased damage reduction,A,被动,damageSub,,未分组,1,,,,,,,1,1,,FALSE,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,
,damage reduction,damage reduction,B&A,B&A基础属性增益,damageReduce,,,,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,,,,,,,,,,,,,
3411124,Single scabbard · shield,Real-time blood volume judgment (for multi-sword and shield conflicts),S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=5;effectFuncs=<castSkill;castBuff>;funcArgs=<{skillId=34117;caster=2;prob=(self:hasBuff(3411100) or self:hasBuff(3411910) ) and (more(self:hp()/self:hpMax(),0.2) and 1 or 0) or 0};<{cfgId=3411122;caster=2;holder=11;lifeRound=1;value=0;prob=(self:hasBuff(3411100) or self:hasBuff(3411910) ) and (less(self:hp()/self:hpMax(),0.2) and 1 or 0) or 1 }>>}>",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411125,Single scabbard · shield,Hit trigger,S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{cfgId=3411126;caster=15;holder=2;lifeRound=99;value=(self:block()-self2:breakBlock()-1)*100*0.5;prob=moreE(self:block()-self2:breakBlock(),1) and 1 or 0}>>}>",,,,,,,,,,,,,,
3411126,Single scabbard · shield,Increased resistance,S,被动,blockPower,,未分组,1,,,,,,,1,1,,FALSE,battle/buff_icon/logo_dyqd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyqdtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411200,Single scabbard · sword,sword shape mark,S,,,,未分组,2,,,,,<3411100>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3411201;caster=2;holder=1;lifeRound=99;value=self:Bdamage()*(10+(skillLv(34116,34126,34136) or 0)*0.2-0.2)*0.01;bond=1}>;<{cfgId=3411202;caster=2;holder=1;lifeRound=99;value=self:BspecialDamage()*(10+(skillLv(34116,34126,34136) or 0)*0.2-0.2)*0.01;bond=1}>;<{cfgId=3411203;caster=2;holder=1;lifeRound=99;value=-self:Bdefence()*0.3;bond=1}>;<{cfgId=3411204;caster=2;holder=1;lifeRound=99;value=-self:BspecialDefence()*0.3;bond=1}>;<{cfgId=3411205;caster=2;holder=1;lifeRound=99;value=<list(1,0,0);1;0>;bond=1}>>}>",,,,,,,,,,,,,{attack=attack_jian;hit=hit_jian;run_loop=run_loop_jian;skill1=skill1_jian;skill2=skill2_jian;standby=standby_loop_jian;win_loop=win_loop_jian;},
3411201,Single scabbard · sword,physical attack increased,S,被动,damage,,特殊,2,1222,103,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
3411202,Single scabbard · sword,Special attack increased,S,被动,specialDamage,,特殊,2,1222,103,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
3411203,Single scabbard · sword,Physical defense reduction,S,被动,defence,,特殊,2,1313,103,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,
3411204,Single scabbard · sword,special defense reduction,S,被动,specialDefence,,特殊,2,1313,103,,,,,1,1,,,battle/buff_icon/logo_tf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,
3411205,Single scabbard · sword,fight together,S,被动,syncAttack,,未分组,2,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,1,,,,,,,,,,,,,,,,,,,,,,<0>,,,,<{nodeId=0;triggerPoint=1};{nodeId=1;triggerPoint=7;extraAttackTrigger=2;onSomeFlag=<target:getExAttackMode()==3>;effectFuncs=<castBuff>;funcArgs=<<{cfgId=2241000;caster=1;holder=1;lifeRound=1;value=1500}>>;}>,,,,,,,,,,,,,,
3411206,Single scabbard · sword,physical attack increased,S,skill1,damage,,,2,1222,,,,,,2,10,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
3411207,Single scabbard · sword,Special attack increased,S,skill1,specialDamage,,,2,1212,,,,,,2,10,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
3411208,Single scabbard · sword,physical attack increased,S,skill2,damage,,,2,1222,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
3411209,Single scabbard · sword,Special attack increased,S,skill2,specialDamage,,,2,1212,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
3411210,Single scabbard · sword,Ignore double-defense judgment,S,skill3,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=1;onSomeFlag=<lessThan(target:Bdefence()+target:BspecialDefence(),self:Bdefence()+self:BspecialDefence())>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3411211;caster=2;holder=2;lifeRound=1;value=5000}>;<{cfgId=3411212;caster=2;holder=2;lifeRound=1;value=3000}>>}>",,,,,,,,,,,,,,
3411211,Single scabbard · sword,Ignoring physical defense,S,skill3,defenceIgnore,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_zs2.png,,,,,,,,,,,,,,,,,,,,,
3411212,Single scabbard · sword,ignore special defense,S,skill3,specialDefenceIgnore,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411213,Single scabbard · sword,absorb double attack,S,skill3,,,未分组,1,,,,,,,1,1,,FALSE,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3411214;caster=5;holder=2;lifeRound=1;value=self2:damage()*0.08}>;<{cfgId=3411215;caster=5;holder=2;lifeRound=1;value=self2:specialDamage()*0.08}>>}>,,,,,,,,,,,,,,
3411214,Single scabbard · sword,physical attack increased,S,skill3,damage,,未分组,1,,,,,,,6,6,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
3411215,Single scabbard · sword,Special attack increased,S,skill3,specialDamage,,未分组,1,,,,,,,6,6,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
3411216,Single scabbard · sword,Physical Attack Reduction Correction,S,skill3,damage,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_wg_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgjd.png,,,,,,,,,,,,,,,,,,,,,
3411217,Single scabbard · sword,Special Attack Reduction Correction,S,skill3,specialDamage,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_tg_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411300,Single scabbard,Toggle shape mark (shield→sword),S,skill3,,,未分组,1,,,,,,,1,1,,FALSE,battle/buff_icon/logo_zs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
3411301,Single scabbard,Small skill CD reduction,S,skill3,updSkillSpellRoundOnce,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411302,Single scabbard,Dispel Basic Attack Buff,S,skill3,,,未分组,1,,,,,<3411104;3411206;3411207>,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411910,Single scabbard · shield,Shield form mark (for 12 forms),S,,,,未分组,2,,,,,<3411920>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3411101;caster=2;holder=1;lifeRound=99;value=-self:Bdamage()*0.3;bond=1}>;<{cfgId=3411102;caster=2;holder=1;lifeRound=99;value=-self:BspecialDamage()*0.3;bond=1}>;<{cfgId=3411103;caster=2;holder=1;lifeRound=99;value=8000;bond=1}>>}>,,,,,,,,,,,,,{attack=attack_lan;hit=hit_lan;run_loop=run_loop_lan;skill1=skill1_lan;skill2=skill2_lan;standby=standby_loop_lan;win_loop=win_loop_lan;},
3411920,Single scabbard · sword,Sword form mark (for 12 forms),S,,,,未分组,2,,,,,<3411910>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{cfgId=3411201;caster=2;holder=1;lifeRound=99;value=self:Bdamage()*0.2;bond=1}>;<{cfgId=3411202;caster=2;holder=1;lifeRound=99;value=self:BspecialDamage()*0.2;bond=1}>;<{cfgId=3411203;caster=2;holder=1;lifeRound=99;value=-self:Bdefence()*0.3;bond=1}>;<{cfgId=3411204;caster=2;holder=1;lifeRound=99;value=-self:BspecialDefence()*0.3;bond=1}>;<{cfgId=3411205;caster=2;holder=1;lifeRound=99;value=<0;1>;bond=1}>>}>,,,,,,,,,,,,,{attack=attack_hong;hit=hit_hong;run_loop=run_loop_hong;skill1=skill1_hong;skill2=skill2_hong;standby=standby_loop_hong;win_loop=win_loop_hong;},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411250,,Shield Shape Mark,,,,,未分组,2,,,,,<3411251>,,1,1,,,battle/buff_icon/logo_zs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411251,,sword shape mark,,,,,未分组,2,,,,,<3411250>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411252,,Conversion token (shield→sword),,,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411249,,Protect,,,protection,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_zs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431221,Soft Puffs,add blood,A,skill2,addHP,,未分组,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431222,Soft Puffs,Immune to damage,A,skill2,immuneDamage,,未分组,2,,,,,,,1,1,,,battle/buff_icon/logo_mysh.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
3431223,Soft Puffs,dizziness,A,skill3,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{'x'=0;'y'=-320},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,
3431224,Soft Puffs,Physical Defense Improvement,A,被动,defence,,特殊,1,1213,102,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,
3431225,Soft Puffs,Increased damage reduction,A,被动,damageSub,,特殊,1,1213,102,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,
3431226,Soft Puffs,Hit trigger,A,skill2,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{cfgId=3431227;caster=1;holder=1;lifeRound=1;value=0}>>}>,,,,,,,,,,,,,,
3431227,Soft Puffs,disperse,A,skill2,qusan,,未分组,1,,,,,<3431222>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431228,Soft Puffs,Special Defense Improvement,A,被动,specialDefence,,特殊,1,1213,102,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,
3431229,Soft Puffs,Crit rate reduced,A,skill3,strike,,,2,1312,,,,,,1,1,,,battle/buff_icon/logo_bjl_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjljd.png,,,,,,,,,,,,,,,,,,,,,
3431230,Soft Puffs,Special attack increased,Z,S,specialDamage,,,1,1212,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471221,Arm gun shrimp,Critical damage reduced,A,A,ultimateAdd,,,1,1312,,,,,,1,1,,,battle/buff_icon/logo_bssh_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshjd.png,,,,,,,,,,,,,,,,,,,,,
3471222,Arm gun shrimp,extra special injury,A,A,buffDamage,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=1}>,,,,,,,,,,,,,,,,,,
3471223,Arm gun shrimp,dispel 2 buff,A,A,qusan,,,1,20004,,,,,<2;1>,1,1,,,,,,,,,,,,,buff/qusan/qusan.skel,qusan,,,,,,,,,battle/txt/txt_qs.png,,,,,,,,,,,,,,,,,,,,,
3471224,Arm gun shrimp,ignore special defense,A,A,specialDefenceIgnore,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471225,Arm gun shrimp,Special attack increased,B&A,普攻,specialDamage,,,1,1202,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471231,Arm gun shrimp,Increased anger,A,A,addMp1,,未分组,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,
3471232,Arm gun shrimp,Critical damage increased,A,A,ultimateAdd,,,1,1202,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,
3471233,,,,,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3471234;caster=2;holder=1;lifeRound=99;value=moreEqualThan(self:star(),8) and 1500+fromSkillLevel*5-5 or 1000+fromSkillLevel*5-5 }>;<{cfgId=3471237;caster=2;holder=1;lifeRound=99;value=500;prob=self:flagZ4() and 1 or 0}>>}>",,,,,,,,,,,,,,
3471234,Arm gun shrimp,Critical damage increased,A,A,ultimateAdd,,特殊,1,1202,102,,,,,2,10,,,battle/buff_icon/logo_bssh_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,
3471235,Arm gun shrimp,HP is below 20%,A,A,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=18;effectFuncs=<castBuff>;funcArgs=<<{cfgId=3471236;caster=2;holder=2;lifeRound=1;value=1000}>>;onSomeFlag=<lessThan(target:hp()/target:hpMax(),0.2)>;triggerTimes=<1;1>}>",,,,,,,,,,,,,,
3471236,Arm gun shrimp,Increased anger,A,A,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,,,,,,,,
3471237,Arm gun shrimp,ignore special defense,A,A,specialDefenceIgnore,,未分组,1,,,,,,,2,99,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501121,ice dragon,Increased life limit,A,skill2,addHpMax,,未分组,1,,,,,,,1,1,,,battle/buff_icon/logo_smsx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,,,,,,,,,,,,,,,,,,,
3501122,ice dragon,overall shield,A,skill3,teamShield,,未分组,2,,,,,,,1,1,,,,1,buff/quantihudun/quantihudun_bingxue.skel,<effect_loop>,,,3,4,{'x'=800;'y'=200},,,,,,,,,,,,battle/txt/txt_qthd.png,,,<{buffs=<3501127>;force=1;nums=1}>,,,,,2,,,,,,,,,,,,{standby=effect_loop;hit=effect_hit;death=effect_break},
3501123,ice dragon,Increased life limit,A,被动,addHpMax,,未分组,1,,102,,,,,1,1,,,battle/buff_icon/logo_smsx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,,,,,,,,,,,,,,,,,,,
3501124,ice dragon,death trigger,A,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=12;effectFuncs=<castSkill>;funcArgs=<{skillId=35017;caster=2 }>}>,,,,,,,,,,,,,,
3501125,ice dragon,attack trigger,A,skill3,buff1,,未分组,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{cfgId=3501126;caster=2;holder=1;lifeRound=2;value=-target:speed()*0.15;}>>}>,,,,,,,,,,,,,,
3501126,ice dragon,slow down,A,被动,speed,,,2,1311,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,
3501127,ice dragon,dispel deceleration,A,被动,,,未分组,1,,,,,<3501125>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_qs.png,,,,,,,,,,,,,,,,,,,,,
3501128,ice dragon,Increased life limit,Z,skill2,addHpMax,,未分组,2,,,,,,,1,1,,,battle/buff_icon/logo_smsx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511221,Wrestling Hawkman,Critical damage increased,A,A,ultimateAdd,,,2,1202,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,,,,,,,,,,,,,,,
3511222,Wrestling Hawkman,Ignoring physical defense,A,A,defenceIgnore,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511223,Wrestling Hawkman,attack trigger,A,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=8;effectFuncs=<castBuff>;funcArgs=<<{cfgId=3511224;caster=2;holder=1;lifeRound=99;value=self:speed()*(self:flagZ4() and 0.08 or 0.05)}>>}>,,,,,,,,,,,,,,
3511224,Wrestling Hawkman,speed boost,A,被动,speed,,特殊,2,1311,102,,,,,2,99,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,
3511225,Wrestling Hawkman,physical attack increased,B&A,普攻,damage,,,1,1202,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541111,sticky treasure,Special Defense Improvement,S,skill1,specialDefence,,,2,1213,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,
3541112,sticky treasure,silence,S,skill2,silence,,,1,24,,,,,,1,1,,,battle/buff_icon/logo_ny.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ny.png,,,<2>,,,,,,,,,,,,,,,,,,
3541113,sticky treasure,Special Defense Improvement,S,skill3,specialDefence,,,2,1213,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,
3541114,sticky treasure,Hit trigger,S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=10;effectFuncs=<castBuff;castBuff;>;funcArgs=<<{cfgId=3541116;caster=2;holder=1;lifeRound=1;value= self:flag(99) and (self:specialDefence()*((50+(skillLv(35416,35426,35436) or 0)*2-2))*0.005) or (self:specialDefence()*((50+(skillLv(35416,35426,35436) or 0)*2-2))*0.01)}>;<{cfgId=3541120;caster=2;holder=7;lifeRound=1;value=0}>>;onSomeFlag=<self:getDamageStateToMe('strike')> }>",,,,,,,,,,,,,,
3541115,sticky treasure,Critical Strike Damage Reduction Increased,S,被动,strikeDamageSub,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541116,sticky treasure,life recovery,S,被动,addHP,,未分组,1,,,,,,,1,1,,,,1,,,,,0,,,,,,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
3541117,sticky treasure,Hit trigger,S,被动,,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=10;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=3541118;caster=2;holder=7;lifeRound=self:flagZ4() and 3 or 2;value=-target:speed()*((10+(skillLv(35416,35426,35436) or 0)*0.1-0.1))*0.01}>;<{cfgId=3541119;caster=2;holder=7;lifeRound=self:flagZ4() and 3 or 2;value=-target:specialDamage()*((10+(skillLv(35416,35426,35436) or 0)*0.1-0.1))*0.01}>;>; }>",,,,,,,,,,,,,,
3541118,sticky treasure,slow down,S,被动,speed,,,2,1311,,,,,,2,3,,,battle/buff_icon/logo_sd_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,
3541119,sticky treasure,minus special attack,S,被动,specialDamage,,,2,1312,,,,,,2,3,,,battle/buff_icon/logo_tg_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,
3541120,sticky treasure,Target Defense Transformation,S,skill3,calDmgKeepDefence,,未分组,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541121,sticky treasure,buff effect correction,S,被动,otherBuffEnhance,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541122,Increased special damage reduction,Increased special damage reduction,S,S,specialDamageSub,,,2,1213,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tsjmtg.png,,,,,,,,,,,,,,,,,,,,,
3541123,Increased special damage reduction,Increased special damage reduction,S,S,specialDamageSub,,,2,1213,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tsjmtg.png,,,,,,,,,,,,,,,,,,,,,
