变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
2114,2114,introduce,212,,,,,,,,,,,,,0.1,1,1,,,{x=-600;y=400},login/new_character/img_tjltm@.png,{x=-600;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,There are options available for each room. Choosing different options can bring different effects and affect your next selection path.,這裡是每個房間可選選項，選擇不同選項可以帶來不同的效果，並影響接下來的路線選擇,There are options available for each room. Choosing different options can bring different effects and affect your next selection path.,,"""이곳은 각 방의 선택지입니다. 선택지마다 다른 효과가 나타나며, 이어지는 노선의 선택에 영향을 줍니다.""",,,<panel>,,,,,,TRUE,{dy=-200},,,,
2115,2115,introduce,212,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,This is your progress and current points earning.,這裡是你的進度和當前積分,This is your progress and current points earning.,,이쪽은 현재 진행도와 포인트입니다.,,,<leftBottomPanel; pointPanel>,,,,,,TRUE,{width=560;height=200;dx=80;dy=60},,,,
2116,2116,integral,212,,,,,,,,,,,,,0.1,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can claim point rewards here after earning a certain number of points.,累積到一定積分後，可以在這裡領取積分獎勵,You can claim point rewards here after earning a certain number of points.,,포인트가 일정 목표에 도달하면 포인트 보상을 수령할 수 있답니다.,,,<rightBottomPanel; pointBtn>,,,,,,TRUE,{width=200;height=200;dx=0;dy=0},,,,
2117,2117,Greetings,212,,,,,,,,,,,,,0.1,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Well then, you may now begin your performance, I mean, adventure!",那麼，請開始你的表演…...嗯哼……冒險！,"Well then, you may now begin your performance, I mean, adventure!",,"""그럼... 후훗, 이제 모험을 시작하세요!""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,element challenge,220,,city.adventure.pve,,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Dear trainer, Element Challenge is open.",親愛的訓練師，元素挑戰已開啟,"Dear trainer, Element Challenge is open.",,"""트레이너님, 엘리멘탈 챌린지가 개방됐어요.""",,,<list;cloneBattle>,cloneBattle,effect/shouyindao.skel,,,,,,,,,
2201,2201,element challenge,220,,city.adventure.clone_battle.base,32,,,,1,,,,,,0.1,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Dear trainer, Element Challenge is open.",親愛的訓練師，元素挑戰已開啟,"Dear trainer, Element Challenge is open.",,"""트레이너님, 엘리멘탈 챌린지가 개방됐어요.""",,,,,,,,,,,,,,
2202,2202,element challenge,220,,,,,,,,,,,,,,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can select one of the elements to challenge in this interface.,可在該介面選擇其中一個元素來進行挑戰,You can select one of the elements to challenge in this interface.,,해당 메뉴에서 엘리먼트를 선택해 도전을 진행하세요.,,,,,,,,,,,,,,
2203,2203,element challenge,220,,,,,,,,,,,,,,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Tap ""Pokémon of the Day"" to check information overview of the day.",點擊“今日精靈”可檢視今日的總覽資訊,"Tap ""Pokémon of the Day"" to check information overview of the day.",,오늘의 포켓몬을 터치하면 정보를 확인할 수 있습니다.,,,<btnShowList>,,effect/shouyindao.skel,,,,,,,,,
2204,2204,element challenge,220,,,,,,,,,,,,,,1,1,,,{x=-800;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Display all elements available for challenge today and the corresponding target Pokémons.,顯示今日所有可挑戰的元素以及對應的目標精靈,Display all elements available for challenge today and the corresponding target Pokémons.,,오늘의 모든 도전 가능한 엘리먼트 및 해당하는 목표 포켓몬이 표시됩니다.,,,,,,,,,,,,,,
2205,2205,element challenge,220,,,,,,,,,,,,,,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Trainers can select the element type levels based on the activated Pokémons displayed.,玩家可根據顯示已啟動的精靈來選擇元素屬性關卡。,Trainers can select the element type levels based on the activated Pokémons displayed.,,트레이너는 활성화된 포켓몬에 따라 엘리먼트 속성의 스테이지를 선택할 수 있습니다.,,,,,,,,,,,,,,
2206,2206,element challenge,220,,,,,,,,,,,,,,2,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Let's tap on an element and begin the challenge!,讓我們來點擊一個元素進行挑戰吧！,Let's tap on an element and begin the challenge!,,그럼 엘리먼트를 터치해 도전을 진행하세요!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,2301,turn on reminder,231,,city.view,65,,not finish(232),,1,,,,1,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Let's go #C0xE77421#【Fishing】#C0x5B545B# now!,可以去#C0xE77421#【釣魚】#C0x5B545B#了哦,Let's go #C0xE77421#【Fishing】#C0x5B545B# now!,,이제 #C0xE77421#[낚시]#C0x5B545B#를 할 수 있어 로토.,,,,,,,,,,,,,,
2302,2302,Enter the PVE selection,231,,,,,,,,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter #C0xE77421#【Adventure】#C0x5B545B# selection interface,點擊這裡進入#C0xE77421#【冒險】#C0x5B545B#的選擇介面,Tap here to enter #C0xE77421#【Adventure】#C0x5B545B# selection interface,,여길 터치해 #C0xE77421#[모험]#C0x5B545B# 선택 메뉴로 들어가세요.,,,<rightBottomPanel; btnAdventure>,,effect/shouyindao.skel,180,,,,,,,,
2303,2303,go fishing,231,,,,,,,,,,,,,0.4,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the #C0xE77421#【Fishing】 feature,從這裡可以點擊進入#C0xE77421#【釣魚】,Tap here to enter the #C0xE77421#【Fishing】 feature,,#C0xE77421#[낚시]는 여기에서 입장할 수 있어 로토.,,,<list;fishing>,fishing,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,2311,welcome,232,,city.adventure.fishing.sence_select,65,,,,1,,,,,,0.1,1,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Welcome to #C0xE77421#【Fishing】#C0x5B545B#, you can feel the joy of fishing here, and maybe get some rare Pokémons",歡迎來到#C0xE77421#【釣魚】#C0x5B545B#，在這裡你可以感受垂釣的喜悅，說不定還能釣上稀有的精靈哦,"Welcome to #C0xE77421#【Fishing】#C0x5B545B#, you can feel the joy of fishing here, and maybe get some rare Pokémons",,"""#C0xE77421#[낚시]#C0x5B545B# 체험을 시작하신 것을 환영합니다. 이곳에서는 낚시의 즐거움을 체험할 수 있고, 희귀한 포켓몬을 얻을 수도 있답니다.""",,,,,,,,,,,,,,
2312,2312,start,232,,,,,,,,,,,,,0.1,1,1,,,{x=-600;y=400},login/new_character/img_tjltm@.png,{x=-600;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter Fishing interface,點此進入釣魚場景。,Tap here to enter Fishing interface,,터치해 낚시 맵에 입장하세요.,,,<right;underRight;btnEnter>,,effect/shouyindao.skel,,,,,,,,,
2313,2313,introduce,232,,,,,,,,,,,,,0.1,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to purchase and switch bait,點擊這裡可以購買和切換魚餌,Tap here to purchase and switch bait,,이곳에서 미끼 구매 및 전환이 가능합니다.,,,<leftPanel;itemBait>,,,,,,TRUE,,,,,
2314,2314,introduce,232,,,,,,,,,,,,,0.1,1,1,,,{x=-600;y=400},login/new_character/img_tjltm@.png,{x=-600;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to purchase and switch fishing pole,點擊這裡可以購買和切換魚竿,Tap here to purchase and switch fishing pole,,이곳에서는 낚싯대 구매 및 전환이 가능합니다.,,,<leftPanel;itemRod>,,,,,,TRUE,,,,,
2315,2315,introduce,232,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Can't go fishing without using pole and bait,不使用魚竿和魚餌就無法釣魚哦,Can't go fishing without using pole and bait,,낚싯대와 미끼가 없으면 낚시를 할 수 없습니다.,,,,,,,,,,,,,,
2316,2316,integral,232,,,,,,,,,,,,,0.1,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"After finish setting up fishing pole and bait, tap here to start fishing",設置完魚竿和魚餌後，可以點擊這裡進行釣魚操作,"After finish setting up fishing pole and bait, tap here to start fishing",,"""낚싯대와 미끼를 설정한 후, 이곳을 터치해 낚시를 진행할 수 있어요.""",,,<rightPanel; btnThrow>,,,,,,TRUE,,,,,
2317,2317,Greetings,232,,,,,,,,,,,,,0.1,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Farewell then,那麼，後會有期,Farewell then,,그럼 다음에 또 만나요.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,2401,enter hunting normal,240,,city.adventure.hunting.view,,,,,1,,,,,,0.4,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Welcome to #C0xE77421#【Safari Zone】#C0x5B545B#, tap to select route and enter to challenge",歡迎來到#C0xE77421#【狩獵地帶】#C0x5B545B#，點擊選擇線路按鈕可進入該線路進行挑戰,"Welcome to #C0xE77421#【Safari Zone】#C0x5B545B#, tap to select route and enter to challenge",,#C0xE77421#[사냥 지대]#C0x5B545B#에 오신 것을 환영합니다. 코스 선택 버튼을 클릭하시면 하당하는 코스로 들어가 도전할 수 있습니다.,,,<centerPanel;normalPanel;btnNormal>,,effect/shouyindao.skel,,,,,,,,,
2402,2402,schedule,240,,,,,,,,,,,,,0.4,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"The upper area is the current progress, the small patterns placed here indicate the current and subsequent types of events encountered",上方區域為當前的進度，這裡擺放的小圖案表示當前以及後續遇到的事件類型,"The upper area is the current progress, the small patterns placed here indicate the current and subsequent types of events encountered",,"위쪽 구역은 현재의 진도이며,  여기 있는 작은 도안은 현재와 다음에 만날 사건 유형을 표시합니다.",,,<coverProPanel>,,effect/shouyindao.skel,,,,TRUE,,,,,
2403,2403,addition,240,,,,,,,,,,,,,0.4,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Current huntting route bonus effect will be displayed here, only effective at this gameplay",這裡顯示本次狩獵線路中獲得的效果加成，僅在本次玩法中生效,"Current huntting route bonus effect will be displayed here, only effective at this gameplay",,"여기에는 이번 사냥 코스에서 획득한 효과 보너스를 표시하며, 이번에서만 유효합니다.",,,<buffPanel;buffBtn>,,effect/shouyindao.skel,,,,TRUE,,,,,
2404,2404,event,240,,,,,,,,,,,,,0.4,1,1,,,{x=-300;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"This is the event we encounter, let's start challenge!",這個就是我們遇到的事件啦~讓我們開啟挑戰~,"This is the event we encounter, let's start challenge!",,이건 바로 우리가 만난 사건입니다~ 어서 도전해보자~,,,<circlePanel;gatePanel>,,effect/shouyindao.skel,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,2411,chip gift,241,,city.card.chip.bag,,,,,1,{60121=1;60122=1;60123=1;60124=1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,guild open,120,,city.view,20,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,New feature#C0xE77421#[union]#C0x5B545B#  is now open!,新的功能#C0xE77421#【公會】#C0x5B545B#開啟了哦,New feature#C0xE77421#[union]#C0x5B545B#  is now open!,,#C0xE77421#[길드]#C0x5B545B# 기능이 개방됐어 로토.,,,,,,,,,,,,,,
,,Boot to open guild panel,120,,,,,,,,,,,,,,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the unions list.,點擊這裡可以打開公會列表,Tap here to open the unions list.,,여길 터치하면 길드 목록을 열 수 있어 로토.,,,<leftPanel;list;union;icon>,,effect/shouyindao.skel,,,,,,,,,
,,Function Description,120,,,,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Applications have to be approved by the management. Certain unions can click to join directly.,需要申請的公會需要管理人員進行審核，而有些公會可以直接點擊加入進公會哦,Applications have to be approved by the management. Certain unions can click to join directly.,,신청한 길드의 관리자가 심사를 진행해야 해 로토. 일부 길드는 가입 신청 즉시 길드에 가입할 수 있어 로토.,,,,,,,,,,,,,,
,,Function Description,120,,,,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"If you want to find yourself a home quickly, you can tap [Quick Join] to instantly join a union that meets the requirement.",如果想快速找到一個家，你可以點擊【快速加入】直接加入一個符合條件的公會,"If you want to find yourself a home quickly, you can tap [Quick Join] to instantly join a union that meets the requirement.",,"""빠르게 길드를 찾고 싶다면, [빠른 가입]을 터치해 조건에 맞는 길드에 바로 가입할 수 있어 로토.""",,,,,,,,,,,,,,
,,Function Description,120,,,,,,,1,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"If you've not joined a union or have not found a union of your choice, you may tap [Create union] to build your own union.",如果現在還沒有公會，或者沒有你心怡的公會，你可以點擊【創建公會】進行公會的創建哦,"If you've not joined a union or have not found a union of your choice, you may tap [Create union] to build your own union.",,"""아직 가입할 수 있는 길드가 없거나 마음에 드는 길드가 없다면, [길드 창설]을 눌러 직접 만들어 봐 로토.""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Synthesis Wizard - Synthesis Confirmation,18,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Synthetic sprite - click on the breakthrough tab,17,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to open the Breakthrough interface.,點一下這裡，打開突破面板。,Tap here to open the Breakthrough interface.,,여길 터치하면 돌파 메뉴를 열 수 있어 로토.,,升级,<right;list;advance;btnNormal>,,effect/shouyindao.skel,,,,,,,,,
,,Synthetic sprites - click the breakout button,17,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Click here to breakthrough.,點擊這裡進行突破,Click here to breakthrough.,,돌파를 진행해 로토.,,经验药水,<panel;btnup>,,effect/shouyindao.skel,,,,,,,,,
,,Composite sprite - blank button,17,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Synthetic Sprites - Keep Fighting,17,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Let's continue fighting!,讓我們繼續戰鬥吧,Let's continue fighting!,,그럼 전투를 계속 진행해 로토.,,,,,effect/shouyindao.skel,,,,,,,,,
,,Level 1-2-Guide selection level,15,,,,,,,,,,,,,1,,2,,,{x=0;y=300},login/new_character/img_tjltm@.png,{x=0;y=300},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to select the level.,點擊這裡，選擇將要進入的關卡,Tap here to select the level.,,입장할 스테이지를 선택해 로토.,,1-1关卡,<pageView;item;myGate12>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,The first battle - the arrival of the main city,11,,city.view,,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Hello, I'm Rotom Pokédex.",你好啊，我叫圖鑒洛托姆,"Hello, I'm Rotom Pokédex.",,안녕! 나는 로토무 도감이다 로토!,,,,,,,,,,,,,,
,,Guide draw card,12,,city.view,,,finish(11) and not finish(23),,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,I think you need new friends.,我覺得你應該需要新的小夥伴了。,I think you need new friends.,,아무래도 새로운 동료가 필요할 것 같아 로토.,,,,,,,,,,,,,,
