变量名,"
  _comment
  ",weightList,cardWeightMap,specialWeightMap
22002,"
  Blue Chip - Test
  ",<<60131;100;1>;<60132;100;1>;<60133;100;1>;<60134;100;1>;<60135;100;1>;<60136;100;1>;<60231;100;1>;<60232;100;1>;<60233;100;1>;<60234;100;1>;<60235;100;1>;<60236;100;1>;<60331;100;1>;<60332;100;1>;<60333;100;1>;<60334;100;1>;<60335;100;1>;<60336;100;1>;<60431;100;1>;<60432;100;1>;<60433;100;1>;<60434;100;1>;<60435;100;1>;<60436;100;1>;<60531;100;1>;<60532;100;1>;<60533;100;1>;<60534;100;1>;<60535;100;1>;<60536;100;1>;<60631;100;1>;<60632;100;1>;<60633;100;1>;<60634;100;1>;<60635;100;1>;<60636;100;1>;<60731;100;1>;<60732;100;1>;<60733;100;1>;<60734;100;1>;<60735;100;1>;<60736;100;1>;<60831;100;1>;<60832;100;1>;<60833;100;1>;<60834;100;1>;<60835;100;1>;<60836;100;1>;<60931;100;1>;<60932;100;1>;<60933;100;1>;<60934;100;1>;<60935;100;1>;<60936;100;1>;>,,
22003,"
  Purple Chip - Test
  ",<<60141;100;1>;<60142;100;1>;<60143;100;1>;<60144;100;1>;<60145;100;1>;<60146;100;1>;<60241;100;1>;<60242;100;1>;<60243;100;1>;<60244;100;1>;<60245;100;1>;<60246;100;1>;<60341;100;1>;<60342;100;1>;<60343;100;1>;<60344;100;1>;<60345;100;1>;<60346;100;1>;<60441;100;1>;<60442;100;1>;<60443;100;1>;<60444;100;1>;<60445;100;1>;<60446;100;1>;<60541;100;1>;<60542;100;1>;<60543;100;1>;<60544;100;1>;<60545;100;1>;<60546;100;1>;<60641;100;1>;<60642;100;1>;<60643;100;1>;<60644;100;1>;<60645;100;1>;<60646;100;1>;<60741;100;1>;<60742;100;1>;<60743;100;1>;<60744;100;1>;<60745;100;1>;<60746;100;1>;<60841;100;1>;<60842;100;1>;<60843;100;1>;<60844;100;1>;<60845;100;1>;<60846;100;1>;<60941;100;1>;<60942;100;1>;<60943;100;1>;<60944;100;1>;<60945;100;1>;<60946;100;1>;>,,
22004,"
  Orange Chip - Test
  ",<<60151;100;1>;<60152;100;1>;<60153;100;1>;<60154;100;1>;<60155;100;1>;<60156;100;1>;<60251;100;1>;<60252;100;1>;<60253;100;1>;<60254;100;1>;<60255;100;1>;<60256;100;1>;<60351;100;1>;<60352;100;1>;<60353;100;1>;<60354;100;1>;<60355;100;1>;<60356;100;1>;<60451;100;1>;<60452;100;1>;<60453;100;1>;<60454;100;1>;<60455;100;1>;<60456;100;1>;<60551;100;1>;<60552;100;1>;<60553;100;1>;<60554;100;1>;<60555;100;1>;<60556;100;1>;<60651;100;1>;<60652;100;1>;<60653;100;1>;<60654;100;1>;<60655;100;1>;<60656;100;1>;<60751;100;1>;<60752;100;1>;<60753;100;1>;<60754;100;1>;<60755;100;1>;<60756;100;1>;<60851;100;1>;<60852;100;1>;<60853;100;1>;<60854;100;1>;<60855;100;1>;<60856;100;1>;<60951;100;1>;<60952;100;1>;<60953;100;1>;<60954;100;1>;<60955;100;1>;<60956;100;1>;>,,
22005,"
  Red Chip - Test
  ",<<60161;100;1>;<60162;100;1>;<60163;100;1>;<60164;100;1>;<60165;100;1>;<60166;100;1>;<60261;100;1>;<60262;100;1>;<60263;100;1>;<60264;100;1>;<60265;100;1>;<60266;100;1>;<60361;100;1>;<60362;100;1>;<60363;100;1>;<60364;100;1>;<60365;100;1>;<60366;100;1>;<60461;100;1>;<60462;100;1>;<60463;100;1>;<60464;100;1>;<60465;100;1>;<60466;100;1>;<60561;100;1>;<60562;100;1>;<60563;100;1>;<60564;100;1>;<60565;100;1>;<60566;100;1>;<60661;100;1>;<60662;100;1>;<60663;100;1>;<60664;100;1>;<60665;100;1>;<60666;100;1>;<60761;100;1>;<60762;100;1>;<60763;100;1>;<60764;100;1>;<60765;100;1>;<60766;100;1>;<60861;100;1>;<60862;100;1>;<60863;100;1>;<60864;100;1>;<60865;100;1>;<60866;100;1>;<60961;100;1>;<60962;100;1>;<60963;100;1>;<60964;100;1>;<60965;100;1>;<60966;100;1>;>,,
,,,,
22101,"
  Green Chip Bank
  ",<<60121;100;1>;<60122;100;1>;<60123;100;1>;<60124;100;1>;<60125;100;1>;<60126;100;1>;<60221;100;1>;<60222;100;1>;<60223;100;1>;<60224;100;1>;<60225;100;1>;<60226;100;1>;<60321;100;1>;<60322;100;1>;<60323;100;1>;<60324;100;1>;<60325;100;1>;<60326;100;1>;<60421;100;1>;<60422;100;1>;<60423;100;1>;<60424;100;1>;<60425;100;1>;<60426;100;1>;<60521;100;1>;<60522;100;1>;<60523;100;1>;<60524;100;1>;<60525;100;1>;<60526;100;1>;<60621;100;1>;<60622;100;1>;<60623;100;1>;<60624;100;1>;<60625;100;1>;<60626;100;1>;<60721;100;1>;<60722;100;1>;<60723;100;1>;<60724;100;1>;<60725;100;1>;<60726;100;1>;<60821;100;1>;<60822;100;1>;<60823;100;1>;<60824;100;1>;<60825;100;1>;<60826;100;1>;<60921;100;1>;<60922;100;1>;<60923;100;1>;<60924;100;1>;<60925;100;1>;<60926;100;1>;>,,
22102,"
  Green and blue chip library
  ",<<60121;67;1>;<60122;67;1>;<60123;67;1>;<60124;67;1>;<60125;67;1>;<60126;67;1>;<60221;67;1>;<60222;67;1>;<60223;67;1>;<60224;67;1>;<60225;67;1>;<60226;67;1>;<60321;67;1>;<60322;67;1>;<60323;67;1>;<60324;67;1>;<60325;67;1>;<60326;67;1>;<60421;67;1>;<60422;67;1>;<60423;67;1>;<60424;67;1>;<60425;67;1>;<60426;67;1>;<60521;67;1>;<60522;67;1>;<60523;67;1>;<60524;67;1>;<60525;67;1>;<60526;67;1>;<60621;67;1>;<60622;67;1>;<60623;67;1>;<60624;67;1>;<60625;67;1>;<60626;67;1>;<60721;67;1>;<60722;67;1>;<60723;67;1>;<60724;67;1>;<60725;67;1>;<60726;67;1>;<60821;67;1>;<60822;67;1>;<60823;67;1>;<60824;67;1>;<60825;67;1>;<60826;67;1>;<60921;67;1>;<60922;67;1>;<60923;67;1>;<60924;67;1>;<60925;67;1>;<60926;67;1>;<60131;33;1>;<60132;33;1>;<60133;33;1>;<60134;33;1>;<60135;33;1>;<60136;33;1>;<60231;33;1>;<60232;33;1>;<60233;33;1>;<60234;33;1>;<60235;33;1>;<60236;33;1>;<60331;33;1>;<60332;33;1>;<60333;33;1>;<60334;33;1>;<60335;33;1>;<60336;33;1>;<60431;33;1>;<60432;33;1>;<60433;33;1>;<60434;33;1>;<60435;33;1>;<60436;33;1>;<60531;33;1>;<60532;33;1>;<60533;33;1>;<60534;33;1>;<60535;33;1>;<60536;33;1>;<60631;33;1>;<60632;33;1>;<60633;33;1>;<60634;33;1>;<60635;33;1>;<60636;33;1>;<60731;33;1>;<60732;33;1>;<60733;33;1>;<60734;33;1>;<60735;33;1>;<60736;33;1>;<60831;33;1>;<60832;33;1>;<60833;33;1>;<60834;33;1>;<60835;33;1>;<60836;33;1>;<60931;33;1>;<60932;33;1>;<60933;33;1>;<60934;33;1>;<60935;33;1>;<60936;33;1>;>,,
22103,"
  Green blue purple chip library
  ",<<60121;52;1>;<60122;52;1>;<60123;52;1>;<60124;52;1>;<60125;52;1>;<60126;52;1>;<60221;52;1>;<60222;52;1>;<60223;52;1>;<60224;52;1>;<60225;52;1>;<60226;52;1>;<60321;52;1>;<60322;52;1>;<60323;52;1>;<60324;52;1>;<60325;52;1>;<60326;52;1>;<60421;52;1>;<60422;52;1>;<60423;52;1>;<60424;52;1>;<60425;52;1>;<60426;52;1>;<60521;52;1>;<60522;52;1>;<60523;52;1>;<60524;52;1>;<60525;52;1>;<60526;52;1>;<60621;52;1>;<60622;52;1>;<60623;52;1>;<60624;52;1>;<60625;52;1>;<60626;52;1>;<60721;52;1>;<60722;52;1>;<60723;52;1>;<60724;52;1>;<60725;52;1>;<60726;52;1>;<60821;52;1>;<60822;52;1>;<60823;52;1>;<60824;52;1>;<60825;52;1>;<60826;52;1>;<60921;52;1>;<60922;52;1>;<60923;52;1>;<60924;52;1>;<60925;52;1>;<60926;52;1>;<60131;28;1>;<60132;28;1>;<60133;28;1>;<60134;28;1>;<60135;28;1>;<60136;28;1>;<60231;28;1>;<60232;28;1>;<60233;28;1>;<60234;28;1>;<60235;28;1>;<60236;28;1>;<60331;28;1>;<60332;28;1>;<60333;28;1>;<60334;28;1>;<60335;28;1>;<60336;28;1>;<60431;28;1>;<60432;28;1>;<60433;28;1>;<60434;28;1>;<60435;28;1>;<60436;28;1>;<60531;28;1>;<60532;28;1>;<60533;28;1>;<60534;28;1>;<60535;28;1>;<60536;28;1>;<60631;28;1>;<60632;28;1>;<60633;28;1>;<60634;28;1>;<60635;28;1>;<60636;28;1>;<60731;28;1>;<60732;28;1>;<60733;28;1>;<60734;28;1>;<60735;28;1>;<60736;28;1>;<60831;28;1>;<60832;28;1>;<60833;28;1>;<60834;28;1>;<60835;28;1>;<60836;28;1>;<60931;28;1>;<60932;28;1>;<60933;28;1>;<60934;28;1>;<60935;28;1>;<60936;28;1>;<60141;20;1>;<60142;20;1>;<60143;20;1>;<60144;20;1>;<60145;20;1>;<60146;20;1>;<60241;20;1>;<60242;20;1>;<60243;20;1>;<60244;20;1>;<60245;20;1>;<60246;20;1>;<60341;20;1>;<60342;20;1>;<60343;20;1>;<60344;20;1>;<60345;20;1>;<60346;20;1>;<60441;20;1>;<60442;20;1>;<60443;20;1>;<60444;20;1>;<60445;20;1>;<60446;20;1>;<60541;20;1>;<60542;20;1>;<60543;20;1>;<60544;20;1>;<60545;20;1>;<60546;20;1>;<60641;20;1>;<60642;20;1>;<60643;20;1>;<60644;20;1>;<60645;20;1>;<60646;20;1>;<60741;20;1>;<60742;20;1>;<60743;20;1>;<60744;20;1>;<60745;20;1>;<60746;20;1>;<60841;20;1>;<60842;20;1>;<60843;20;1>;<60844;20;1>;<60845;20;1>;<60846;20;1>;<60941;20;1>;<60942;20;1>;<60943;20;1>;<60944;20;1>;<60945;20;1>;<60946;20;1>;>,,
22104,"
  Green Blue Purple Orange Chip Bank
  ",<<60121;47;1>;<60122;47;1>;<60123;47;1>;<60124;47;1>;<60125;47;1>;<60126;47;1>;<60221;47;1>;<60222;47;1>;<60223;47;1>;<60224;47;1>;<60225;47;1>;<60226;47;1>;<60321;47;1>;<60322;47;1>;<60323;47;1>;<60324;47;1>;<60325;47;1>;<60326;47;1>;<60421;47;1>;<60422;47;1>;<60423;47;1>;<60424;47;1>;<60425;47;1>;<60426;47;1>;<60521;47;1>;<60522;47;1>;<60523;47;1>;<60524;47;1>;<60525;47;1>;<60526;47;1>;<60621;47;1>;<60622;47;1>;<60623;47;1>;<60624;47;1>;<60625;47;1>;<60626;47;1>;<60721;47;1>;<60722;47;1>;<60723;47;1>;<60724;47;1>;<60725;47;1>;<60726;47;1>;<60821;47;1>;<60822;47;1>;<60823;47;1>;<60824;47;1>;<60825;47;1>;<60826;47;1>;<60921;47;1>;<60922;47;1>;<60923;47;1>;<60924;47;1>;<60925;47;1>;<60926;47;1>;<60131;23;1>;<60132;23;1>;<60133;23;1>;<60134;23;1>;<60135;23;1>;<60136;23;1>;<60231;23;1>;<60232;23;1>;<60233;23;1>;<60234;23;1>;<60235;23;1>;<60236;23;1>;<60331;23;1>;<60332;23;1>;<60333;23;1>;<60334;23;1>;<60335;23;1>;<60336;23;1>;<60431;23;1>;<60432;23;1>;<60433;23;1>;<60434;23;1>;<60435;23;1>;<60436;23;1>;<60531;23;1>;<60532;23;1>;<60533;23;1>;<60534;23;1>;<60535;23;1>;<60536;23;1>;<60631;23;1>;<60632;23;1>;<60633;23;1>;<60634;23;1>;<60635;23;1>;<60636;23;1>;<60731;23;1>;<60732;23;1>;<60733;23;1>;<60734;23;1>;<60735;23;1>;<60736;23;1>;<60831;23;1>;<60832;23;1>;<60833;23;1>;<60834;23;1>;<60835;23;1>;<60836;23;1>;<60931;23;1>;<60932;23;1>;<60933;23;1>;<60934;23;1>;<60935;23;1>;<60936;23;1>;<60141;18;1>;<60142;18;1>;<60143;18;1>;<60144;18;1>;<60145;18;1>;<60146;18;1>;<60241;18;1>;<60242;18;1>;<60243;18;1>;<60244;18;1>;<60245;18;1>;<60246;18;1>;<60341;18;1>;<60342;18;1>;<60343;18;1>;<60344;18;1>;<60345;18;1>;<60346;18;1>;<60441;18;1>;<60442;18;1>;<60443;18;1>;<60444;18;1>;<60445;18;1>;<60446;18;1>;<60541;18;1>;<60542;18;1>;<60543;18;1>;<60544;18;1>;<60545;18;1>;<60546;18;1>;<60641;18;1>;<60642;18;1>;<60643;18;1>;<60644;18;1>;<60645;18;1>;<60646;18;1>;<60741;18;1>;<60742;18;1>;<60743;18;1>;<60744;18;1>;<60745;18;1>;<60746;18;1>;<60841;18;1>;<60842;18;1>;<60843;18;1>;<60844;18;1>;<60845;18;1>;<60846;18;1>;<60941;18;1>;<60942;18;1>;<60943;18;1>;<60944;18;1>;<60945;18;1>;<60946;18;1>;<60151;12;1>;<60152;12;1>;<60153;12;1>;<60154;12;1>;<60155;12;1>;<60156;12;1>;<60251;12;1>;<60252;12;1>;<60253;12;1>;<60254;12;1>;<60255;12;1>;<60256;12;1>;<60351;12;1>;<60352;12;1>;<60353;12;1>;<60354;12;1>;<60355;12;1>;<60356;12;1>;<60451;12;1>;<60452;12;1>;<60453;12;1>;<60454;12;1>;<60455;12;1>;<60456;12;1>;<60551;12;1>;<60552;12;1>;<60553;12;1>;<60554;12;1>;<60555;12;1>;<60556;12;1>;<60651;12;1>;<60652;12;1>;<60653;12;1>;<60654;12;1>;<60655;12;1>;<60656;12;1>;<60751;12;1>;<60752;12;1>;<60753;12;1>;<60754;12;1>;<60755;12;1>;<60756;12;1>;<60851;12;1>;<60852;12;1>;<60853;12;1>;<60854;12;1>;<60855;12;1>;<60856;12;1>;<60951;12;1>;<60952;12;1>;<60953;12;1>;<60954;12;1>;<60955;12;1>;<60956;12;1>;>,,
22105,"
  Expedition Clutter - Copy
  504
  ",<<606;100;1>;<607;30;1>;<608;0;1>;<609;100;1>;<610;30;1>;<611;0;1>;<612;100;1>;<613;30;1>;<614;0;1>;<615;100;1>;<616;30;1>;<617;0;1>;<618;100;1>;<619;30;1>;<620;0;1>;<621;100;1>;<622;30;1>;<623;0;1>;<11;500;3>;<12;300;2>;<13;100;1>;<510;100;2>;<511;100;1>;<512;100;1>>,,
22106,"
  Green and blue upgrade props
  ",<<122;70;1>;<123;30;1>;<124;0;0>>,,
22107,"
  Green, blue, purple power- ups
  ",<<122;60;1>;<123;30;1>;<124;10;1>>,,
22108,"
  Blue, purple upgrade props
  ",<<122;57;1>;<123;28;1>;<124;15;1>>,,
22109,"
  Hunting coin 1
  ",<<coin14;70;120>;<coin14;20;160>;<coin14;10;240>>,,
22110,"
  Hunting coins 11
  ",<<coin14;70;60>;<coin14;20;80>;<coin14;10;120>>,,
22111,"
  Hunt Coin 2
  ",<<coin14;70;160>;<coin14;20;200>;<coin14;10;320>>,,
22112,"
  Hunting coins 22
  ",<<coin14;70;80>;<coin14;20;100>;<coin14;10;160>>,,
22113,"
  open hand 1
  ",<<538;60;8>;<538;25;10>;<538;15;12>>,,
22114,"
  open hand 2
  ",<<538;60;10>;<538;25;12>;<538;15;16>>,,
22115,"
  Upgrade props 1
  ",<<122;50;4>;<122;30;6>;<122;20;8>>,,
22116,"
  Upgrade props 2
  ",<<123;50;3>;<123;30;4>;<123;20;5>>,,
22117,"
  Upgrade props 3
  ",<<124;50;1>;<124;30;2>;<124;20;3>>,,
22118,"
  Refined core drop
  ",<<121;25;1>;<none;75;1>>,,
22119,"
  Refined core drop
  ",<<121;50;1>;<none;50;1>>,,
,,,,
,,,,
,,,,
22201,"
  Blue chip upgrade item library
  ",<<122;50;100>>,,
22202,"
  Blue chip upgrade item library
  ",<<122;100;10>;<122;75;40>;<122;50;50>>,,
22211,"
  Purple chip upgrade item library
  ",<<123;50;100>>,,
22212,"
  Purple chip upgrade item library
  ",<<123;100;10>;<123;75;40>;<123;50;50>>,,
22221,"
  Orange chip upgrade item library
  ",<<124;50;100>>,,
22222,"
  Orange chip upgrade item library
  ",<<124;100;10>;<124;75;40>;<124;50;50>>,,
,,,,
22501,"
  Green Quality Chip Bank -
  Formal
  ",<<60121;200;1>;<60122;200;1>;<60123;200;1>;<60124;200;1>;<60125;200;1>;<60126;200;1>;<60221;200;1>;<60222;200;1>;<60223;200;1>;<60224;200;1>;<60225;200;1>;<60226;200;1>;<60321;200;1>;<60322;200;1>;<60323;200;1>;<60324;200;1>;<60325;200;1>;<60326;200;1>;<60421;200;1>;<60422;200;1>;<60423;200;1>;<60424;200;1>;<60425;200;1>;<60426;200;1>;<60521;200;1>;<60522;200;1>;<60523;200;1>;<60524;200;1>;<60525;200;1>;<60526;200;1>;<60621;200;1>;<60622;200;1>;<60623;200;1>;<60624;200;1>;<60625;200;1>;<60626;200;1>;<60721;200;1>;<60722;200;1>;<60723;200;1>;<60724;200;1>;<60725;200;1>;<60726;200;1>;<60821;200;1>;<60822;200;1>;<60823;200;1>;<60824;200;1>;<60825;200;1>;<60826;200;1>;<60921;200;1>;<60922;200;1>;<60923;200;1>;<60924;200;1>;<60925;200;1>;<60926;200;1>>,,
22502,"
  Blue Quality Chip Bank - Formal
  ",<<60131;200;1>;<60132;200;1>;<60133;200;1>;<60134;200;1>;<60135;200;1>;<60136;200;1>;<60231;200;1>;<60232;200;1>;<60233;200;1>;<60234;200;1>;<60235;200;1>;<60236;200;1>;<60331;200;1>;<60332;200;1>;<60333;200;1>;<60334;200;1>;<60335;200;1>;<60336;200;1>;<60431;200;1>;<60432;200;1>;<60433;200;1>;<60434;200;1>;<60435;200;1>;<60436;200;1>;<60531;200;1>;<60532;200;1>;<60533;200;1>;<60534;200;1>;<60535;200;1>;<60536;200;1>;<60631;200;1>;<60632;200;1>;<60633;200;1>;<60634;200;1>;<60635;200;1>;<60636;200;1>;<60731;200;1>;<60732;200;1>;<60733;200;1>;<60734;200;1>;<60735;200;1>;<60736;200;1>;<60831;200;1>;<60832;200;1>;<60833;200;1>;<60834;200;1>;<60835;200;1>;<60836;200;1>;<60931;200;1>;<60932;200;1>;<60933;200;1>;<60934;200;1>;<60935;200;1>;<60936;200;1>>,,
22503,"
  Purple Quality Chip Bank - Formal
  ",<<60141;200;1>;<60142;200;1>;<60143;200;1>;<60144;200;1>;<60145;200;1>;<60146;200;1>;<60241;200;1>;<60242;200;1>;<60243;200;1>;<60244;200;1>;<60245;200;1>;<60246;200;1>;<60341;200;1>;<60342;200;1>;<60343;200;1>;<60344;200;1>;<60345;200;1>;<60346;200;1>;<60441;200;1>;<60442;200;1>;<60443;200;1>;<60444;200;1>;<60445;200;1>;<60446;200;1>;<60541;200;1>;<60542;200;1>;<60543;200;1>;<60544;200;1>;<60545;200;1>;<60546;200;1>;<60641;200;1>;<60642;200;1>;<60643;200;1>;<60644;200;1>;<60645;200;1>;<60646;200;1>;<60741;200;1>;<60742;200;1>;<60743;200;1>;<60744;200;1>;<60745;200;1>;<60746;200;1>;<60841;200;1>;<60842;200;1>;<60843;200;1>;<60844;200;1>;<60845;200;1>;<60846;200;1>;<60941;200;1>;<60942;200;1>;<60943;200;1>;<60944;200;1>;<60945;200;1>;<60946;200;1>>,,
22504,"
  Orange Quality Chip Bank - Formal
  ",<<60151;200;1>;<60152;200;1>;<60153;200;1>;<60154;200;1>;<60155;200;1>;<60156;200;1>;<60251;200;1>;<60252;200;1>;<60253;200;1>;<60254;200;1>;<60255;200;1>;<60256;200;1>;<60351;200;1>;<60352;200;1>;<60353;200;1>;<60354;200;1>;<60355;200;1>;<60356;200;1>;<60451;200;1>;<60452;200;1>;<60453;200;1>;<60454;200;1>;<60455;200;1>;<60456;200;1>;<60551;200;1>;<60552;200;1>;<60553;200;1>;<60554;200;1>;<60555;200;1>;<60556;200;1>;<60651;200;1>;<60652;200;1>;<60653;200;1>;<60654;200;1>;<60655;200;1>;<60656;200;1>;<60751;200;1>;<60752;200;1>;<60753;200;1>;<60754;200;1>;<60755;200;1>;<60756;200;1>;<60851;200;1>;<60852;200;1>;<60853;200;1>;<60854;200;1>;<60855;200;1>;<60856;200;1>;<60951;200;1>;<60952;200;1>;<60953;200;1>;<60954;200;1>;<60955;200;1>;<60956;200;1>>,,
22505,"
  Red Quality Chip Bank - Formal
  ",<<60161;200;1>;<60162;200;1>;<60163;200;1>;<60164;200;1>;<60165;200;1>;<60166;200;1>;<60261;200;1>;<60262;200;1>;<60263;200;1>;<60264;200;1>;<60265;200;1>;<60266;200;1>;<60361;200;1>;<60362;200;1>;<60363;200;1>;<60364;200;1>;<60365;200;1>;<60366;200;1>;<60461;200;1>;<60462;200;1>;<60463;200;1>;<60464;200;1>;<60465;200;1>;<60466;200;1>;<60561;200;1>;<60562;200;1>;<60563;200;1>;<60564;200;1>;<60565;200;1>;<60566;200;1>;<60661;200;1>;<60662;200;1>;<60663;200;1>;<60664;200;1>;<60665;200;1>;<60666;200;1>;<60761;200;1>;<60762;200;1>;<60763;200;1>;<60764;200;1>;<60765;200;1>;<60766;200;1>;<60861;200;1>;<60862;200;1>;<60863;200;1>;<60864;200;1>;<60865;200;1>;<60866;200;1>;<60961;200;1>;<60962;200;1>;<60963;200;1>;<60964;200;1>;<60965;200;1>;<60966;200;1>>,,
22506,"
  Props extraction chip prop library - official
  ",<<gold;200;20000>;<122;0;1>;<123;200;1>;<124;200;1>>,,
22507,"
  Diamond Chip Prop Library - Official
  ",<<gold;200;20000>;<122;200;5>;<123;200;2>;<124;200;1>>,,
22508,"
  All Quality Chips - Formal
  ",<<60121;200;1>;<60122;200;1>;<60123;200;1>;<60124;200;1>;<60125;200;1>;<60126;200;1>;<60131;200;1>;<60132;360;1>;<60133;360;1>;<60134;360;1>;<60135;360;1>;<60136;360;1>;<60141;360;1>;<60142;240;1>;<60143;240;1>;<60144;240;1>;<60145;240;1>;<60146;240;1>;<60151;240;1>;<60152;50;1>;<60153;50;1>;<60154;50;1>;<60155;50;1>;<60156;50;1>;<60161;50;1>;<60162;50;1>;<60163;50;1>;<60164;50;1>;<60165;50;1>;<60166;50;1>;<60221;200;1>;<60222;200;1>;<60223;200;1>;<60224;200;1>;<60225;200;1>;<60226;200;1>;<60231;200;1>;<60232;360;1>;<60233;360;1>;<60234;360;1>;<60235;360;1>;<60236;360;1>;<60241;360;1>;<60242;240;1>;<60243;240;1>;<60244;240;1>;<60245;240;1>;<60246;240;1>;<60251;240;1>;<60252;50;1>;<60253;50;1>;<60254;50;1>;<60255;50;1>;<60256;50;1>;<60261;50;1>;<60262;50;1>;<60263;50;1>;<60264;50;1>;<60265;50;1>;<60266;50;1>;<60321;200;1>;<60322;200;1>;<60323;200;1>;<60324;200;1>;<60325;200;1>;<60326;200;1>;<60331;200;1>;<60332;360;1>;<60333;360;1>;<60334;360;1>;<60335;360;1>;<60336;360;1>;<60341;360;1>;<60342;240;1>;<60343;240;1>;<60344;240;1>;<60345;240;1>;<60346;240;1>;<60351;240;1>;<60352;50;1>;<60353;50;1>;<60354;50;1>;<60355;50;1>;<60356;50;1>;<60361;50;1>;<60362;50;1>;<60363;50;1>;<60364;50;1>;<60365;50;1>;<60366;50;1>;<60421;200;1>;<60422;200;1>;<60423;200;1>;<60424;200;1>;<60425;200;1>;<60426;200;1>;<60431;200;1>;<60432;360;1>;<60433;360;1>;<60434;360;1>;<60435;360;1>;<60436;360;1>;<60441;360;1>;<60442;240;1>;<60443;240;1>;<60444;240;1>;<60445;240;1>;<60446;240;1>;<60451;240;1>;<60452;50;1>;<60453;50;1>;<60454;50;1>;<60455;50;1>;<60456;50;1>;<60461;50;1>;<60462;50;1>;<60463;50;1>;<60464;50;1>;<60465;50;1>;<60466;50;1>;<60521;200;1>;<60522;200;1>;<60523;200;1>;<60524;200;1>;<60525;200;1>;<60526;200;1>;<60531;200;1>;<60532;360;1>;<60533;360;1>;<60534;360;1>;<60535;360;1>;<60536;360;1>;<60541;360;1>;<60542;240;1>;<60543;240;1>;<60544;240;1>;<60545;240;1>;<60546;240;1>;<60551;240;1>;<60552;50;1>;<60553;50;1>;<60554;50;1>;<60555;50;1>;<60556;50;1>;<60561;50;1>;<60562;50;1>;<60563;50;1>;<60564;50;1>;<60565;50;1>;<60566;50;1>;<60621;200;1>;<60622;200;1>;<60623;200;1>;<60624;200;1>;<60625;200;1>;<60626;200;1>;<60631;200;1>;<60632;360;1>;<60633;360;1>;<60634;360;1>;<60635;360;1>;<60636;360;1>;<60641;360;1>;<60642;240;1>;<60643;240;1>;<60644;240;1>;<60645;240;1>;<60646;240;1>;<60651;240;1>;<60652;50;1>;<60653;50;1>;<60654;50;1>;<60655;50;1>;<60656;50;1>;<60661;50;1>;<60662;50;1>;<60663;50;1>;<60664;50;1>;<60665;50;1>;<60666;50;1>;<60721;200;1>;<60722;200;1>;<60723;200;1>;<60724;200;1>;<60725;200;1>;<60726;200;1>;<60731;200;1>;<60732;360;1>;<60733;360;1>;<60734;360;1>;<60735;360;1>;<60736;360;1>;<60741;360;1>;<60742;240;1>;<60743;240;1>;<60744;240;1>;<60745;240;1>;<60746;240;1>;<60751;240;1>;<60752;50;1>;<60753;50;1>;<60754;50;1>;<60755;50;1>;<60756;50;1>;<60761;50;1>;<60762;50;1>;<60763;50;1>;<60764;50;1>;<60765;50;1>;<60766;50;1>;<60821;200;1>;<60822;200;1>;<60823;200;1>;<60824;200;1>;<60825;200;1>;<60826;200;1>;<60831;200;1>;<60832;360;1>;<60833;360;1>;<60834;360;1>;<60835;360;1>;<60836;360;1>;<60841;360;1>;<60842;240;1>;<60843;240;1>;<60844;240;1>;<60845;240;1>;<60846;240;1>;<60851;240;1>;<60852;50;1>;<60853;50;1>;<60854;50;1>;<60855;50;1>;<60856;50;1>;<60861;50;1>;<60862;50;1>;<60863;50;1>;<60864;50;1>;<60865;50;1>;<60866;50;1>;<60921;200;1>;<60922;200;1>;<60923;200;1>;<60924;200;1>;<60925;200;1>;<60926;200;1>;<60931;200;1>;<60932;360;1>;<60933;360;1>;<60934;360;1>;<60935;360;1>;<60936;360;1>;<60941;360;1>;<60942;240;1>;<60943;240;1>;<60944;240;1>;<60945;240;1>;<60946;240;1>;<60951;240;1>;<60952;50;1>;<60953;50;1>;<60954;50;1>;<60955;50;1>;<60956;50;1>;<60961;50;1>;<60962;50;1>;<60963;50;1>;<60964;50;1>;<60965;50;1>;<60966;50;1>>,,
,"
  _comment
  ",,,
,,,,
,"
  type annotation
  ",,,
,,,,
,"
  Gold coin single
  draw
  ",,,
,"
  10 consecutive gold coins
  ",,,
,,,,
,"
  System boot
  first draw
  ",,,
,"
  Diamond Single
  Draw - Get S Qualification Card for the 5th time
  ",,,
,"
  S
  -level card every 20 consecutive times (probability )
  ",,,
,"
  Diamond Paid
  Single Draw
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued
  ",,,
,"
  After every 80 consecutive
  consecutive rounds, you will get an additional S -level card
  (probability )
  ",,,
,,,,
,"
  The first ten consecutive - single S
  ",,,
,"
  10 consecutive
  draws - the 4th and 5th times, 2 S cards
  ",,,
,"
  10 consecutive
  draws - low probability 3 S ()
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 )
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Fire
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued - Fire
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP - fire system
  ",,,
,"
  15 subsequent consecutive
  rounds, you will get an additional S -level card
  (probability) UP - fire
  ",,,
,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Fire
  ",,,
,,,,
,"
  The first ten consecutive - single S - fire
  ",,,
