"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
100267,Stage 267,第267關,Stage 267,Thứ 267 Quan,스테이지 267,,,<{unitId=231813;level=499;advance=44};{unitId=220393;level=499;advance=44};{unitId=231813;level=499;advance=44};{unitId=230771;level=499;advance=44};{unitId=231813;level=499;advance=44}>,<{unitId=251267;level=499;advance=45}>,config/portrait/jinglingtouxiang1/img_65_hd@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,499,1125,1125,,,,4,<<7;0;8%>;<8;0;8%>;<14;0;8%>>,{gold=285000;451=30;502=1},<<gold;285000;1>;<451;30;1>;<502;1;1>>,{gold=7300;451=2;libs=<110;111>},<<gold;7300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100268,Stage 268,第268關,Stage 268,Thứ 268 Quan,스테이지 268,,,<{unitId=231893;level=501;advance=44};{unitId=223543;level=501;advance=44};{unitId=231893;level=501;advance=44};{unitId=233003;level=501;advance=44};{unitId=233511;level=501;advance=44}>,<{unitId=251268;level=501;advance=45}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,501,1129,1129,,,,5,<<9;0;8%>;<10;0;8%>;<24;0;8%>>,{gold=285000;451=30;rmb=100},<<gold;285000;1>;<451;30;1>;<rmb;100;1>>,{gold=7300;451=2;libs=<110;111>},<<gold;7300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100269,Stage 269,第269關,Stage 269,Thứ 269 Quan,스테이지 269,,,<{unitId=230113;level=503;advance=44};{unitId=220192;level=503;advance=44};{unitId=230452;level=503;advance=44};{unitId=230731;level=503;advance=44};{unitId=230883;level=503;advance=44}>,<{unitId=251269;level=503;advance=45}>,config/portrait/jinglingtouxiang1/img_466_djms@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,503,1133,1133,,,,5,<<9;0;8%>;<10;0;8%>>,{gold=285000;451=30;452=20},<<gold;285000;1>;<451;30;1>;<452;20;1>>,{gold=7300;451=2;libs=<110;111>},<<gold;7300;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100270,Stage 270,第270關,Stage 270,Thứ 270 Quan,스테이지 270,boss,,<{unitId=232723;level=505;advance=44};{unitId=221082;level=505;advance=44};{unitId=231841;level=505;advance=44};{unitId=231172;level=505;advance=44};{unitId=231172;level=505;advance=44}>,<{unitId=251270;level=505;advance=45}>,config/portrait/jinglingtouxiang1/img_571_slyk@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,505,1137,1137,,,,5,<<9;1;20%>;<10;1;20%>;<13;0;20%>>,{gold=285000;451=30;501=1},<<gold;285000;1>;<451;30;1>;<501;1;1>>,{gold=7300;452=2;libs=<110;111;112>},<<gold;7300;0>;<451;1;1>;<452;1;1>>,429005,All monsters transform and destroy the earth,全體怪物變身，毀滅地球,All monsters transform and destroy the earth,404404,모든 몬스터가 변신을 하여 지구를 멸망시킨다
100271,Stage 271,第271關,Stage 271,Thứ 271 Quan,스테이지 271,,,<{unitId=230462;level=507;advance=45};{unitId=220463;level=507;advance=45};{unitId=230464;level=507;advance=45};{unitId=230572;level=507;advance=45};{unitId=230572;level=507;advance=45}>,<{unitId=251271;level=507;advance=46}>,config/portrait/jinglingtouxiang1/img_214_hlkls@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,507,1141,1141,,,,3,<<9;1;8%>;<10;1;8%>>,{gold=290000;451=30;452=20},<<gold;290000;1>;<451;30;1>;<452;20;1>>,{gold=7400;451=2;libs=<110;111>},<<gold;7400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100272,Stage 272,第272關,Stage 272,Thứ 272 Quan,스테이지 272,,,<{unitId=231313;level=509;advance=45};{unitId=222013;level=509;advance=45};{unitId=231313;level=509;advance=45};{unitId=232302;level=509;advance=45};{unitId=233432;level=509;advance=45}>,<{unitId=251272;level=509;advance=46}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,509,1145,1145,,,,4,<<9;0;8%>;<10;0;8%>;<17;0;8%>>,{gold=290000;451=30;502=1},<<gold;290000;1>;<451;30;1>;<502;1;1>>,{gold=7400;451=2;libs=<110;111>},<<gold;7400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100273,Stage 273,第273關,Stage 273,Thứ 273 Quan,스테이지 273,,,<{unitId=230472;level=511;advance=45};{unitId=221253;level=511;advance=45};{unitId=230692;level=511;advance=45};{unitId=230712;level=511;advance=45};{unitId=230712;level=511;advance=45}>,<{unitId=251273;level=511;advance=46}>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,511,1149,1149,,,,5,<<1;0;8%>;<22;0;8%>>,{gold=290000;451=30;rmb=100},<<gold;290000;1>;<451;30;1>;<rmb;100;1>>,{gold=7400;451=2;libs=<110;111>},<<gold;7400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100274,Stage 274,第274關,Stage 274,Thứ 274 Quan,스테이지 274,,,<{unitId=230542;level=513;advance=45};{unitId=221353;level=513;advance=45};{unitId=230033;level=513;advance=45};{unitId=231253;level=513;advance=45};{unitId=231253;level=513;advance=45}>,<{unitId=251274;level=513;advance=46}>,config/portrait/jinglingtouxiang1/img_248_bjls@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,513,1153,1153,,,,5,<<7;0;8%>;<8;0;8%>>,{gold=290000;451=30;452=20},<<gold;290000;1>;<451;30;1>;<452;20;1>>,{gold=7400;451=2;libs=<110;111>},<<gold;7400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100275,Stage 275,第275關,Stage 275,Thứ 275 Quan,스테이지 275,boss,,<{unitId=230031;level=515;advance=45};{unitId=220031;level=515;advance=45};{unitId=230031;level=515;advance=45};{unitId=230031;level=515;advance=45};{unitId=230031;level=515;advance=45}>,<{unitId=251275;level=515;advance=46}>,config/portrait/jinglingtouxiang1/img_10_lmc@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,515,1157,1157,,,,5,<<1;1;10%>;<7;0;10%>;<8;0;10%>>,{gold=290000;451=30;519=1},<<gold;290000;1>;<451;30;1>;<519;1;1>>,{gold=7400;452=1;libs=<110;111;112>},<<gold;7400;0>;<451;1;1>;<452;1;1>>,429005,Monster turned into a cracked seat,怪物變身裂空座,Monster turned into a cracked seat,404404,몬스터 레쿠쟈로 변신
100276,Stage 276,第276關,Stage 276,Thứ 276 Quan,스테이지 276,,,<{unitId=231612;level=517;advance=46};{unitId=220273;level=517;advance=46};{unitId=232483;level=517;advance=46};{unitId=230572;level=517;advance=46};{unitId=230572;level=517;advance=46}>,<{unitId=251276;level=517;advance=47}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,517,1161,1161,,,,3,<<13;1;8%>>,{gold=295000;451=30;452=20},<<gold;295000;1>;<451;30;1>;<452;20;1>>,{gold=7500;451=2;libs=<110;111>},<<gold;7500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100277,Stage 277,第277關,Stage 277,Thứ 277 Quan,스테이지 277,,,<{unitId=230552;level=519;advance=46};{unitId=220632;level=519;advance=46};{unitId=230552;level=519;advance=46};{unitId=230771;level=519;advance=46};{unitId=230771;level=519;advance=46}>,<{unitId=251277;level=519;advance=47}>,config/portrait/jinglingtouxiang1/img_149_kl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,519,1165,1165,,,,4,<<13;0;8%>;<24;0;8%>>,{gold=295000;451=30;502=1},<<gold;295000;1>;<451;30;1>;<502;1;1>>,{gold=7500;451=2;libs=<110;111>},<<gold;7500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100278,Stage 278,第278關,Stage 278,Thứ 278 Quan,스테이지 278,,,<{unitId=230023;level=521;advance=46};{unitId=221313;level=521;advance=46};{unitId=230552;level=521;advance=46};{unitId=233303;level=521;advance=46};{unitId=233303;level=521;advance=46}>,<{unitId=251278;level=521;advance=47}>,config/portrait/jinglingtouxiang1/img_245_sj@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,521,1169,1169,,,,5,<<1;0;8%>;<22;0;8%>>,{gold=295000;451=30;rmb=100},<<gold;295000;1>;<451;30;1>;<rmb;100;1>>,{gold=7500;451=2;libs=<110;111>},<<gold;7500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100279,Stage 279,第279關,Stage 279,Thứ 279 Quan,스테이지 279,,,<{unitId=230893;level=523;advance=46};{unitId=223562;level=523;advance=46};{unitId=230043;level=523;advance=46};{unitId=232723;level=523;advance=46};{unitId=232723;level=523;advance=46}>,<{unitId=251279;level=523;advance=47}>,config/portrait/jinglingtouxiang1/img_260_jzg@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,523,1173,1173,,,,5,<<7;0;8%>;<8;0;8%>>,{gold=295000;451=30;452=20},<<gold;295000;1>;<451;30;1>;<452;20;1>>,{gold=7500;451=2;libs=<110;111>},<<gold;7500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100280,Stage 280,第280關,Stage 280,Thứ 280 Quan,스테이지 280,boss,,<{unitId=232822;level=525;advance=46};{unitId=223543;level=525;advance=46};{unitId=232822;level=525;advance=46};{unitId=231241;level=525;advance=46};{unitId=231241;level=525;advance=46}>,<{unitId=251280;level=525;advance=47}>,config/portrait/jinglingtouxiang1/img_571_slyk@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,525,1177,1177,,,,5,<<1;1;20%>;<7;0;20%>;<8;0;20%>>,{gold=295000;451=30;501=1},<<gold;295000;1>;<451;30;1>;<501;1;1>>,{gold=7500;452=2;libs=<110;111;112>},<<gold;7500;0>;<451;1;1>;<452;1;1>>,429005,Even number turn,偶數大回合變身,Even number turn,404404,짝수 라운드에 변신
100281,Stage 281,第281關,Stage 281,Thứ 281 Quan,스테이지 281,,,<{unitId=230133;level=527;advance=47};{unitId=223472;level=527;advance=47};{unitId=231443;level=527;advance=47};{unitId=231393;level=527;advance=47};{unitId=230753;level=527;advance=47}>,<{unitId=251281;level=527;advance=48}>,config/portrait/jinglingtouxiang1/img_475_alld@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,527,1181,1181,,,,3,<<1;1;9%>>,{gold=300000;451=30;452=20},<<gold;300000;1>;<451;30;1>;<452;20;1>>,{gold=7600;451=2;libs=<110;111>},<<gold;7600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100282,Stage 282,第282關,Stage 282,Thứ 282 Quan,스테이지 282,,,<{unitId=233511;level=529;advance=47};{unitId=222822;level=529;advance=47};{unitId=232612;level=529;advance=47};{unitId=231082;level=529;advance=47};{unitId=231172;level=529;advance=47}>,<{unitId=251282;level=529;advance=48}>,config/portrait/jinglingtouxiang1/img_635_ssel@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,529,1185,1185,,,,4,<<1;0;9%>;<28;0;9%>>,{gold=300000;451=30;502=1},<<gold;300000;1>;<451;30;1>;<502;1;1>>,{gold=7600;451=2;libs=<110;111>},<<gold;7600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100283,Stage 283,第283關,Stage 283,Thứ 283 Quan,스테이지 283,,,<{unitId=233021;level=531;advance=47};{unitId=221231;level=531;advance=47};{unitId=231863;level=531;advance=47};{unitId=230721;level=531;advance=47};{unitId=230741;level=531;advance=47}>,<{unitId=251283;level=531;advance=48}>,config/portrait/jinglingtouxiang1/img_257_hyj@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,531,1189,1189,,,,5,<<9;0;8%>;<10;0;8%>;<22;0;8%>>,{gold=300000;451=30;rmb=100},<<gold;300000;1>;<451;30;1>;<rmb;100;1>>,{gold=7600;451=2;libs=<110;111>},<<gold;7600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100284,Stage 284,第284關,Stage 284,Thứ 284 Quan,스테이지 284,,,<{unitId=233293;level=533;advance=47};{unitId=222272;level=533;advance=47};{unitId=230003;level=533;advance=47};{unitId=231841;level=533;advance=47};{unitId=231841;level=533;advance=47}>,<{unitId=251284;level=533;advance=48}>,config/portrait/jinglingtouxiang1/img_306_bskdl@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,533,1193,1193,,,,5,<<9;0;8%>;<10;0;8%>>,{gold=300000;451=30;452=20},<<gold;300000;1>;<451;30;1>;<452;20;1>>,{gold=7600;451=2;libs=<110;111>},<<gold;7600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100285,Stage 285,第285關,Stage 285,Thứ 285 Quan,스테이지 285,boss,,<{unitId=231293;level=535;advance=47};{unitId=221903;level=535;advance=47};{unitId=230572;level=535;advance=47};{unitId=231293;level=535;advance=47};{unitId=230333;level=535;advance=47}>,<{unitId=251285;level=535;advance=48}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,535,1197,1197,,,,5,<<9;1;10%>;<10;1;10%>;<7;0;10%>>,{gold=300000;451=30;519=1},<<gold;300000;1>;<451;30;1>;<519;1;1>>,{gold=7600;452=1;libs=<110;111;112>},<<gold;7600;0>;<451;1;1>;<452;1;1>>,429005,Invisible in the fifth round,第五大回合全體隱身,Invisible in the fifth round,404404,5번째 라운드에 전체 은신
100286,Stage 286,第286關,Stage 286,Thứ 286 Quan,스테이지 286,,,<{unitId=231503;level=537;advance=48};{unitId=220552;level=537;advance=48};{unitId=233021;level=537;advance=48};{unitId=233432;level=537;advance=48};{unitId=230053;level=537;advance=48}>,<{unitId=251286;level=537;advance=49}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,537,1201,1201,,,,3,<<7;1;9%>;<8;1;9%>>,{gold=305000;451=30;452=20},<<gold;305000;1>;<451;30;1>;<452;20;1>>,{gold=7700;451=2;libs=<110;111>},<<gold;7700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100287,Stage 287,第287關,Stage 287,Thứ 287 Quan,스테이지 287,,,<{unitId=231893;level=539;advance=48};{unitId=222233;level=539;advance=48};{unitId=231893;level=539;advance=48};{unitId=231393;level=539;advance=48};{unitId=231394;level=539;advance=48}>,<{unitId=251287;level=539;advance=49}>,config/portrait/jinglingtouxiang1/img_706_nml@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,539,1205,1205,,,,4,<<7;0;9%>;<8;0;9%>;<14;0;9%>>,{gold=305000;451=30;502=1},<<gold;305000;1>;<451;30;1>;<502;1;1>>,{gold=7700;451=2;libs=<110;111>},<<gold;7700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100288,Stage 288,第288關,Stage 288,Thứ 288 Quan,스테이지 288,,,<{unitId=233432;level=541;advance=48};{unitId=223353;level=541;advance=48};{unitId=230133;level=541;advance=48};{unitId=230263;level=541;advance=48};{unitId=231813;level=541;advance=48}>,<{unitId=251288;level=541;advance=49}>,config/portrait/jinglingtouxiang1/img_94_gg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,541,1209,1209,,,,5,<<9;0;8%>;<10;0;8%>;<22;0;8%>>,{gold=305000;451=30;rmb=100},<<gold;305000;1>;<451;30;1>;<rmb;100;1>>,{gold=7700;451=2;libs=<110;111>},<<gold;7700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100289,Stage 289,第289關,Stage 289,Thứ 289 Quan,스테이지 289,,,<{unitId=233342;level=543;advance=48};{unitId=222302;level=543;advance=48};{unitId=230013;level=543;advance=48};{unitId=231903;level=543;advance=48};{unitId=231903;level=543;advance=48}>,<{unitId=251289;level=543;advance=49}>,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,543,1213,1213,,,,5,<<9;0;8%>;<10;0;8%>>,{gold=305000;451=30;452=20},<<gold;305000;1>;<451;30;1>;<452;20;1>>,{gold=7700;451=2;libs=<110;111>},<<gold;7700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100290,Stage 290,第290關,Stage 290,Thứ 290 Quan,스테이지 290,boss,,<{unitId=231253;level=545;advance=48};{unitId=223592;level=545;advance=48};{unitId=232721;level=545;advance=48};{unitId=233543;level=545;advance=48};{unitId=233543;level=545;advance=48}>,<{unitId=251290;level=545;advance=49}>,config/portrait/jinglingtouxiang1/img_249_lqy@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,545,1217,1217,,,,5,<<9;1;20%>;<10;1;20%>;<8;0;20%>>,{gold=305000;451=30;501=1},<<gold;305000;1>;<451;30;1>;<501;1;1>>,{gold=7700;452=2;libs=<110;111;112>},<<gold;7700;0>;<451;1;1>;<452;1;1>>,429005,The sixth round must begin to dodge,第六大回合開始必然閃避,The sixth round must begin to dodge,404404,6번째 라운드 시작 시 반드시 회피
100291,Stage 291,第291關,Stage 291,Thứ 291 Quan,스테이지 291,,,<{unitId=230472;level=547;advance=49};{unitId=220023;level=547;advance=49};{unitId=232013;level=547;advance=49};{unitId=230883;level=547;advance=49};{unitId=230731;level=547;advance=49}>,<{unitId=251291;level=547;advance=50}>,config/portrait/jinglingtouxiang1/img_466_djms@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,547,1221,1221,,,,3,<<9;1;9%>;<10;1;9%>>,{gold=310000;451=30;452=20},<<gold;310000;1>;<451;30;1>;<452;20;1>>,{gold=7800;451=2;libs=<110;111>},<<gold;7800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100292,Stage 292,第292關,Stage 292,Thứ 292 Quan,스테이지 292,,,<{unitId=230372;level=549;advance=49};{unitId=223502;level=549;advance=49};{unitId=230372;level=549;advance=49};{unitId=232593;level=549;advance=49};{unitId=230692;level=549;advance=49}>,<{unitId=251292;level=549;advance=50}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,549,1225,1225,,,,4,<<9;0;9%>;<10;0;9%>;<17;0;9%>>,{gold=310000;451=30;502=1},<<gold;310000;1>;<451;30;1>;<502;1;1>>,{gold=7800;451=2;libs=<110;111>},<<gold;7800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100293,Stage 293,第293關,Stage 293,Thứ 293 Quan,스테이지 293,,,<{unitId=230482;level=551;advance=49};{unitId=221071;level=551;advance=49};{unitId=230372;level=551;advance=49};{unitId=232272;level=551;advance=49};{unitId=232683;level=551;advance=49}>,<{unitId=251293;level=551;advance=50}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,551,1229,1229,,,,5,<<27;0;8%>;<26;0;8%>>,{gold=310000;451=30;rmb=100},<<gold;310000;1>;<451;30;1>;<rmb;100;1>>,{gold=7800;451=2;libs=<110;111>},<<gold;7800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100294,Stage 294,第294關,Stage 294,Thứ 294 Quan,스테이지 294,,,<{unitId=233432;level=553;advance=49};{unitId=222483;level=553;advance=49};{unitId=230023;level=553;advance=49};{unitId=231253;level=553;advance=49};{unitId=231253;level=553;advance=49}>,<{unitId=251294;level=553;advance=50}>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,553,1233,1233,,,,5,<<1;0;8%>>,{gold=310000;451=30;452=20},<<gold;310000;1>;<451;30;1>;<452;20;1>>,{gold=7800;451=2;libs=<110;111>},<<gold;7800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100295,Stage 295,第295關,Stage 295,Thứ 295 Quan,스테이지 295,boss,,<{unitId=231261;level=555;advance=49};{unitId=223631;level=555;advance=49};{unitId=231971;level=555;advance=49};{unitId=231981;level=555;advance=49};{unitId=231271;level=555;advance=49}>,<{unitId=251295;level=555;advance=50}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,555,1237,1237,,,,5,<<27;0;10%>;<24;0;10%>>,{gold=310000;451=30;519=1},<<gold;310000;1>;<451;30;1>;<519;1;1>>,{gold=7800;452=1;libs=<110;111;112>},<<gold;7800;0>;<451;1;1>;<452;1;1>>,429005,"The elf's overall defense is reduced, killing the aura monster to recover",精靈全體防禦降低，擊殺光環怪物復原,"The elf's overall defense is reduced, killing the aura monster to recover",404404,"모든 포켓몬의 방어가 감소하며, 아우라 몬스터를 처치하면 원상태로 돌아온다"
100296,Stage 296,第296關,Stage 296,Thứ 296 Quan,스테이지 296,,,<{unitId=232302;level=557;advance=50};{unitId=223283;level=557;advance=50};{unitId=230783;level=557;advance=50};{unitId=230593;level=557;advance=50};{unitId=230593;level=557;advance=50}>,<{unitId=251296;level=557;advance=51}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,557,1241,1241,,,,3,<<13;1;9%>>,{gold=315000;451=30;452=20},<<gold;315000;1>;<451;30;1>;<452;20;1>>,{gold=7900;451=2;libs=<110;111>},<<gold;7900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100297,Stage 297,第297關,Stage 297,Thứ 297 Quan,스테이지 297,,,<{unitId=231313;level=559;advance=50};{unitId=223303;level=559;advance=50};{unitId=231241;level=559;advance=50};{unitId=230572;level=559;advance=50};{unitId=230572;level=559;advance=50}>,<{unitId=251297;level=559;advance=51}>,config/portrait/jinglingtouxiang1/img_373_bfl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,559,1245,1245,,,,4,<<13;0;9%>;<24;0;9%>>,{gold=315000;451=30;502=1},<<gold;315000;1>;<451;30;1>;<502;1;1>>,{gold=7900;451=2;libs=<110;111>},<<gold;7900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100298,Stage 298,第298關,Stage 298,Thứ 298 Quan,스테이지 298,,,<{unitId=233502;level=561;advance=50};{unitId=221503;level=561;advance=50};{unitId=231253;level=561;advance=50};{unitId=231172;level=561;advance=50};{unitId=231841;level=561;advance=50}>,<{unitId=251298;level=561;advance=51}>,config/portrait/jinglingtouxiang1/img_461_mnl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,561,1249,1249,,,,5,<<27;0;8%>;<26;0;8%>>,{gold=315000;451=30;rmb=100},<<gold;315000;1>;<451;30;1>;<rmb;100;1>>,{gold=7900;451=2;libs=<110;111>},<<gold;7900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100299,Stage 299,第299關,Stage 299,Thứ 299 Quan,스테이지 299,,,<{unitId=231394;level=563;advance=50};{unitId=221423;level=563;advance=50};{unitId=231503;level=563;advance=50};{unitId=231813;level=563;advance=50};{unitId=231893;level=563;advance=50}>,<{unitId=251299;level=563;advance=51}>,config/portrait/jinglingtouxiang1/img_145_sdn@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,563,1253,1253,,,,5,<<1;0;8%>>,{gold=315000;451=30;452=20},<<gold;315000;1>;<451;30;1>;<452;20;1>>,{gold=7900;451=2;libs=<110;111>},<<gold;7900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100300,Stage 300,第300關,Stage 300,Thứ 300 Quan,스테이지 300,boss,,<{unitId=230712;level=565;advance=50};{unitId=221261;level=565;advance=50};{unitId=230712;level=565;advance=50};{unitId=231172;level=565;advance=50};{unitId=231172;level=565;advance=50}>,<{unitId=251300;level=565;advance=51}>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,565,1257,1257,,,,5,<<27;0;20%>;<24;0;20%>>,{gold=315000;451=30;501=1},<<gold;315000;1>;<451;30;1>;<501;1;1>>,{gold=7900;452=2;libs=<110;111;112>},<<gold;7900;0>;<451;1;1>;<452;1;1>>,429005,"Aura monster attacked, life recovery plus attack",光環怪物受擊生命恢復加攻擊,"Aura monster attacked, life recovery plus attack",404404,아우라 몬스터가 공격을 받으면 HP를 회복하고 공격력이 증가한다
