变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_tw,storyNames_en,weatherTypeId
81266,80321,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81267,80321,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81268,80321,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81269,80321,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81270,80321,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81271,80321,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81272,80321,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81273,80322,,1,<290463;303221;290464;0;0;0;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81274,80322,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81275,80322,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81276,80322,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81277,80322,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81278,80322,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81279,80322,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81280,80322,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81281,80322,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81282,80322,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81283,80322,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81284,80322,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81285,80323,,1,<292991;292992;292993;290741;303231;290741;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81286,80323,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81287,80323,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81288,80323,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81289,80323,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81290,80323,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81291,80323,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81292,80323,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81293,80323,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81294,80323,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81295,80323,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81296,80323,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81297,80324,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81298,80324,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81299,80324,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81300,80324,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81301,80324,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81302,80324,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81303,80324,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81304,80324,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81305,80324,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81306,80324,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81307,80324,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81308,80324,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81309,80325,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81310,80325,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81311,80325,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81312,80325,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81313,80325,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81314,80325,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81315,80325,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81316,80325,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81317,80325,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81318,80325,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81319,80325,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81320,80325,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81321,80326,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81322,80326,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81323,80326,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81324,80326,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81325,80326,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81326,80326,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81327,80326,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81328,80326,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81329,80326,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81330,80326,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81331,80326,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81332,80326,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81333,80331,,1,<303311>,,,,,,,,,,,,stage/red.csv,,,,,,,
81334,80331,,2,<303312>,,,,,,,,,,,,stage/red.csv,,,,,,,
81335,80331,,3,<303313>,,,,,,,,,,,,stage/red.csv,,,,,,,
81336,80331,,4,<303314>,,,,,,,,,,,,stage/red.csv,,,,,,,
81337,80331,,5,<303315>,,,,,,,,,,,,stage/red.csv,,,,,,,
81338,80331,,6,<303316>,,,,,,,,,,,,stage/red.csv,,,,,,,
81339,80331,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81340,80331,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81341,80331,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81342,80331,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81343,80331,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81344,80331,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81345,80332,,1,<303321>,,,,,,,,,,,,stage/red.csv,,,,,,,
81346,80332,,2,<303322>,,,,,,,,,,,,stage/red.csv,,,,,,,
81347,80332,,3,<303323>,,,,,,,,,,,,stage/red.csv,,,,,,,
81348,80332,,4,<303324>,,,,,,,,,,,,stage/red.csv,,,,,,,
81349,80332,,5,<303325>,,,,,,,,,,,,stage/red.csv,,,,,,,
81350,80332,,6,<303326>,,,,,,,,,,,,stage/red.csv,,,,,,,
81351,80332,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81352,80332,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81353,80332,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81354,80332,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81355,80332,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81356,80332,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81357,80333,,1,<291271;291271;291271;290241;303331;290241;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81358,80333,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81359,80333,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81360,80333,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81361,80333,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81362,80333,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81363,80333,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81364,80333,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81365,80333,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81366,80333,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81367,80333,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81368,80333,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81369,80334,,1,<290741;303341;291303;290014;290603;290015;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81370,80334,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81371,80334,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81372,80334,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81373,80334,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81374,80334,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81375,80334,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81376,80334,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81377,80334,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81378,80334,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81379,80334,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81380,80334,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81381,80335,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81382,80335,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81383,80335,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81384,80335,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81385,80335,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81386,80335,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81387,80335,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81388,80335,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81389,80335,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81390,80335,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81391,80335,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81392,80335,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81393,80336,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81394,80336,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81395,80336,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81396,80336,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81397,80336,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81398,80336,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81399,80336,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81400,80336,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81401,80336,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81402,80336,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81403,80336,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81404,80336,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81405,80341,,1,<290741;303411;291231;291172;290603;291303;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81406,80341,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81407,80341,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81408,80341,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81409,80341,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81410,80341,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81411,80341,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81412,80341,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81413,80341,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81414,80341,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81415,80341,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81416,80341,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81417,80342,,1,<291394;291303;291071;290232;303421;291423;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81418,80342,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81419,80342,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81420,80342,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81421,80342,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81422,80342,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81423,80342,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81424,80342,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81425,80342,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81426,80342,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81427,80342,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81428,80342,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81429,80343,,1,<291071;291303;291394;292242;303431;292242;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81430,80343,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81431,80343,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81432,80343,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81433,80343,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81434,80343,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81435,80343,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81436,80343,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81437,80343,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81438,80343,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81439,80343,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81440,80343,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81441,80344,,1,<291271;291271;291271;291271;303441;291271;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81442,80344,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81443,80344,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81444,80344,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81445,80344,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81446,80344,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81447,80344,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81448,80344,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81449,80344,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81450,80344,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81451,80344,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81452,80344,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81453,80345,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81454,80345,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81455,80345,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81456,80345,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81457,80345,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81458,80345,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81459,80345,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81460,80345,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81461,80345,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81462,80345,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81463,80345,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81464,80345,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81465,80346,,1,,,,,,,,,,,,,stage/red.csv,,,,,,,
81466,80346,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81467,80346,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81468,80346,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81469,80346,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81470,80346,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81471,80346,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81472,80346,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81473,80346,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81474,80346,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81475,80346,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81476,80346,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81477,80351,,1,<293262;291303;291231;290014;303511;290015;>,,,,,,,,,,,,stage/red.csv,,,,,,,
81478,80351,,2,,,,,,,,,,,,,stage/red.csv,,,,,,,
81479,80351,,3,,,,,,,,,,,,,stage/red.csv,,,,,,,
81480,80351,,4,,,,,,,,,,,,,stage/red.csv,,,,,,,
81481,80351,,5,,,,,,,,,,,,,stage/red.csv,,,,,,,
81482,80351,,6,,,,,,,,,,,,,stage/red.csv,,,,,,,
81483,80351,,7,,,,,,,,,,,,,stage/red.csv,,,,,,,
81484,80351,,8,,,,,,,,,,,,,stage/red.csv,,,,,,,
81485,80351,,9,,,,,,,,,,,,,stage/red.csv,,,,,,,
81486,80351,,10,,,,,,,,,,,,,stage/red.csv,,,,,,,
81487,80351,,11,,,,,,,,,,,,,stage/red.csv,,,,,,,
81488,80351,,12,,,,,,,,,,,,,stage/red.csv,,,,,,,
81489,80401,,1,<293001;292231;291891;293541;304011;290031;>,,,,,,,,,,,,stage/aml.csv,,,,,,,
81490,80401,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81491,80401,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81492,80401,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81493,80401,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81494,80401,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81495,80401,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81496,80401,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81497,80401,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81498,80401,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81499,80401,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81500,80401,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81501,80402,,1,<292071;290881;290331;290591;304021;292891;>,,,,,,,,,,,,stage/aml.csv,,,,,,,
81502,80402,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81503,80402,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81504,80402,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81505,80402,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81506,80402,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81507,80402,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81508,80402,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81509,80402,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81510,80402,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81511,80402,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81512,80402,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81513,80403,,1,<290882;290592;292232;293002;304031;291892;>,,,,,,,,,,,,stage/aml.csv,,,,,,,
81514,80403,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81515,80403,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81516,80403,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81517,80403,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81518,80403,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81519,80403,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81520,80403,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81521,80403,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81522,80403,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81523,80403,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81524,80403,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81525,80404,,1,<290751;290751;290751;290752;304041;290752;>,,,,,,,,,,,,stage/aml.csv,,,,,,,
81526,80404,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81527,80404,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81528,80404,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81529,80404,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81530,80404,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81531,80404,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81532,80404,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81533,80404,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81534,80404,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81535,80404,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81536,80404,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81537,80405,,1,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81538,80405,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81539,80405,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81540,80405,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81541,80405,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81542,80405,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81543,80405,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81544,80405,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81545,80405,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81546,80405,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81547,80405,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81548,80405,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81549,80406,,1,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81550,80406,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81551,80406,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81552,80406,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81553,80406,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81554,80406,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81555,80406,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81556,80406,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81557,80406,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81558,80406,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81559,80406,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81560,80406,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81561,80411,,1,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81562,80411,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81563,80411,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81564,80411,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81565,80411,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81566,80411,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81567,80411,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81568,80411,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81569,80411,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81570,80411,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81571,80411,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81572,80411,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81573,80412,,1,<290593;290593;290593;290883;304121;290883;>,,,,,,,,,,,,stage/aml.csv,,,,,,,
81574,80412,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81575,80412,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81576,80412,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81577,80412,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81578,80412,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81579,80412,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81580,80412,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81581,80412,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81582,80412,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81583,80412,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81584,80412,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81585,80413,,1,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81586,80413,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81587,80413,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81588,80413,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81589,80413,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81590,80413,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81591,80413,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81592,80413,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81593,80413,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81594,80413,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81595,80413,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81596,80413,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81597,80414,,1,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81598,80414,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81599,80414,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81600,80414,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81601,80414,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81602,80414,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81603,80414,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81604,80414,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81605,80414,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81606,80414,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81607,80414,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81608,80414,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81609,80415,,1,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81610,80415,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81611,80415,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81612,80415,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81613,80415,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81614,80415,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81615,80415,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81616,80415,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81617,80415,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81618,80415,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81619,80415,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81620,80415,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81621,80416,,1,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81622,80416,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81623,80416,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81624,80416,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81625,80416,,5,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81626,80416,,6,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81627,80416,,7,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81628,80416,,8,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81629,80416,,9,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81630,80416,,10,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81631,80416,,11,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81632,80416,,12,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81633,80421,,1,<293543;293543;293543;0;304211;0;>,,,,,,,,,,,,stage/aml.csv,,,,,,,
81634,80421,,2,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81635,80421,,3,,,,,,,,,,,,,stage/aml.csv,,,,,,,
81636,80421,,4,,,,,,,,,,,,,stage/aml.csv,,,,,,,
