变量名,fmt,fmt_tw,fmt_en,fmt_vn,fmt_kr
81001,1. Players can make their bets on the semi-finals on the 2nd day of the tournament,1.玩家可在比賽結束後進行第二天4強賽下注,1. Players can make their bets on the semi-finals on the 2nd day of the tournament,,1. 유저는 경기 종료 후 2일 차 4강전 베팅을 진행할 수 있습니다.
81002,2. Betting time for Semi-finals is on the 2nd day of the tournament at 10:00-18:50,2.4強賽下注時間為比賽結束後到第二天18:50之間,2. Betting time for Semi-finals is on the 2nd day of the tournament at 10:00-18:50,,2. 4강전 베팅 시간은 경기 종료 후부터 2일 차 18:50까지입니다.
81003,3. Make a bet on the 3 contestant who will enter the semifinals,3.下註競猜報名參賽玩家中會進入四強的3名玩家,"3. Make a bet on the 3 contestant who will enter the semifinals ",3. Đặt cược dự đoán 3 người chơi vào Vòng TOP 4 trong số người chơi đăng ký tham gia,3. 참가 신청 유저 중 4강에 진출할 3명의 유저를 예측해 베팅을 진행합니다.
81004,4. Players can make a bet on up to 3 players,4.玩家最多可選擇3名玩家進行下註,4. Players can make a bet on up to 3 players,4. Người chơi chọn đặt cược tối đa 3 người chơi,4. 유저는 최대 3명의 유저에게 베팅할 수 있습니다.
81005,"5. Double of the bet will be returned if players make a correct guess. Otherwise, half of the bet will be returned.",5.每競猜成功一名玩家則雙倍返還下註金額，若競猜失敗則返還一半金額,"5. Double of the bet will be returned if players make a correct guess. Otherwise, half of the bet will be returned.","5. Mỗi dự đoán thành công 1 người chơi được hoàn lại gấp đôi tiền đặt cược, đoán sai hoàn lại một nửa tiền","""5. 베팅에 성공할 때마다 베팅 금액의 2배를 반환하며, 실패할 경우 절반의 금액을 반환합니다."""
81006,6. Players get additional rewards for guessing all 3 contestants correctly,6.三名玩家全部競猜成功則會獲得額外獎勵,6. Players get additional rewards for guessing all 3 contestants correctly,6. Đoán đúng cả 3 người chơi nhận thêm thưởng,6. 세 명의 유저 베팅에 모두 성공할 경우 추가 보상을 획득할 수 있습니다.
81007,7. The guess for the top 4 contestant cannot overlap with the guess for the champion,7.競猜4強的人選不可以和冠軍競猜重複,7. The guess for the top 4 contestant cannot overlap with the guess for the champion,7. Dự đoán người chơi TOP4 không thể lặp với dự đoán Quán Quân,7. 4강 진출 베팅 대상은 우승자 베팅과 중복 선택할 수 없습니다.
,,,,,
82001,1. Players can begin betting for championship match on the first day of the tournament,1.玩家可在比賽結束後進行第二天冠軍賽下注,1. Players can begin betting for championship match on the first day of the tournament,,1. 유저는 경기 종료 후 2일 차 결승전 베팅을 진행할 수 있습니다.
82002,2. Betting time for Championship is on the 2nd day of the tournament at 10:00-18:50,2.冠軍賽下注時間為比賽結束後到第二天18:50,2. Betting time for Championship is on the 2nd day of the tournament at 10:00-18:50,,2. 결승전 베팅 시간은 경기 종료 후부터 2일 차 18:50까지입니다.
82003,3. Make a bet on who will win the championship,3.下註競猜報名參賽玩家中的冠軍人選,3. Make a bet on who will win the championship,3. Đặt cược dự đoán người chơi Quán Quân trong số người chơi đăng ký tham gia,3. 참가 신청 유저 중 우승할 유저를 예측해 베팅을 진행합니다.
82004,4. Players can only choose up to 1 player to make a bet,4.玩家最多只可選擇1名玩家進行下註,4. Players can only choose up to 1 player to make a bet,4. Người chơi chọn đặt cược tối đa 1 người chơi,4. 유저는 오직 1명의 유저에게 베팅할 수 있습니다.
82005,"5. Rewards will be given according to the odds if players make a correct guess. Otherwise, half of the bet will be returned.",5.每競猜成功一名玩家則根據賠率返還獎勵，若競猜失敗則返還一半金額,"5. Rewards will be given according to the odds if players make a correct guess. Otherwise, half of the bet will be returned.","5. Mỗi dự đoán thành công 1 người chơi sẽ hoàn thưởng theo tỷ lệ cược, đoán sai hoàn lại một nửa tiền","""5. 베팅에 성공할 때마다 배율에 따라 반환 보상을 지급하며, 실패할 경우 절반의 금액을 반환합니다."""
82006,6. The odds will fluctuate according to the number of bets,6.賠率會根據下註人數進行浮動,6. The odds will fluctuate according to the number of bets,6. Tỷ lệ cược dao động theo số người đặt cược,6. 배율은 베팅 인원수에 따라 변동이 발생합니다.
82007,7. The guess for the top 4 contestant cannot overlap with the guess for the champion,7.競猜4強的人選不可以和冠軍競猜重複,7. The guess for the top 4 contestant cannot overlap with the guess for the champion,7. Dự đoán người chơi TOP4 không thể lặp với dự đoán Quán Quân,7. 4강 진출 베팅 대상은 우승자 베팅과 중복 선택할 수 없습니다.
82008,"8. The maximum number of coins players can get is 1.5 million, while the maximum of tokens is 1500.",8.金幣可獲得最高上限為150萬金幣，代幣可獲得最高上限為1500代幣,"8. The maximum number of coins players can get is 1.5 million, while the maximum of tokens is 1500.",,"""8. 코인의 획득 가능 한도는 150만 코인이며, 화폐는 1500까지 획득할 수 있습니다."""
,,,,,
83001,"1. During the rebirth of runestone, you can reset the upgraded runestone to the initial state.",1.在符石重生內，可將自己培養過的符石重置至初始狀態,"1. During the rebirth of runestone, you can reset the upgraded runestone to the initial state.",,1. 룬스톤 부활 시 자신이 육성한 룬스톤을 초기 상태로 만들 수 있습니다.
83002,2. Runestone rebirth includes: Runestone enhancement,2.符石重生的內容，包括：符石強化,2. Runestone rebirth includes: Runestone enhancement,,2. 룬스톤 부활 내용은 다음과 같습니다: 룬스톤 강화
83003,"3. After the runestone is reborn, 100% of the materials used will be returned. You may use these materials on other runestones.",3.符石重生後，返還100%的養成資源，可以利用這些資源重新培養其他符石,"3. After the runestone is reborn, 100% of the materials used will be returned. You may use these materials on other runestones.",,"""3. 룬스톤 부활 시 육성 자원을 100% 반환하며, 해당 자원으로 다른 룬스톤을 육성할 수 있습니다."""
83004,"4. Diamonds are required for runestone rebirth. More diamonds are needed for more advanced reborn runestone, with a maximum spending limit of 50#Icommon/icon/icon_diamond.png-56-56#",4.符石重生需要消耗鑽石，重生的符石培養程度越高需要的鑽石會更多；鑽石消耗上限為50#Icommon/icon/icon_diamond.png-56-56#,"4. Diamonds are required for runestone rebirth. More diamonds are needed for more advanced reborn runestone, with a maximum spending limit of 50#Icommon/icon/icon_diamond.png-56-56#",,"""4. 룬스톤 부활 시 다이아를 소모하며, 부활 대상 룬스톤의 육성 수준이 높을수록 소모하는 다이아가 증가합니다. 단일 룬스톤 부활의 다이아 소모 한도는 10#Icommon/icon/icon_diamond.png-56-56#입니다."""
83005,"5. Runestones that have not enhanced cannot be reborn, nor can it be selected in the rebirth interface.",5.未培養過的符石無法進行重生，也不會出現在重生可選符石的介面內,"5. Runestones that have not enhanced cannot be reborn, nor can it be selected in the rebirth interface.",,"""5. 육성하지 않은 룬스톤은 부활을 진행할 수 없으며, 부활 시스템의 선택 가능 룬스톤으로 표시되지 않습니다."""
,,,,,
84001,1. Pokémon trainers can decompose the extra runestones without using any materials.,1.精靈訓練師們可以將多餘的符石在符石分解內無消耗分解,1. Pokémon trainers can decompose the extra runestones without using any materials.,,1. 포켓몬 트레이너는 남는 룬스톤을 룬스톤 분해 메뉴에서 분해할 수 있습니다.
84002,2. 100% of the materials and coins used in gem enhancement will be returned when decomposing enhanced runestones.,2.對於已培養過的符石，分解後將100%返還消耗的強化材料和金幣,2. 100% of the materials and coins used in gem enhancement will be returned when decomposing enhanced runestones.,,2. 이미 육성한 룬스톤 분해 시 소모한 강화 재료와 코인을 100% 반환합니다.
84003,3. Inlaid runestones cannot be decomposed and cannot be viewed in Runestone Decomposition interface.,3.鑲嵌中的符石不能分解，也無法在符石分解內檢視,3. Inlaid runestones cannot be decomposed and cannot be viewed in Runestone Decomposition interface.,,"""3. 삽입한 룬스톤은 분해할 수 없으며, 분해 메뉴에 표시되지 않습니다."""
84004,"4. In each decomposition, players can do multiple selection according to the quality with one-click, or long press for multiple selection to begin the decomposition.",4.每次分解可按照品質分類一鍵多選；或者長按多選進行分解,"4. In each decomposition, players can do multiple selection according to the quality with one-click, or long press for multiple selection to begin the decomposition.",,"""4. 매회 분해 시 등급별로 간편선택이 가능하며, 또는 길게 터치해 분해를 진행할 수 있습니다."""
84005,"5. Gems can be decomposed to get gem enhancement materials, which can be used to enhance other gems.",5.符石分解後可獲得符石強化材料，用來強化其他的符石,"5. Gems can be decomposed to get gem enhancement materials, which can be used to enhance other gems.",,5. 룬스톤 분해 시 강화 재료를 획득해 다른 룬스톤을 강화할 수 있습니다.
,,,,,
85001,"1. During the event, players can lead their Pokémons to challenge the World Boss.",1.活動時間內，玩家可以率領精靈挑戰世界BOSS,"1. During the event, players can lead their Pokémons to challenge the World Boss.",,1. 이벤트 기간 동안 유저는 포켓몬과 함께 월드보스에게 도전할 수 있습니다.
85002,"2. In each World Boss challenge, the amount of damage dealt by players will be recorded. If the target damage is achieved, chest rewards can be claimed immediately at the end of the challenge.",2每局挑戰世界BOSS會記錄玩家的傷害量，達成相應目標傷害可在本次挑戰結束後立即獲得對應寶箱裡的獎勵,"2. In each World Boss challenge, the amount of damage dealt by players will be recorded. If the target damage is achieved, chest rewards can be claimed immediately at the end of the challenge.",,"""2. 월드보스 도전 시 유저의 피해량을 기록하며, 목표 피해량을 달성할 경우 이번 도전 종료 후 즉시 보물상자의 보상을 획득할 수 있습니다."""
85003,"3. The World Boss records the total of maximum damage dealt by all players of the server. When the target is reached, players who participated in the event on that day will get a chest reward. The reward will be given at at 05:00 the next day and the cumulative total damage will be refreshed.",3.世界BOSS記錄全服玩家最高傷害總值，達成目標後，當日參與活動的玩家可獲得寶箱獎勵，獎勵在次日5點郵件發放，且此時會重置累計傷害資料,"3. The World Boss records the total of maximum damage dealt by all players of the server. When the target is reached, players who participated in the event on that day will get a chest reward. The reward will be given at at 05:00 the next day and the cumulative total damage will be refreshed.",,"""3. 월드보스 기록은 전 서버 유저의 최고 피해 총합을 기록하며, 목표 달성 시, 당일 이벤트에 참가한 유저는 보물상자 보상을 획득할 수 있습니다. 보상은 다음 날 0시에 우편으로 발송되며, 이후 누적 피해 데이터가 초기화됩니다."""
