变量名,name,languages,drawlanguages,name_tw,name_en,name_vn,name_kr,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,introduction_tw,introduction_en,introduction_vn,introduction_kr,location,location_tw,location_en,location_vn,location_kr
,Grumpig,,,噗噗豬,Grumpig,404404,피그킹,1631,,,2,,,,TRUE,,,,,5000,,1,<22;24;18;20>,1,<80;80;45;65;90;110;470>,1,1,1,1,<606;607;608;602;603>,,,1,1632,,,16323,<16321;16322;16323;16326;61101;61102>,1631,,<11011;11111;11211;11311;>,21631,1,2,{drawcard=huang_effect_loop},1631,,1,1,1,,,,,"It stores power in the black pearls on its forehead. When it uses psychic power, it performs an odd dance step. Its style of dancing became hugely popular overseas.",它會將力量累積在額頭上的黑珍珠裡。使用超能力時所跳的舞步，很久以前在國外十分流行。,"It stores power in the black pearls on its forehead. When it uses psychic power, it performs an odd dance step. Its style of dancing became hugely popular overseas.",Chúng tích lũy sức mạnh trong viên ngọc đen trên trán. Chúng nhảy múa khi sử dụng siêu năng lực và bước nhảy của chúng rất phổ biến ở nước ngoài từ lâu.,이마의 흑진주에 힘을 비축한다. 사이코 파워를 사용할 때 춤추는 스텝이 전에 외국에서 무척 유행했다.,,,,,
1641,Spinda,<cn>,,晃晃斑,Spinda,404404,얼루기,1641,,<7>,1,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<60;60;60;60;60;60;360>,1,2,11,2,<606;607;608;602;603>,,,2,1641,,,60003,<60001;60002;60003;61101;61102>,1641,,<11011;11111;11211;11311;>,21641,2,2,{drawcard=huang_effect_loop},1641,,2,2,2,,,,,"It is distinguished by a pattern of spots that is always different. Its unsteady, tottering walk has the effect of fouling its foe's aim.",最大的特徵是每一隻身上的斑點花紋都不同。搖搖晃晃令人捉摸不定的腳步，具有讓敵人不容易瞄準的效果。,"It is distinguished by a pattern of spots that is always different. Its unsteady, tottering walk has the effect of fouling its foe's aim.","Đặc điểm của chúng là mỗi cá thể đều có hoa văn điểm trên người khác nhau. nhờ những bước chân chuyển động loạng choạng bất thường mà chúng gây khó khăn cho kẻ thù không dễ đánh trúng nó. ",개체마다 무늬가 서로 다른 것이 특징이다. 흔들흔들 불안한 걸음걸이는 상대방의 조준을 피하는 효과가 있다.,,,,,
,Trapinch,,,大顎蟻,Trapinch,404404,톱치,1651,,,1,,,,TRUE,,,,,5000,,1,<11;12;15;16>,1,<45;10;100;45;45;45;290>,1,2,11,2,<609;610;611;602;603>,,,2,1651,,,16513,<16511;16512;16513;16516;61101;61102>,1651,,<11002;11102;11202;11302;>,21651,2,2,{drawcard=huang_effect_loop},1651,,2,2,2,,,,,"Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back.",它巨大的下顎能將大岩石咬碎。由於頭部很大，因此一旦顛倒的話想要再爬起來可是相當不容易的。,"Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back.",Cái hàm khổng lồ của loài này đủ khỏe để nghiền nát tảng đá lớn nhưng do cái đầu chúng quá nặng nên khá khó khăn để nhấc lên nếu lỡ bị lật xuống.,큰 턱은 큰 바위를 깨물어 부술 수 있다. 하지만 머리가 커서 뒤집히면 다시 일어나기가 쉽지 않다.,,,,,
,Vibrava,,,超音波幼蟲,Vibrava,404404,비브라바,1651,,,2,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<50;70;70;50;50;50;340>,1,2,11,2,<609;610;611;602;603>,,,2,1652,,,16523,<16521;16522;16523;16526;61101;61102>,1651,,<11002;11102;11202;11302;>,21651,2,2,{drawcard=huang_effect_loop},1651,,2,2,2,,,,,"It looses ultrasonic waves by rubbing its wings together. Since a Vibrava's wings are still in the process of growing, it can only fly short distances.",會利用翅膀的震動發出超音波。由於超音波幼蟲的翅膀還在成長中，因此無法作長距離飛行。,"It looses ultrasonic waves by rubbing its wings together. Since a Vibrava's wings are still in the process of growing, it can only fly short distances.","Chúng rung đôi cánh của mình để tạo ra sóng siêu âm. Do đôi cánh Vibrava vẫn còn đang phát triển nên không thể bay xa được lâu. ","""날개를 비벼 초음파를 발생시킨다. 비브라바의 날개는 아직 성장 중이기 때문에, 장거리 비행은 할 수 없다.""",,,,,
,Flygon,,,沙漠蜻蜓,Flygon,404404,플라이곤,1651,,,3,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<80;100;100;80;80;80;520>,1,2,11,2,<609;610;611;602;603>,,,2,1653,,,16533,<16531;16532;16533;16536;61101;61102>,1651,,<11002;11102;11202;11302;>,21651,2,2,{drawcard=huang_effect_loop},1651,,2,2,2,,,,,"The flapping of its wings sounds like singing. To prevent detection by enemies, it hides itself by flapping up a cloud of desert sand.",它拍動翅膀的聲音聽起來就像在唱歌。為了不被敵人發現，會利用拍動翅膀將沙漠的沙子給卷起來以隱藏身形。,"The flapping of its wings sounds like singing. To prevent detection by enemies, it hides itself by flapping up a cloud of desert sand.","Đôi cánh của chúng lúc đang vỗ nghe như tiếng hát. Vì để kẻ thù không phát hiện ra chúng sẽ vỗ cánh tạo bão cát để che giấu ấn nấp. ",날갯짓 소리가 마치 노래를 부르는 것처럼 들린다. 적에게 들키지 않도록 사막의 모래를 날갯짓으로 흩날려서 모습을 감춘다.,,,,,
,Cacnea,,,刺球仙人掌,Cacnea,404404,선인왕,1661,,,1,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<50;35;85;40;85;40;335>,1,2,11,2,<609;610;611;602;603>,,,2,1661,,,16613,<16611;16612;16613;16616;61101;61102>,1661,,<11002;11102;11202;11302;>,21661,2,2,{drawcard=huang_effect_loop},1661,,2,2,2,,,,,"It lives in deserts with virtually no rainfall, and battles by swinging its thick, spiked arms. Once a year, a yellow flower blooms.",它棲息在幾乎不會下雨的沙漠裡面。會揮動長有粗壯刺針的手臂來戰鬥。每一年會有一次開出黃色的花朵。,"It lives in deserts with virtually no rainfall, and battles by swinging its thick, spiked arms. Once a year, a yellow flower blooms.","Loài này sinh sống ở những vùng ít mưa như sa mạc. Chúng chiến đấu bằng cánh tay dài đầy gai. Mỗi năm chúng sẽ nở ra những bông hoa màu vàng xinh đẹp. ","""비가 거의 내리지 않는 사막에 서식한다. 굵은 가시가 난 팔을 휘둘러 싸우며, 1년에 한 번 노란색 꽃을 피운다.""",,,,,
,Cacturne,,,夢歌仙人掌,Cacturne,404404,밤선인,1661,,,2,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<70;55;115;60;115;60;475>,1,2,11,2,<609;610;611;602;603>,,,2,1662,,,16623,<16621;16622;16623;16626;61101;61102>,1661,,<11002;11102;11202;11302;>,21661,2,2,{drawcard=huang_effect_loop},1661,,2,2,2,,,,,"During the daytime, it remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops.",為了不被沙漠的日照奪走水分，白天會一直站著不動。會在氣溫下降的夜間開始活動。,"During the daytime, it remains unmoving so that it does not lose any moisture to the harsh desert sun. This Pokémon becomes active at night when the temperature drops.","Để không bị mất đi lượng nước do ánh nắng sa mạc khắc nghiệt, loài này sẽ không di chuyển vào ban ngày và khi đêm xuống lúc nhiệt độ đã hạ thấp chúng mới bắt đầu hoạt động.","""사막의 햇빛에 수분을 빼앗기지 않도록, 낮에는 계속하여 가만히 서 있으며, 기온이 떨어지는 밤에 활동을 시작한다.""",,,,,
,Swablu,,,青綿鳥,Swablu,404404,파비코,1671,,,1,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<45;50;40;60;40;75;310>,1,3,11,3,<606;607;608;602;603>,,,3,1671,,,16713,<16711;16712;16713;16716;61101;61102>,1671,,<11013;11113;11213;11313;>,21671,3,3,{drawcard=huang_effect_loop},1671,,3,3,3,,,,,Swablu has light and fluffy wings that are like cottony clouds. This Pokémon is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,此寶可夢有著像棉花雲一樣蓬鬆的翅膀。不怕人，會像棉帽一樣輕輕地站在人頭上。,Swablu has light and fluffy wings that are like cottony clouds. This Pokémon is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,"Đôi cánh Pokémon này mịn giống như đám mây bông vậy. Chúng không sợ con người, mà đậu lên đầu người ta giống như những chiếc mũ bông bồng bềnh.","""뭉게구름처럼 푹신한 날개를 가지고 있다. 사람을 무서워하지 않으며, 솜 모자처럼 머리에 살포시 앉는다.""",,,,,
,Altaria,,,七夕青鳥,Altaria,404404,파비코리,1671,,,2,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<75;80;70;90;70;105;490>,1,3,11,3,<618;619;620;602;603>,,,3,1672,,,16723,<16721;16722;16723;16726;61101;61102>,1671,,<11033;11133;11233;11333;>,21671,3,3,{drawcard=huang_effect_loop},1671,,3,3,3,,,,,"It dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment.",會混在棉花雲裡在空中起舞。如果用通透的聲音鳴出旋律，就會讓聽者心醉神迷，仿佛置身夢境。,"It dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment.","Chúng múa lượn trên bầu trời quanh những đám mây tựa bông gòn. Chúng cất tiếng hát trong như pha lê những giai điệu du dương khiến người nghe say mê như đang ở trong mơ.会混在棉花云里在空中起舞. 如果用通透的声音鸣出旋律, 就会让听者心醉神迷, 仿佛置身梦境. ","""뭉게구름에 뒤섞여 하늘에서 춤을 춘다. 맑은 목소리로 선율을 만들어내면, 그것을 들은 자들은 꿈꾸는 듯한 기분이 든다.""",,,,,
,Mega Altaria,<cn>,,超級七夕青鳥,Mega Altaria,404404,메가파비코리,1671,,,3,,,,TRUE,,,,,5000,,1,<10;11;13;9>,2,<75;80;110;110;110;105;590>,1,3,11,3,<618;619;620;602;603>,,,3,1673,,,16733,<16731;16732;16733;16736;61101;61102>,1671,,<11033;11133;11233;11333;>,21671,3,3,{drawcard=huang_effect_loop},1671,,3,3,3,,,,,"It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. ",會用優美的高音歌唱的寶可夢。能用棉花雲一樣的翅膀借助上升氣流飛向高空。,"It hums in a beautiful soprano voice. It flies among white clouds in the blue sky. ","Loài Pokémon có giọng hát thật cao và tuyệt vời. Chúng dang đôi cánh tựa như mây bông gòn bay lên bầu trời cao. ","""아름다운 소프라노 음색으로 노래하는 포켓몬, 솜구름 같은 날개로 상승기류를 타고 넓은 하늘로 날아오른다.""",,,,,
,Zangoose,,,貓鼬斬,Zangoose,404404,쟝고,1681,,,1,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<73;90;115;60;60;60;458>,1,1,1,1,<606;607;608;602;603>,,,1,1681,,,16813,<16811;16812;16813;16816;61101;61102>,1681,,<11011;11111;11211;11311;>,21681,1,2,{drawcard=huang_effect_loop},1681,,1,1,1,,,,,Memories of battling its arch-rival Seviper are etched into every cell of its body. This Pokémon adroitly dodges attacks with incredible agility.,與宿敵飯匙蛇戰鬥的記憶已被刻入它體內的細胞中。會用敏捷的身手來躲避攻擊。,Memories of battling its arch-rival Seviper are etched into every cell of its body. This Pokémon adroitly dodges attacks with incredible agility.,"Kí ức giao chiến với Seviper khắc sâu vào từng tế bào của loài này. Chúng có thể né đòn với tốc độ nhanh. ",숙적 세비퍼와 대결했던 기억이 전신의 세포에 새겨져 있다. 민첩한 몸동작으로 공격을 피한다.,,,,,
,Seviper,,,飯匙蛇,Seviper,404404,세비퍼,1691,,,1,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<73;65;100;60;100;60;458>,1,1,1,1,<621;622;623;602;603>,,,1,1691,,,16913,<16911;16912;16913;16916;61101;61102>,1691,,<11021;11121;11221;11321;>,21691,1,2,{drawcard=huang_effect_loop},1691,,1,1,1,,,,,"It has a long-lasting feud with the Zangoose. It counters a Zangoose's dazzling agility with its swordlike tail, which also oozes a horrible poison.",與貓鼬斬是永遠的死對頭。它會以那能分泌劇毒的尾部刀刃，來與行動十分迅速的貓鼬斬對抗。,"It has a long-lasting feud with the Zangoose. It counters a Zangoose's dazzling agility with its swordlike tail, which also oozes a horrible poison.","Là đối thủ truyền khiếp của Zangoose. Chúng dùng cái đuôi sắc bén tựa lưỡi kiếm vào tẩm độc để chém vào đối thủ. đối kháng với tốc độ nhanh chóng của Zangoose. ",쟝고와는 영원한 라이벌이다. 맹독이 배어있는 꼬리의 칼날로 움직임이 빠른 쟝고에게 대항한다.,,,,,
,Lunatone,,,月石,Lunatone,404404,루나톤,1701,,,1,,,,TRUE,,,,,5000,0,1,<22;24;18;20>,1,<90;70;55;65;95;85;460>,1,1,1,1,<615;616;617;602;603>,,,1,1701,,,17013,<17011;17012;17013;17016;61101;61102>,1701,,<11041;11141;11241;11341;>,21701,1,2,{drawcard=huang_effect_loop},1701,,1,1,1,,,,,It becomes very active on the night of a full moon. This Pokémon was first discovered 40 years ago at the site of a meteor strike.,在滿月的夜裡會異常活躍。是在40年前隕石墜落的現場裡首度被人發現的寶可夢。,It becomes very active on the night of a full moon. This Pokémon was first discovered 40 years ago at the site of a meteor strike.,Chúng năng động hơn thường ngày vào những đêm trăng tròn. Là loài Pokémon được phát hiện lần đầu tiên tại hiện trường nơi thiên thạch rơi xuống 40 năm trước.,보름달이 뜨면 몹시 활발해진다. 40년 전에 운석이 떨어진 장소에서 처음 발견되었다.,,,,,
,Solrock,,,太陽岩,Solrock,404404,솔록,1711,,,1,,,,TRUE,,,,,5000,0,1,<11;12;15;16>,1,<90;70;95;85;55;65;460>,1,1,1,1,<615;616;617;602;603>,,,1,1711,,,17113,<17111;17112;17113;17116;61101;61102>,1711,,<11041;11141;11241;11341;>,21711,1,2,{drawcard=huang_effect_loop},1711,,1,1,1,,,,,The sunlight is its source of energy It is said to be able to read the opponents mind. It gives off heat by spinning its body.,太陽光線是其力量之源。據說可以讀取對方的心聲。會通過旋轉身體放出高熱。,The sunlight is its source of energy It is said to be able to read the opponents mind. It gives off heat by spinning its body.,Ánh sáng mặt trời chính là nguồn năng lượng của chúng. Nghe nói chúng có thể đọc được nội tâm của đối phương. Chúng xoay tròn cơ thể để toả ra lượng nhiệt lớn.,태양 광선이 파워의 원천이다. 상대의 마음을 읽어낸다고 전해지고 있다. 몸을 회전시켜 고열을 발산한다.,,,,,
,Barboach,,,泥泥鰍,Barboach,404404,미꾸리,1721,,,1,,,,TRUE,,,,,5000,,1,<8;9;13;12>,1,<50;60;48;43;46;41;288>,1,1,1,1,<621;622;623;602;603>,,,1,1721,,,17213,<17211;17212;17213;17216;61101;61102>,1721,,<11021;11121;11221;11321;>,21721,1,2,{drawcard=huang_effect_loop},1721,,1,1,1,,,,,Its body is covered with a slimy film. The film acts as a barrier to prevent germs in muddy water from entering its body.,包住全身的黏滑粘膜，具有能阻絕泥水裡的微生物進入體內的作用。,Its body is covered with a slimy film. The film acts as a barrier to prevent germs in muddy water from entering its body.,"Cả cơ thể được bao bọc bởi lớp niêm mạc nhầy nhụa và nó có tác dụng ngăn chặn các vi sinh vật trong nước bùn xâm nhập vào cơ thể. ",몸을 감싸는 끈적끈적한 연막은 진흙물에 있는 미생물이 몸 안에 들어오는 것을 방지하는 역할을 한다.,,,,,
,Whiscash,,,鯰魚王,Whiscash,404404,메깅,1721,,,2,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<110;60;78;73;76;71;468>,1,1,1,1,<621;622;623;602;603>,,,1,1722,,,17223,<17221;17222;17223;17226;61101;61102>,1721,,<11021;11121;11221;11321;>,21721,1,2,{drawcard=huang_effect_loop},1721,,1,1,1,,,,,"Mysteriously, it can foretell earthquakes. In the daytime, it sleeps in mud at the bottom of a pond. When it awakens, it continually feeds throughout the night.",擁有能預測地震的神奇力量。白天都在沼澤底部的泥巴裡睡覺，醒來後便會一整晚持續吃著獵物。,"Mysteriously, it can foretell earthquakes. In the daytime, it sleeps in mud at the bottom of a pond. When it awakens, it continually feeds throughout the night.","Có năng lực thần kì có thể dự đoán động đất xảy ra. Chúng ngủ trong bùn dưới đáy đầm lầy vào ban ngày, khi thức dậy, khi thức dậy sẽ tiếp tục ăn con mồi cả đêm. ",지진을 예지하는 신비한 힘을 지니고 있다. 낮에는 늪바닥의 진흙의 안에서 잠을 자며. 일어나면 밤새도록 먹이를 계속 먹는다.,,,,,
