变量名,equip_id,stage,costGold,costItemMap
27020,11341,20,260000,{100=48;5037=220;5038=220;5039=220;}
27021,11341,21,300000,{100=54;5040=240;5041=240;5042=240;}
27022,11341,22,350000,{100=60;5043=260;5044=260;5045=260;}
27023,11341,23,400000,{100=66;5046=280;5047=280;5048=280;}
27024,11341,24,450000,{100=72;5049=300;5050=300;5051=300;}
27025,11341,25,500000,{100=78;5052=320;5053=320;5054=320;}
27026,11341,26,550000,{100=84;5055=340;5056=340;5057=340;}
27027,11341,27,600000,{100=90;5058=360;5059=360;5060=360;}
27028,11341,28,650000,{100=96;5061=380;5062=380;5063=380;}
27029,11341,29,700000,{100=102;5064=400;5065=400;5066=400;}
27030,11341,30,750000,{100=108;5064=420;5065=420;5066=420;}
27051,11342,1,5000,{100=1;}
27052,11342,2,10000,{100=1;}
27053,11342,3,15000,{100=1;}
27054,11342,4,20000,{100=1;5004=2;5005=2;5006=2;}
27055,11342,5,25000,{100=1;5007=2;5008=2;5009=2;}
27056,11342,6,30000,{100=1;5010=3;5011=3;5012=3;}
27057,11342,7,35000,{100=2;5010=4;5011=4;5012=4;}
27058,11342,8,40000,{100=2;5013=5;5014=5;5015=5;}
27059,11342,9,50000,{100=4;5013=6;5014=6;5015=6;}
27060,11342,10,60000,{100=4;5016=8;5017=8;5018=8;}
27061,11342,11,80000,{100=6;5016=10;5017=10;5018=10;}
27062,11342,12,100000,{100=6;5019=16;5020=16;5021=16;}
27063,11342,13,120000,{100=9;5019=24;5020=24;5021=24;}
27064,11342,14,140000,{100=12;5022=36;5023=36;5024=36;}
27065,11342,15,160000,{100=18;5022=54;5023=54;5024=54;}
27066,11342,16,180000,{100=24;5025=72;5026=72;5027=72;}
27067,11342,17,200000,{100=30;5028=100;5029=100;5030=100;}
27068,11342,18,220000,{100=36;5031=150;5032=150;5033=150;}
27069,11342,19,240000,{100=42;5034=200;5035=200;5036=200;}
27070,11342,20,260000,{100=48;5037=220;5038=220;5039=220;}
27071,11342,21,300000,{100=54;5040=240;5041=240;5042=240;}
27072,11342,22,350000,{100=60;5043=260;5044=260;5045=260;}
27073,11342,23,400000,{100=66;5046=280;5047=280;5048=280;}
27074,11342,24,450000,{100=72;5049=300;5050=300;5051=300;}
27075,11342,25,500000,{100=78;5052=320;5053=320;5054=320;}
27076,11342,26,550000,{100=84;5055=340;5056=340;5057=340;}
27077,11342,27,600000,{100=90;5058=360;5059=360;5060=360;}
27078,11342,28,650000,{100=96;5061=380;5062=380;5063=380;}
27079,11342,29,700000,{100=102;5064=400;5065=400;5066=400;}
27080,11342,30,750000,{100=108;5064=420;5065=420;5066=420;}
27101,11343,1,5000,{100=1;}
27102,11343,2,10000,{100=1;}
27103,11343,3,15000,{100=1;}
27104,11343,4,20000,{100=1;5004=2;5005=2;5006=2;}
27105,11343,5,25000,{100=1;5007=2;5008=2;5009=2;}
27106,11343,6,30000,{100=1;5010=3;5011=3;5012=3;}
27107,11343,7,35000,{100=2;5010=4;5011=4;5012=4;}
27108,11343,8,40000,{100=2;5013=5;5014=5;5015=5;}
27109,11343,9,50000,{100=4;5013=6;5014=6;5015=6;}
27110,11343,10,60000,{100=4;5016=8;5017=8;5018=8;}
27111,11343,11,80000,{100=6;5016=10;5017=10;5018=10;}
27112,11343,12,100000,{100=6;5019=16;5020=16;5021=16;}
27113,11343,13,120000,{100=9;5019=24;5020=24;5021=24;}
27114,11343,14,140000,{100=12;5022=36;5023=36;5024=36;}
27115,11343,15,160000,{100=18;5022=54;5023=54;5024=54;}
27116,11343,16,180000,{100=24;5025=72;5026=72;5027=72;}
27117,11343,17,200000,{100=30;5028=100;5029=100;5030=100;}
27118,11343,18,220000,{100=36;5031=150;5032=150;5033=150;}
27119,11343,19,240000,{100=42;5034=200;5035=200;5036=200;}
27120,11343,20,260000,{100=48;5037=220;5038=220;5039=220;}
27121,11343,21,300000,{100=54;5040=240;5041=240;5042=240;}
27122,11343,22,350000,{100=60;5043=260;5044=260;5045=260;}
27123,11343,23,400000,{100=66;5046=280;5047=280;5048=280;}
27124,11343,24,450000,{100=72;5049=300;5050=300;5051=300;}
27125,11343,25,500000,{100=78;5052=320;5053=320;5054=320;}
27126,11343,26,550000,{100=84;5055=340;5056=340;5057=340;}
27127,11343,27,600000,{100=90;5058=360;5059=360;5060=360;}
27128,11343,28,650000,{100=96;5061=380;5062=380;5063=380;}
27129,11343,29,700000,{100=102;5064=400;5065=400;5066=400;}
27130,11343,30,750000,{100=108;5064=420;5065=420;5066=420;}
27151,11344,1,5000,{100=1;}
27152,11344,2,10000,{100=1;}
27153,11344,3,15000,{100=1;}
27154,11344,4,20000,{100=1;5004=2;5005=2;5006=2;}
27155,11344,5,25000,{100=1;5007=2;5008=2;5009=2;}
27156,11344,6,30000,{100=1;5010=3;5011=3;5012=3;}
27157,11344,7,35000,{100=2;5010=4;5011=4;5012=4;}
27158,11344,8,40000,{100=2;5013=5;5014=5;5015=5;}
27159,11344,9,50000,{100=4;5013=6;5014=6;5015=6;}
27160,11344,10,60000,{100=4;5016=8;5017=8;5018=8;}
27161,11344,11,80000,{100=6;5016=10;5017=10;5018=10;}
27162,11344,12,100000,{100=6;5019=16;5020=16;5021=16;}
27163,11344,13,120000,{100=9;5019=24;5020=24;5021=24;}
27164,11344,14,140000,{100=12;5022=36;5023=36;5024=36;}
27165,11344,15,160000,{100=18;5022=54;5023=54;5024=54;}
27166,11344,16,180000,{100=24;5025=72;5026=72;5027=72;}
27167,11344,17,200000,{100=30;5028=100;5029=100;5030=100;}
27168,11344,18,220000,{100=36;5031=150;5032=150;5033=150;}
27169,11344,19,240000,{100=42;5034=200;5035=200;5036=200;}
27170,11344,20,260000,{100=48;5037=220;5038=220;5039=220;}
27171,11344,21,300000,{100=54;5040=240;5041=240;5042=240;}
27172,11344,22,350000,{100=60;5043=260;5044=260;5045=260;}
27173,11344,23,400000,{100=66;5046=280;5047=280;5048=280;}
27174,11344,24,450000,{100=72;5049=300;5050=300;5051=300;}
27175,11344,25,500000,{100=78;5052=320;5053=320;5054=320;}
27176,11344,26,550000,{100=84;5055=340;5056=340;5057=340;}
27177,11344,27,600000,{100=90;5058=360;5059=360;5060=360;}
27178,11344,28,650000,{100=96;5061=380;5062=380;5063=380;}
27179,11344,29,700000,{100=102;5064=400;5065=400;5066=400;}
27180,11344,30,750000,{100=108;5064=420;5065=420;5066=420;}
27501,11351,1,5000,{100=1;}
27502,11351,2,10000,{100=1;}
27503,11351,3,15000,{100=1;}
27504,11351,4,20000,{100=1;5004=2;5005=2;5006=2;}
27505,11351,5,25000,{100=1;5007=2;5008=2;5009=2;}
27506,11351,6,30000,{100=1;5010=3;5011=3;5012=3;}
27507,11351,7,35000,{100=2;5010=4;5011=4;5012=4;}
27508,11351,8,40000,{100=2;5013=5;5014=5;5015=5;}
27509,11351,9,50000,{100=4;5013=6;5014=6;5015=6;}
27510,11351,10,60000,{100=4;5016=8;5017=8;5018=8;}
27511,11351,11,80000,{100=6;5016=10;5017=10;5018=10;}
27512,11351,12,100000,{100=6;5019=16;5020=16;5021=16;}
27513,11351,13,120000,{100=9;5019=24;5020=24;5021=24;}
27514,11351,14,140000,{100=12;5022=36;5023=36;5024=36;}
27515,11351,15,160000,{100=18;5022=54;5023=54;5024=54;}
27516,11351,16,180000,{100=24;5025=72;5026=72;5027=72;}
27517,11351,17,200000,{100=30;5028=100;5029=100;5030=100;}
27518,11351,18,220000,{100=36;5031=150;5032=150;5033=150;}
27519,11351,19,240000,{100=42;5034=200;5035=200;5036=200;}
27520,11351,20,260000,{100=48;5037=220;5038=220;5039=220;}
27521,11351,21,300000,{100=54;5040=240;5041=240;5042=240;}
27522,11351,22,350000,{100=60;5043=260;5044=260;5045=260;}
27523,11351,23,400000,{100=66;5046=280;5047=280;5048=280;}
27524,11351,24,450000,{100=72;5049=300;5050=300;5051=300;}
27525,11351,25,500000,{100=78;5052=320;5053=320;5054=320;}
27526,11351,26,550000,{100=84;5055=340;5056=340;5057=340;}
27527,11351,27,600000,{100=90;5058=360;5059=360;5060=360;}
27528,11351,28,650000,{100=96;5061=380;5062=380;5063=380;}
27529,11351,29,700000,{100=102;5064=400;5065=400;5066=400;}
27530,11351,30,750000,{100=108;5064=420;5065=420;5066=420;}
27551,11352,1,5000,{100=1;}
27552,11352,2,10000,{100=1;}
27553,11352,3,15000,{100=1;}
27554,11352,4,20000,{100=1;5004=2;5005=2;5006=2;}
27555,11352,5,25000,{100=1;5007=2;5008=2;5009=2;}
27556,11352,6,30000,{100=1;5010=3;5011=3;5012=3;}
27557,11352,7,35000,{100=2;5010=4;5011=4;5012=4;}
27558,11352,8,40000,{100=2;5013=5;5014=5;5015=5;}
27559,11352,9,50000,{100=4;5013=6;5014=6;5015=6;}
27560,11352,10,60000,{100=4;5016=8;5017=8;5018=8;}
27561,11352,11,80000,{100=6;5016=10;5017=10;5018=10;}
27562,11352,12,100000,{100=6;5019=16;5020=16;5021=16;}
27563,11352,13,120000,{100=9;5019=24;5020=24;5021=24;}
27564,11352,14,140000,{100=12;5022=36;5023=36;5024=36;}
27565,11352,15,160000,{100=18;5022=54;5023=54;5024=54;}
27566,11352,16,180000,{100=24;5025=72;5026=72;5027=72;}
27567,11352,17,200000,{100=30;5028=100;5029=100;5030=100;}
27568,11352,18,220000,{100=36;5031=150;5032=150;5033=150;}
27569,11352,19,240000,{100=42;5034=200;5035=200;5036=200;}
27570,11352,20,260000,{100=48;5037=220;5038=220;5039=220;}
27571,11352,21,300000,{100=54;5040=240;5041=240;5042=240;}
27572,11352,22,350000,{100=60;5043=260;5044=260;5045=260;}
27573,11352,23,400000,{100=66;5046=280;5047=280;5048=280;}
27574,11352,24,450000,{100=72;5049=300;5050=300;5051=300;}
27575,11352,25,500000,{100=78;5052=320;5053=320;5054=320;}
27576,11352,26,550000,{100=84;5055=340;5056=340;5057=340;}
27577,11352,27,600000,{100=90;5058=360;5059=360;5060=360;}
27578,11352,28,650000,{100=96;5061=380;5062=380;5063=380;}
27579,11352,29,700000,{100=102;5064=400;5065=400;5066=400;}
27580,11352,30,750000,{100=108;5064=420;5065=420;5066=420;}
27601,11353,1,5000,{100=1;}
27602,11353,2,10000,{100=1;}
27603,11353,3,15000,{100=1;}
27604,11353,4,20000,{100=1;5004=2;5005=2;5006=2;}
27605,11353,5,25000,{100=1;5007=2;5008=2;5009=2;}
27606,11353,6,30000,{100=1;5010=3;5011=3;5012=3;}
27607,11353,7,35000,{100=2;5010=4;5011=4;5012=4;}
27608,11353,8,40000,{100=2;5013=5;5014=5;5015=5;}
27609,11353,9,50000,{100=4;5013=6;5014=6;5015=6;}
27610,11353,10,60000,{100=4;5016=8;5017=8;5018=8;}
27611,11353,11,80000,{100=6;5016=10;5017=10;5018=10;}
27612,11353,12,100000,{100=6;5019=16;5020=16;5021=16;}
27613,11353,13,120000,{100=9;5019=24;5020=24;5021=24;}
27614,11353,14,140000,{100=12;5022=36;5023=36;5024=36;}
27615,11353,15,160000,{100=18;5022=54;5023=54;5024=54;}
27616,11353,16,180000,{100=24;5025=72;5026=72;5027=72;}
27617,11353,17,200000,{100=30;5028=100;5029=100;5030=100;}
27618,11353,18,220000,{100=36;5031=150;5032=150;5033=150;}
27619,11353,19,240000,{100=42;5034=200;5035=200;5036=200;}
27620,11353,20,260000,{100=48;5037=220;5038=220;5039=220;}
27621,11353,21,300000,{100=54;5040=240;5041=240;5042=240;}
27622,11353,22,350000,{100=60;5043=260;5044=260;5045=260;}
27623,11353,23,400000,{100=66;5046=280;5047=280;5048=280;}
27624,11353,24,450000,{100=72;5049=300;5050=300;5051=300;}
27625,11353,25,500000,{100=78;5052=320;5053=320;5054=320;}
27626,11353,26,550000,{100=84;5055=340;5056=340;5057=340;}
27627,11353,27,600000,{100=90;5058=360;5059=360;5060=360;}
27628,11353,28,650000,{100=96;5061=380;5062=380;5063=380;}
27629,11353,29,700000,{100=102;5064=400;5065=400;5066=400;}
27630,11353,30,750000,{100=108;5064=420;5065=420;5066=420;}
27651,11354,1,5000,{100=1;}
27652,11354,2,10000,{100=1;}
27653,11354,3,15000,{100=1;}
27654,11354,4,20000,{100=1;5004=2;5005=2;5006=2;}
27655,11354,5,25000,{100=1;5007=2;5008=2;5009=2;}
27656,11354,6,30000,{100=1;5010=3;5011=3;5012=3;}
27657,11354,7,35000,{100=2;5010=4;5011=4;5012=4;}
27658,11354,8,40000,{100=2;5013=5;5014=5;5015=5;}
27659,11354,9,50000,{100=4;5013=6;5014=6;5015=6;}
27660,11354,10,60000,{100=4;5016=8;5017=8;5018=8;}
27661,11354,11,80000,{100=6;5016=10;5017=10;5018=10;}
27662,11354,12,100000,{100=6;5019=16;5020=16;5021=16;}
27663,11354,13,120000,{100=9;5019=24;5020=24;5021=24;}
27664,11354,14,140000,{100=12;5022=36;5023=36;5024=36;}
27665,11354,15,160000,{100=18;5022=54;5023=54;5024=54;}
27666,11354,16,180000,{100=24;5025=72;5026=72;5027=72;}
27667,11354,17,200000,{100=30;5028=100;5029=100;5030=100;}
27668,11354,18,220000,{100=36;5031=150;5032=150;5033=150;}
27669,11354,19,240000,{100=42;5034=200;5035=200;5036=200;}
27670,11354,20,260000,{100=48;5037=220;5038=220;5039=220;}
27671,11354,21,300000,{100=54;5040=240;5041=240;5042=240;}
27672,11354,22,350000,{100=60;5043=260;5044=260;5045=260;}
27673,11354,23,400000,{100=66;5046=280;5047=280;5048=280;}
27674,11354,24,450000,{100=72;5049=300;5050=300;5051=300;}
27675,11354,25,500000,{100=78;5052=320;5053=320;5054=320;}
27676,11354,26,550000,{100=84;5055=340;5056=340;5057=340;}
27677,11354,27,600000,{100=90;5058=360;5059=360;5060=360;}
27678,11354,28,650000,{100=96;5061=380;5062=380;5063=380;}
27679,11354,29,700000,{100=102;5064=400;5065=400;5066=400;}
27680,11354,30,750000,{100=108;5064=420;5065=420;5066=420;}
