变量名,rankMax,dayAward,endAward,version
默认值,,,,0
ID,最大排名,比赛日排行奖励,比赛结算排行奖励,版本
1,1,{coin13=128000;gold=300000},{coin13=128000;gold=300000},
4166,167,{coin13=82920;gold=187300},{coin13=82920;gold=187300},100
4167,168,{coin13=82880;gold=187200},{coin13=82880;gold=187200},100
4168,169,{coin13=82840;gold=187100},{coin13=82840;gold=187100},100
4169,170,{coin13=82800;gold=187000},{coin13=82800;gold=187000},100
4170,171,{coin13=82760;gold=186900},{coin13=82760;gold=186900},100
4171,172,{coin13=82720;gold=186800},{coin13=82720;gold=186800},100
4172,173,{coin13=82680;gold=186700},{coin13=82680;gold=186700},100
4173,174,{coin13=82640;gold=186600},{coin13=82640;gold=186600},100
4174,175,{coin13=82600;gold=186500},{coin13=82600;gold=186500},100
4175,176,{coin13=82560;gold=186400},{coin13=82560;gold=186400},100
4176,177,{coin13=82520;gold=186300},{coin13=82520;gold=186300},100
4177,178,{coin13=82480;gold=186200},{coin13=82480;gold=186200},100
4178,179,{coin13=82440;gold=186100},{coin13=82440;gold=186100},100
4179,180,{coin13=82400;gold=186000},{coin13=82400;gold=186000},100
4180,181,{coin13=82360;gold=185900},{coin13=82360;gold=185900},100
4181,182,{coin13=82320;gold=185800},{coin13=82320;gold=185800},100
4182,183,{coin13=82280;gold=185700},{coin13=82280;gold=185700},100
4183,184,{coin13=82240;gold=185600},{coin13=82240;gold=185600},100
4184,185,{coin13=82200;gold=185500},{coin13=82200;gold=185500},100
4185,186,{coin13=82160;gold=185400},{coin13=82160;gold=185400},100
4186,187,{coin13=82120;gold=185300},{coin13=82120;gold=185300},100
4187,188,{coin13=82080;gold=185200},{coin13=82080;gold=185200},100
4188,189,{coin13=82040;gold=185100},{coin13=82040;gold=185100},100
4189,190,{coin13=82000;gold=185000},{coin13=82000;gold=185000},100
4190,191,{coin13=81960;gold=184900},{coin13=81960;gold=184900},100
4191,192,{coin13=81920;gold=184800},{coin13=81920;gold=184800},100
4192,193,{coin13=81880;gold=184700},{coin13=81880;gold=184700},100
4193,194,{coin13=81840;gold=184600},{coin13=81840;gold=184600},100
4194,195,{coin13=81800;gold=184500},{coin13=81800;gold=184500},100
4195,196,{coin13=81760;gold=184400},{coin13=81760;gold=184400},100
4196,197,{coin13=81720;gold=184300},{coin13=81720;gold=184300},100
4197,198,{coin13=81680;gold=184200},{coin13=81680;gold=184200},100
4198,199,{coin13=81640;gold=184100},{coin13=81640;gold=184100},100
4199,200,{coin13=81600;gold=184000},{coin13=81600;gold=184000},100
4200,201,{coin13=81560;gold=183900},{coin13=81560;gold=183900},100
4201,202,{coin13=81520;gold=183800},{coin13=81520;gold=183800},100
4202,203,{coin13=81480;gold=183700},{coin13=81480;gold=183700},100
4203,204,{coin13=81440;gold=183600},{coin13=81440;gold=183600},100
4204,205,{coin13=81400;gold=183500},{coin13=81400;gold=183500},100
4205,206,{coin13=81360;gold=183400},{coin13=81360;gold=183400},100
4206,207,{coin13=81320;gold=183300},{coin13=81320;gold=183300},100
4207,208,{coin13=81280;gold=183200},{coin13=81280;gold=183200},100
4208,209,{coin13=81240;gold=183100},{coin13=81240;gold=183100},100
4209,210,{coin13=81200;gold=183000},{coin13=81200;gold=183000},100
4210,211,{coin13=81160;gold=182900},{coin13=81160;gold=182900},100
4211,212,{coin13=81120;gold=182800},{coin13=81120;gold=182800},100
4212,213,{coin13=81080;gold=182700},{coin13=81080;gold=182700},100
4213,214,{coin13=81040;gold=182600},{coin13=81040;gold=182600},100
4214,215,{coin13=81000;gold=182500},{coin13=81000;gold=182500},100
4215,216,{coin13=80960;gold=182400},{coin13=80960;gold=182400},100
4216,217,{coin13=80920;gold=182300},{coin13=80920;gold=182300},100
4217,218,{coin13=80880;gold=182200},{coin13=80880;gold=182200},100
4218,219,{coin13=80840;gold=182100},{coin13=80840;gold=182100},100
4219,220,{coin13=80800;gold=182000},{coin13=80800;gold=182000},100
4220,221,{coin13=80760;gold=181900},{coin13=80760;gold=181900},100
4221,222,{coin13=80720;gold=181800},{coin13=80720;gold=181800},100
4222,223,{coin13=80680;gold=181700},{coin13=80680;gold=181700},100
4223,224,{coin13=80640;gold=181600},{coin13=80640;gold=181600},100
4224,225,{coin13=80600;gold=181500},{coin13=80600;gold=181500},100
4225,226,{coin13=80560;gold=181400},{coin13=80560;gold=181400},100
4226,227,{coin13=80520;gold=181300},{coin13=80520;gold=181300},100
4227,228,{coin13=80480;gold=181200},{coin13=80480;gold=181200},100
4228,229,{coin13=80440;gold=181100},{coin13=80440;gold=181100},100
4229,230,{coin13=80400;gold=181000},{coin13=80400;gold=181000},100
4230,231,{coin13=80360;gold=180900},{coin13=80360;gold=180900},100
4231,232,{coin13=80320;gold=180800},{coin13=80320;gold=180800},100
4232,233,{coin13=80280;gold=180700},{coin13=80280;gold=180700},100
4233,234,{coin13=80240;gold=180600},{coin13=80240;gold=180600},100
4234,235,{coin13=80200;gold=180500},{coin13=80200;gold=180500},100
4235,236,{coin13=80160;gold=180400},{coin13=80160;gold=180400},100
4236,237,{coin13=80120;gold=180300},{coin13=80120;gold=180300},100
4237,238,{coin13=80080;gold=180200},{coin13=80080;gold=180200},100
4238,239,{coin13=80040;gold=180100},{coin13=80040;gold=180100},100
4239,240,{coin13=80000;gold=180000},{coin13=80000;gold=180000},100
4240,241,{coin13=79960;gold=179900},{coin13=79960;gold=179900},100
4241,242,{coin13=79920;gold=179800},{coin13=79920;gold=179800},100
4242,243,{coin13=79880;gold=179700},{coin13=79880;gold=179700},100
4243,244,{coin13=79840;gold=179600},{coin13=79840;gold=179600},100
4244,245,{coin13=79800;gold=179500},{coin13=79800;gold=179500},100
4245,246,{coin13=79760;gold=179400},{coin13=79760;gold=179400},100
4246,247,{coin13=79720;gold=179300},{coin13=79720;gold=179300},100
4247,248,{coin13=79680;gold=179200},{coin13=79680;gold=179200},100
4248,249,{coin13=79640;gold=179100},{coin13=79640;gold=179100},100
4249,250,{coin13=79600;gold=179000},{coin13=79600;gold=179000},100
4250,251,{coin13=79560;gold=178900},{coin13=79560;gold=178900},100
4251,252,{coin13=79520;gold=178800},{coin13=79520;gold=178800},100
4252,253,{coin13=79480;gold=178700},{coin13=79480;gold=178700},100
4253,254,{coin13=79440;gold=178600},{coin13=79440;gold=178600},100
4254,255,{coin13=79400;gold=178500},{coin13=79400;gold=178500},100
4255,256,{coin13=79360;gold=178400},{coin13=79360;gold=178400},100
4256,257,{coin13=79320;gold=178300},{coin13=79320;gold=178300},100
4257,258,{coin13=79280;gold=178200},{coin13=79280;gold=178200},100
4258,259,{coin13=79240;gold=178100},{coin13=79240;gold=178100},100
4259,260,{coin13=79200;gold=178000},{coin13=79200;gold=178000},100
4260,261,{coin13=79160;gold=177900},{coin13=79160;gold=177900},100
4261,262,{coin13=79120;gold=177800},{coin13=79120;gold=177800},100
4262,263,{coin13=79080;gold=177700},{coin13=79080;gold=177700},100
4263,264,{coin13=79040;gold=177600},{coin13=79040;gold=177600},100
4264,265,{coin13=79000;gold=177500},{coin13=79000;gold=177500},100
4265,266,{coin13=78960;gold=177400},{coin13=78960;gold=177400},100
4266,267,{coin13=78920;gold=177300},{coin13=78920;gold=177300},100
4267,268,{coin13=78880;gold=177200},{coin13=78880;gold=177200},100
4268,269,{coin13=78840;gold=177100},{coin13=78840;gold=177100},100
4269,270,{coin13=78800;gold=177000},{coin13=78800;gold=177000},100
4270,271,{coin13=78760;gold=176900},{coin13=78760;gold=176900},100
4271,272,{coin13=78720;gold=176800},{coin13=78720;gold=176800},100
4272,273,{coin13=78680;gold=176700},{coin13=78680;gold=176700},100
4273,274,{coin13=78640;gold=176600},{coin13=78640;gold=176600},100
4274,275,{coin13=78600;gold=176500},{coin13=78600;gold=176500},100
4275,276,{coin13=78560;gold=176400},{coin13=78560;gold=176400},100
4276,277,{coin13=78520;gold=176300},{coin13=78520;gold=176300},100
4277,278,{coin13=78480;gold=176200},{coin13=78480;gold=176200},100
4278,279,{coin13=78440;gold=176100},{coin13=78440;gold=176100},100
4279,280,{coin13=78400;gold=176000},{coin13=78400;gold=176000},100
4280,281,{coin13=78360;gold=175900},{coin13=78360;gold=175900},100
4281,282,{coin13=78320;gold=175800},{coin13=78320;gold=175800},100
4282,283,{coin13=78280;gold=175700},{coin13=78280;gold=175700},100
4283,284,{coin13=78240;gold=175600},{coin13=78240;gold=175600},100
4284,285,{coin13=78200;gold=175500},{coin13=78200;gold=175500},100
4285,286,{coin13=78160;gold=175400},{coin13=78160;gold=175400},100
4286,287,{coin13=78120;gold=175300},{coin13=78120;gold=175300},100
4287,288,{coin13=78080;gold=175200},{coin13=78080;gold=175200},100
4288,289,{coin13=78040;gold=175100},{coin13=78040;gold=175100},100
4289,290,{coin13=78000;gold=175000},{coin13=78000;gold=175000},100
4290,291,{coin13=77960;gold=174900},{coin13=77960;gold=174900},100
4291,292,{coin13=77920;gold=174800},{coin13=77920;gold=174800},100
4292,293,{coin13=77880;gold=174700},{coin13=77880;gold=174700},100
4293,294,{coin13=77840;gold=174600},{coin13=77840;gold=174600},100
4294,295,{coin13=77800;gold=174500},{coin13=77800;gold=174500},100
4295,296,{coin13=77760;gold=174400},{coin13=77760;gold=174400},100
4296,297,{coin13=77720;gold=174300},{coin13=77720;gold=174300},100
4297,298,{coin13=77680;gold=174200},{coin13=77680;gold=174200},100
4298,299,{coin13=77640;gold=174100},{coin13=77640;gold=174100},100
4299,300,{coin13=77600;gold=174000},{coin13=77600;gold=174000},100
4300,301,{coin13=77560;gold=173900},{coin13=77560;gold=173900},100
4301,302,{coin13=77520;gold=173800},{coin13=77520;gold=173800},100
4302,303,{coin13=77480;gold=173700},{coin13=77480;gold=173700},100
4303,304,{coin13=77440;gold=173600},{coin13=77440;gold=173600},100
4304,305,{coin13=77400;gold=173500},{coin13=77400;gold=173500},100
4305,306,{coin13=77360;gold=173400},{coin13=77360;gold=173400},100
4306,307,{coin13=77320;gold=173300},{coin13=77320;gold=173300},100
4307,308,{coin13=77280;gold=173200},{coin13=77280;gold=173200},100
4308,309,{coin13=77240;gold=173100},{coin13=77240;gold=173100},100
4309,310,{coin13=77200;gold=173000},{coin13=77200;gold=173000},100
4310,311,{coin13=77160;gold=172900},{coin13=77160;gold=172900},100
4311,312,{coin13=77120;gold=172800},{coin13=77120;gold=172800},100
4312,313,{coin13=77080;gold=172700},{coin13=77080;gold=172700},100
4313,314,{coin13=77040;gold=172600},{coin13=77040;gold=172600},100
4314,315,{coin13=77000;gold=172500},{coin13=77000;gold=172500},100
4315,316,{coin13=76960;gold=172400},{coin13=76960;gold=172400},100
4316,317,{coin13=76920;gold=172300},{coin13=76920;gold=172300},100
4317,318,{coin13=76880;gold=172200},{coin13=76880;gold=172200},100
4318,319,{coin13=76840;gold=172100},{coin13=76840;gold=172100},100
4319,320,{coin13=76800;gold=172000},{coin13=76800;gold=172000},100
4320,321,{coin13=76760;gold=171900},{coin13=76760;gold=171900},100
4321,322,{coin13=76720;gold=171800},{coin13=76720;gold=171800},100
4322,323,{coin13=76680;gold=171700},{coin13=76680;gold=171700},100
4323,324,{coin13=76640;gold=171600},{coin13=76640;gold=171600},100
4324,325,{coin13=76600;gold=171500},{coin13=76600;gold=171500},100
4325,326,{coin13=76560;gold=171400},{coin13=76560;gold=171400},100
4326,327,{coin13=76520;gold=171300},{coin13=76520;gold=171300},100
4327,328,{coin13=76480;gold=171200},{coin13=76480;gold=171200},100
4328,329,{coin13=76440;gold=171100},{coin13=76440;gold=171100},100
4329,330,{coin13=76400;gold=171000},{coin13=76400;gold=171000},100
4330,331,{coin13=76360;gold=170900},{coin13=76360;gold=170900},100
4331,332,{coin13=76320;gold=170800},{coin13=76320;gold=170800},100
4332,333,{coin13=76280;gold=170700},{coin13=76280;gold=170700},100
4333,334,{coin13=76240;gold=170600},{coin13=76240;gold=170600},100
4334,335,{coin13=76200;gold=170500},{coin13=76200;gold=170500},100
4335,336,{coin13=76160;gold=170400},{coin13=76160;gold=170400},100
4336,337,{coin13=76120;gold=170300},{coin13=76120;gold=170300},100
4337,338,{coin13=76080;gold=170200},{coin13=76080;gold=170200},100
4338,339,{coin13=76040;gold=170100},{coin13=76040;gold=170100},100
4339,340,{coin13=76000;gold=170000},{coin13=76000;gold=170000},100
4340,341,{coin13=75960;gold=169900},{coin13=75960;gold=169900},100
4341,342,{coin13=75920;gold=169800},{coin13=75920;gold=169800},100
4342,343,{coin13=75880;gold=169700},{coin13=75880;gold=169700},100
4343,344,{coin13=75840;gold=169600},{coin13=75840;gold=169600},100
4344,345,{coin13=75800;gold=169500},{coin13=75800;gold=169500},100
4345,346,{coin13=75760;gold=169400},{coin13=75760;gold=169400},100
4346,347,{coin13=75720;gold=169300},{coin13=75720;gold=169300},100
4347,348,{coin13=75680;gold=169200},{coin13=75680;gold=169200},100
4348,349,{coin13=75640;gold=169100},{coin13=75640;gold=169100},100
4349,350,{coin13=75600;gold=169000},{coin13=75600;gold=169000},100
4350,351,{coin13=75560;gold=168900},{coin13=75560;gold=168900},100
4351,352,{coin13=75520;gold=168800},{coin13=75520;gold=168800},100
4352,353,{coin13=75480;gold=168700},{coin13=75480;gold=168700},100
4353,354,{coin13=75440;gold=168600},{coin13=75440;gold=168600},100
4354,355,{coin13=75400;gold=168500},{coin13=75400;gold=168500},100
4355,356,{coin13=75360;gold=168400},{coin13=75360;gold=168400},100
4356,357,{coin13=75320;gold=168300},{coin13=75320;gold=168300},100
4357,358,{coin13=75280;gold=168200},{coin13=75280;gold=168200},100
4358,359,{coin13=75240;gold=168100},{coin13=75240;gold=168100},100
4359,360,{coin13=75200;gold=168000},{coin13=75200;gold=168000},100
4360,361,{coin13=75160;gold=167900},{coin13=75160;gold=167900},100
4361,362,{coin13=75120;gold=167800},{coin13=75120;gold=167800},100
4362,363,{coin13=75080;gold=167700},{coin13=75080;gold=167700},100
4363,364,{coin13=75040;gold=167600},{coin13=75040;gold=167600},100
4364,365,{coin13=75000;gold=167500},{coin13=75000;gold=167500},100
4365,366,{coin13=74960;gold=167400},{coin13=74960;gold=167400},100
4366,367,{coin13=74920;gold=167300},{coin13=74920;gold=167300},100
4367,368,{coin13=74880;gold=167200},{coin13=74880;gold=167200},100
4368,369,{coin13=74840;gold=167100},{coin13=74840;gold=167100},100
4369,370,{coin13=74800;gold=167000},{coin13=74800;gold=167000},100
4370,371,{coin13=74760;gold=166900},{coin13=74760;gold=166900},100
4371,372,{coin13=74720;gold=166800},{coin13=74720;gold=166800},100
4372,373,{coin13=74680;gold=166700},{coin13=74680;gold=166700},100
4373,374,{coin13=74640;gold=166600},{coin13=74640;gold=166600},100
4374,375,{coin13=74600;gold=166500},{coin13=74600;gold=166500},100
4375,376,{coin13=74560;gold=166400},{coin13=74560;gold=166400},100
4376,377,{coin13=74520;gold=166300},{coin13=74520;gold=166300},100
4377,378,{coin13=74480;gold=166200},{coin13=74480;gold=166200},100
4378,379,{coin13=74440;gold=166100},{coin13=74440;gold=166100},100
4379,380,{coin13=74400;gold=166000},{coin13=74400;gold=166000},100
4380,381,{coin13=74360;gold=165900},{coin13=74360;gold=165900},100
4381,382,{coin13=74320;gold=165800},{coin13=74320;gold=165800},100
4382,383,{coin13=74280;gold=165700},{coin13=74280;gold=165700},100
4383,384,{coin13=74240;gold=165600},{coin13=74240;gold=165600},100
4384,385,{coin13=74200;gold=165500},{coin13=74200;gold=165500},100
4385,386,{coin13=74160;gold=165400},{coin13=74160;gold=165400},100
4386,387,{coin13=74120;gold=165300},{coin13=74120;gold=165300},100
4387,388,{coin13=74080;gold=165200},{coin13=74080;gold=165200},100
4388,389,{coin13=74040;gold=165100},{coin13=74040;gold=165100},100
4389,390,{coin13=74000;gold=165000},{coin13=74000;gold=165000},100
4390,391,{coin13=73960;gold=164900},{coin13=73960;gold=164900},100
4391,392,{coin13=73920;gold=164800},{coin13=73920;gold=164800},100
4392,393,{coin13=73880;gold=164700},{coin13=73880;gold=164700},100
4393,394,{coin13=73840;gold=164600},{coin13=73840;gold=164600},100
4394,395,{coin13=73800;gold=164500},{coin13=73800;gold=164500},100
4395,396,{coin13=73760;gold=164400},{coin13=73760;gold=164400},100
4396,397,{coin13=73720;gold=164300},{coin13=73720;gold=164300},100
4397,398,{coin13=73680;gold=164200},{coin13=73680;gold=164200},100
4398,399,{coin13=73640;gold=164100},{coin13=73640;gold=164100},100
4399,400,{coin13=73600;gold=164000},{coin13=73600;gold=164000},100
4400,401,{coin13=73580;gold=163950},{coin13=73580;gold=163950},100
4401,402,{coin13=73560;gold=163900},{coin13=73560;gold=163900},100
4402,403,{coin13=73540;gold=163850},{coin13=73540;gold=163850},100
4403,404,{coin13=73520;gold=163800},{coin13=73520;gold=163800},100
4404,405,{coin13=73500;gold=163750},{coin13=73500;gold=163750},100
4405,406,{coin13=73480;gold=163700},{coin13=73480;gold=163700},100
4406,407,{coin13=73460;gold=163650},{coin13=73460;gold=163650},100
4407,408,{coin13=73440;gold=163600},{coin13=73440;gold=163600},100
4408,409,{coin13=73420;gold=163550},{coin13=73420;gold=163550},100
4409,410,{coin13=73400;gold=163500},{coin13=73400;gold=163500},100
4410,411,{coin13=73380;gold=163450},{coin13=73380;gold=163450},100
4411,412,{coin13=73360;gold=163400},{coin13=73360;gold=163400},100
4412,413,{coin13=73340;gold=163350},{coin13=73340;gold=163350},100
4413,414,{coin13=73320;gold=163300},{coin13=73320;gold=163300},100
4414,415,{coin13=73300;gold=163250},{coin13=73300;gold=163250},100
4415,416,{coin13=73280;gold=163200},{coin13=73280;gold=163200},100
4416,417,{coin13=73260;gold=163150},{coin13=73260;gold=163150},100
4417,418,{coin13=73240;gold=163100},{coin13=73240;gold=163100},100
4418,419,{coin13=73220;gold=163050},{coin13=73220;gold=163050},100
4419,420,{coin13=73200;gold=163000},{coin13=73200;gold=163000},100
4420,421,{coin13=73180;gold=162950},{coin13=73180;gold=162950},100
4421,422,{coin13=73160;gold=162900},{coin13=73160;gold=162900},100
4422,423,{coin13=73140;gold=162850},{coin13=73140;gold=162850},100
4423,424,{coin13=73120;gold=162800},{coin13=73120;gold=162800},100
4424,425,{coin13=73100;gold=162750},{coin13=73100;gold=162750},100
4425,426,{coin13=73080;gold=162700},{coin13=73080;gold=162700},100
4426,427,{coin13=73060;gold=162650},{coin13=73060;gold=162650},100
4427,428,{coin13=73040;gold=162600},{coin13=73040;gold=162600},100
4428,429,{coin13=73020;gold=162550},{coin13=73020;gold=162550},100
4429,430,{coin13=73000;gold=162500},{coin13=73000;gold=162500},100
4430,431,{coin13=72980;gold=162450},{coin13=72980;gold=162450},100
4431,432,{coin13=72960;gold=162400},{coin13=72960;gold=162400},100
4432,433,{coin13=72940;gold=162350},{coin13=72940;gold=162350},100
4433,434,{coin13=72920;gold=162300},{coin13=72920;gold=162300},100
4434,435,{coin13=72900;gold=162250},{coin13=72900;gold=162250},100
4435,436,{coin13=72880;gold=162200},{coin13=72880;gold=162200},100
4436,437,{coin13=72860;gold=162150},{coin13=72860;gold=162150},100
4437,438,{coin13=72840;gold=162100},{coin13=72840;gold=162100},100
4438,439,{coin13=72820;gold=162050},{coin13=72820;gold=162050},100
4439,440,{coin13=72800;gold=162000},{coin13=72800;gold=162000},100
4440,441,{coin13=72780;gold=161950},{coin13=72780;gold=161950},100
4441,442,{coin13=72760;gold=161900},{coin13=72760;gold=161900},100
4442,443,{coin13=72740;gold=161850},{coin13=72740;gold=161850},100
4443,444,{coin13=72720;gold=161800},{coin13=72720;gold=161800},100
4444,445,{coin13=72700;gold=161750},{coin13=72700;gold=161750},100
4445,446,{coin13=72680;gold=161700},{coin13=72680;gold=161700},100
4446,447,{coin13=72660;gold=161650},{coin13=72660;gold=161650},100
4447,448,{coin13=72640;gold=161600},{coin13=72640;gold=161600},100
4448,449,{coin13=72620;gold=161550},{coin13=72620;gold=161550},100
4449,450,{coin13=72600;gold=161500},{coin13=72600;gold=161500},100
4450,451,{coin13=72580;gold=161450},{coin13=72580;gold=161450},100
4451,452,{coin13=72560;gold=161400},{coin13=72560;gold=161400},100
4452,453,{coin13=72540;gold=161350},{coin13=72540;gold=161350},100
4453,454,{coin13=72520;gold=161300},{coin13=72520;gold=161300},100
4454,455,{coin13=72500;gold=161250},{coin13=72500;gold=161250},100
