"﻿变量名",_beizhu,name,name_tw,name_en,name_vn,name_kr,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,type,independent,desc,desc_tw,desc_en,desc_vn,desc_kr,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
"3262","Formal - Consumption is polite - 3 choose 1 Lightning Bird Fragment, Baby Dragon Fragment, Riolu Fragment, Big Tongue Shell Fragment",,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Consumption diamond rebate,消耗鑽石返利,Diamond Spending Rebate,404404,다이아 소모 반환,,,10094,1,4,<20160101;20990101>,,20211001,500,0,0,20211004,500,0,0,<10;9999>,72,1,,<1;9999>,,,<cn>,1,17,
"3263",Formal - Explorer Treasure Hunt Courtesy,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,explorer treasure hunt courtesy,探險器尋寶有禮,Explorer Device Treasure Hunt Reward,404404,탐지기 보물찾기 선물,,,10028,1,4,<20160101;20990101>,,20211001,500,0,0,20211004,500,0,0,<13;9999>,72,30,,<1;9999>,,,<cn>,1,17,
"3264",Formal - draw ornaments politely,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Jewelry drawing card is a courtesy,飾品抽卡有禮,Trinket Card Draw And Get Rewards,404404,액세서리 뽑기 선물,,,10029,1,4,<20160101;20990101>,,20211001,500,0,0,20211004,500,0,0,<7;9999>,72,1,,<1;9999>,,,<cn>,1,17,
"3265",Formal - direct purchase package - time - key,,,,,,,1,,,,,,33,1,key pack,鑰匙禮包,Key Pack,404404,열쇠 패키지,,,23211,1,0,<20160101;20990101>,,20211001,500,0,0,20211004,500,0,0,,72,20,,<1;9999>,,,<cn>,1,16,1
"3266",Formal-direct purchase gift bag-time-carry,,,,,,,1,,,,,,33,1,Redeem a gift pack,兌換養成禮包,Build Pack,404404,교환 육성 패키지,,,23215,1,0,<20160101;20990101>,,20211001,500,0,0,20211004,500,0,0,,72,20,,<1;9999>,,,<cn>,1,16,1
"3267",Formal-props exchange-carry exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Bring limited time redemption,攜帶限時兌換,Held Item exchange,404404,휴대 한정 교환,,,10255,1,0,<20160101;20990101>,,20211001,500,0,0,20211004,500,0,0,,72,20,,<1;9999>,,,<cn>,1,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3270",Active Treasure Hunting - Carnival,,,,,,city/main/icon_hydb.png,,,,,,,39,1,Active Treasure Hunting,活躍奪寶,Activity Points Treasure Hunt,404404,보물을 찾자,{maxGainTimes=5},{awards=<{rmb=100};{5000=20};{930=20};{502=1};{902=5};{503=2};{gold=300000};{501=1};{519=1};{520=1}>},8001,1,0,<20160101;20990101>,,20210930,500,0,0,20211011,500,0,0,,264,1,,,,,<cn>,1,1,1
"3271",Recharge Diamond Return - Carnival Event,,,,,,city/main/icon_czfz.png,,,,,,,28,1,Recharge and drill back,儲值返鑽,Purchase and get diamonds in return,404404,충전 시 다이아 페이백,,,3003,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,1,1
"3272",Recharge diamond return poster,,,,,,,,,,,,,8,-1,Recharge diamond return poster,儲值返鑽海報,Purchase and get diamonds in return poster,404404,충전 반환 포스터,,{res=config/poster/img_hb_czfz@.png;showId=3271;closeButton=config/poster/btn_y_close.png;countInfo={rotation=-15;posX=492;posY=-371}},,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,3,
"3273",Formal-Drop-Carnival,Time-limited drop shopping voucher,限時掉落購物券,Drops Time-limited Purchase Coupon,404404,구매권 한정 드랍,,,,,,,,-3,-1,Carnival Festival Drop,狂歡盛典掉落,Carnival Drop,404404,페스티벌 드랍,{extraVersion=4},{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={x=0;y=70}},,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,2,
"3274",Official-Drop Announcement-Carnival,Time-limited drop shopping voucher,限時掉落購物券,Drops Time-limited Purchase Coupon,404404,구매권 한정 드랍,,3,"During the event period, there will be a certain chance to drop extra ""Mad"", ""Happy"", ""Sheng"" and ""Dian"" (can be exchanged for rare resources) after winning the normal and difficult levels! Go to fight!",活動時間內，普通關卡和困難關卡戰鬥勝利會有一定幾率額外掉落“狂”“歡”“盛”“典”（可以兌換稀有資源）！快去戰鬥吧！,"During event time, winning in normal stage and hard stage have chance to drop extra ""C"" ""N"" ""V"" ""L""(use to exchange rare items)! Let's go battle!",404404,이벤트 기간 동안 일반 및 하드 스테이지에서 전투 승리하면 일정한 확률로 '페' '스' '티' '벌' 추가 드랍 ( 희귀 자원 교환 가능)! 어서 전투하세요!,8,0,Carnival Festival Drop,狂歡盛典掉落,Carnival Drop,404404,페스티벌 드랍,,{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={x=0;y=70}},,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,2,
"3275",Item Exchange - Carnival Event,,,,,,,3,,,,,,12,0,Carnival limited-time redemption,狂歡盛典限時兌換,Carnival Time-Limited Exchange,404404,페스티벌 한정 교환,,{topBg=activity/banner_activity_zhongqiu.png},10254,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,13,1
"3276",National Day and Mid-Autumn Festival stalls - login?,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,2,-1,National Day and Mid-Autumn Festival stalls,,,404404,축제 상점,,{type=midmoon},13003,1,0,<20160101;20990101>,,20210930,500,0,0,20211011,500,0,0,,264,1,,,,,<cn>,1,,1
"3277",Carnival,,,,,,city/main/icon_khsd.png,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,15,1,Carnival,狂歡盛典,Carnival Festival,404404,404404,{itemId=6334},{type=national},12006,1,0,<20160101;20990101>,,20211001,500,0,0,20211009,500,0,0,,240,6,,<8;9999>,<8;9999>,,<cn>,1,22,1
"3278",Grand Ceremony Package,,,,,,,1,,,,,,33,1,Grand Ceremony Package,盛典特惠禮包,Carnival Festival Pack,404404,404404,,{topBg=activity/banner_xnhd@.png},23236,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,1,1
"3279",National Day Summary Poster,,,,,,,,,,,,,8,-1,National Day Summary Poster,五一匯總海報,404,404404,404404,,{res=config/poster/img_hb_gqzq.png},,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,1,
"3280",lucky,,,404,,테스트 전용,city/main/icon_xylft.png,,,,,,,48,1,,,,,,{free=2},{res=activity/flip_card/icon_qiutian},1004,0,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,1,1
"3281",Test-Preview-Lucky and Happy,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,3,"During the event period, play the flop, and you can get a super explosive first prize in each round. There are extra times to complete the task. The event is very powerful, you are not allowed to miss it!",活動時間內，玩轉翻牌，每輪都能獲得超勁爆的頭獎哦，做任務還有額外次數，活動很給力，不許你錯過！,"During event time, play card flip, each round has various top prize, finish quests to get extra attempts, you do not want to miss the event!",404404,"이벤트 기간 동안 카드 뒤집기를 하면 라운드마다 푸짐한 대상을 획득 가능하며, 임무를 완성 시 추가 횟수도 획득할 수 있습니다! 놓치지 마세요!",8,0,lucky,幸運樂翻天,Lucky Flip,404404,행운의 뒤집기,,{panelImg=activity/client_show/img_xylft_xiaosong@.png;panelImgPos={x=0;y=-26}},,1,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,1,,,,,<cn>,1,1,
"3282",Super Cracked Skin Poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_cjlkzpf.png},,,0,<20160101;20990101>,,20211001,500,0,0,20211011,500,0,0,,240,6,,,,,<cn>,1,1,
"3283",super grado poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_cjgld.png},,,0,<20160101;20990101>,,20210929,500,0,0,20211003,500,0,0,,240,6,,,,,<cn>,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3290",Shamy/Dialga limited time draw,old district,老區,404,404404,기존,,,,,,,,5,-1,soul box,,,Hộp Hồn,영혼함,{RMB1=260;RMB10=2480;Qualify=1},{limitId=35;priviewId=71},,,0,<20160101;20990101>,,20211004,500,0,0,20211007,500,0,0,,72,6,,<1;9999>,,,<cn>,1,,
"3291",Official-Teaser-Xiemi/Dialga draw card-need kr translation,old district,老區,Legendary Summon,404404,기존,,3,"During the event period, Xie Mi and Dialga's beast summons are coming, go and get them!",,,,이벤트 기간 동안 쉐이미와 디아루가 소환이 개방됩니다! 어서 획득하세요!,8,0,Beast call,神獸召喚,Legendary Summon,TRIỆU HỒI THẦN THÚ,전설의 포켓몬 소환,,,,1,0,<20160101;20990101>,,20211004,500,0,0,20211007,500,0,0,,72,6,,<1;9999>,,,<cn>,1,10,
"3292",Limited time Shamy Poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_xsss_xm.png},,,0,<20160101;20990101>,,20211004,500,0,0,20211007,500,0,0,,72,6,,<1;9999>,,,<cn>,1,1,
"3293",Formal-recharge courtesy-limited time-5000 stalls,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10058,1,4,<20160101;20990101>,,20211004,500,0,0,20211007,500,0,0,<7;9999>,72,1,,<1;9999>,,,<cn>,1,14,
"3294","Formal - polite consumption - Lightning bird fragments, Gyarados fragments, Baby Dragon fragments, Scorpio King fragments",,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Consumption diamond rebate,消耗鑽石返利,Diamond Spending Rebate,404404,다이아 소모 반환,,,10095,1,4,<20160101;20990101>,,20211004,500,0,0,20211007,500,0,0,<10;9999>,72,1,,<1;9999>,,,<cn>,1,17,
,Formal - direct purchase package - time,,,,,,,1,,,,,,33,1,Elf Cultivation Gift Pack,精靈養成禮包,Develop Pack,404404,포켓몬 육성 패키지,,,23216,1,0,<20160101;20990101>,,20211004,500,0,0,20211007,500,0,0,,72,20,,<1;9999>,,,<cn>,1,16,1
"3296",Elemental Challenge - Shamy,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,,,,,,,24,-1,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,{nature=4;monster=<130;270;313>},,,1,0,<20160101;20990101>,,20211005,500,0,0,20211007,500,0,0,,48,30,,<2;9999>,,,<cn>,1,,
"3297",Official Quest - Elemental Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,,,3008,0,0,<20160101;20990101>,,20211005,500,0,0,20211007,500,0,0,,48,32,,<2;9999>,,,<cn>,1,15,
"3298",Limited time Dialga poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_xsss_dylk.png},,,0,<20160101;20990101>,,20211004,500,0,0,20211007,500,0,0,,72,6,,<1;9999>,,,<cn>,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3300",Celebi/Melojeta limited-time draw,old district,老區,404,404404,기존,,,,,,,,5,-1,soul box,,,Hộp Hồn,영혼함,{RMB1=260;RMB10=2480;Qualify=1},{limitId=36;priviewId=72},,,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<cn>,1,,
"3301",Official-Trailer-Shrabbi/Melojeta Draw Card,old district,老區,404,404404,기존,,3,"During the event period, Celebi and Meloetta are summoned, hurry up and get them!",,,,,8,0,Beast call,神獸召喚,Legendary Summon,TRIỆU HỒI THẦN THÚ,전설의 포켓몬 소환,,,,1,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<cn>,1,10,
"3302",Limited Time Rabbi Poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_xsss_slb.png},,,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<cn>,1,1,
"3303",Formal-recharge courtesy-limited time-5000 stalls,,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Recharge reward,儲值回饋,Purchase Rebate,404404,충전 보답,,,10058,1,4,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,<7;9999>,72,1,,<1;9999>,,,<cn>,1,14,
"3304","Official - Consumption is polite - after opening, you can choose Frozen Bird Fragments, Reggie Locke Fragments, Vulcan Moth Fragments, Super Bad Star Fragments",,,,,,,3,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Consumption diamond rebate,消耗鑽石返利,Diamond Spending Rebate,404404,다이아 소모 반환,,,10096,1,4,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,<10;9999>,72,1,,<1;9999>,,,<cn>,1,17,
"3305",Formal - direct purchase package - time,,,,,,,1,,,,,,33,1,Elf Cultivation Gift Pack,精靈養成禮包,Develop Pack,404404,포켓몬 육성 패키지,,,23216,1,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,20,,<1;9999>,,,<cn>,1,16,1
"3306",Elemental Challenge - Rabi,For testing,測試專用,404,Kiểm tra chuyên dụng,테스트 전용,,,,,,,,24,-1,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,{nature=11;monster=<45;277;329>},,,1,0,<20160101;20990101>,,20211009,500,0,0,20211011,500,0,0,,48,30,,<2;9999>,,,<cn>,1,,
"3307",Official Quest - Elemental Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,element challenge,元素挑戰,Element Challenge,Nguyên tố khiêu chiến,엘리멘탈 챌린지,,,3008,0,0,<20160101;20990101>,,20211009,500,0,0,20211011,500,0,0,,48,32,,<2;9999>,,,<cn>,1,15,
"3308",Limited Time Meloetta Poster,,,,,,,,,,,,,8,-1,Limited time monster poster,限時神獸海報,Time-limited Legendary Pokémon Poster,404404,한정 전설 포스터,,{res=config/poster/img_hb_xsss_mlyt.png},,,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,6,,<1;9999>,,,<cn>,1,1,
"3309",Rabbi skin pack,,,,,,,1,,,,,,33,1,Rabbi skin pack,,,,,,,23237,1,0,<20160101;20990101>,,20211008,500,0,0,20211011,500,0,0,,72,20,,<1;9999>,,,<cn>,1,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3310",Official-Drop-Shopping Coupon Campaign,Time-limited drop shopping voucher,限時掉落購物券,Drops Purchase Coupon,404404,구매권 한정 드랍,,,,,,,,-3,-1,Time-limited drop shopping voucher,限時掉落購物券,Drops Purchase Coupon,404404,구매권 한정 드랍,{extraVersion=1},{panelImg=activity/client_show/imag_xiaojiang@.png;panelImgPos={x=0;y=70}},,1,0,<20160101;20990101>,,20211015,500,0,0,20211018,500,0,0,,72,1,,<1;9999>,,,<cn>,1,2,
