"﻿变量名",_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,vip
10861,"After opening, you can choose one of Zoroya Fragment, Iron Dumbbell Fragment, Regiece Fragment, Vine Snake Fragment",10057,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6192=60},
,,,,,,,,,,,,
10870,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,60,,Purchase 60 Diamonds,儲值60鑽石,Purchase 60 Diamonds,404404,60다이아 충전,{gold=60000;2102=10;rmb=60;14=10},
10871,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,300,,Purchase 300 Diamonds,儲值300鑽石,Purchase 300 Diamonds,404404,300다이아 충전,{gold=60000;2102=10;5000=30;14=10},
10872,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,600,,Purchase 600 Diamonds,儲值600鑽石,Purchase 600 Diamonds,404404,600다이아 충전,{gold=60000;2102=10;930=30;14=10},
10873,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,980,,Purchase 980 Diamonds,儲值980鑽石,Purchase 980 Diamonds,404404,980다이아 충전,{gold=80000;902=20;2103=10;14=15},
10874,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,1980,,Purchase 1980 Diamonds,儲值1980鑽石,Purchase 1980 Diamonds,404404,1980다이아 충전,{gold=80000;502=15;2103=10;14=15},
10875,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,3280,,Purchase 3280 Diamonds,儲值3280鑽石,Purchase 3280 Diamonds,404404,3280다이아 충전,{gold=100000;902=30;2103=10;14=15},
10876,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,6480,,Purchase 6480 Diamonds,儲值6480鑽石,Purchase 6480 Diamonds,404404,6480다이아 충전,{gold=100000;502=30;6053=1;14=20},
10877,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,9680,,Purchase 9680 Diamonds,儲值9680鑽石,Purchase 9680 Diamonds,404404,9680다이아 충전,{gold=120000;501=5;6052=1;14=20},
10878,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,12000,,Purchase 12000 Diamonds,儲值12000鑽石,Purchase 12000 Diamonds,404404,12000다이아 충전,{gold=120000;902=50;6054=1;14=30},
10879,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,15000,,Purchase 15000 Diamonds,儲值15000鑽石,Purchase 15000 Diamonds,404404,15000다이아 충전,{gold=180000;502=30;6051=1;14=30},
10880,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,20000,,Purchase 20000 Diamonds,儲值20000鑽石,Purchase 20000 Diamonds,404404,20000다이아 충전,{gold=200000;902=50;942=1;14=50},
10881,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,25000,,Purchase 25000 Diamonds,儲值25000鑽石,Purchase 25000 Diamonds,404404,25000다이아 충전,{gold=300000;521=30;604=50;14=50},
10882,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,30000,,Purchase 30000 Diamonds,儲值30000鑽石,Purchase 30000 Diamonds,404404,15000다이아 충전,{gold=500000;902=50;963=2;14=70},
10883,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,40000,,Purchase 40000 Diamonds,儲值40000鑽石,Purchase 40000 Diamonds,404404,20000다이아 충전,{gold=500000;2153=1;501=5;14=70},
10884,Time -limited treasure chest - recharge to send - 5000 stalls,10058,22,50000,,Purchase 50000 Diamonds,儲值50000鑽石,Purchase 50000 Diamonds,404404,25000다이아 충전,{gold=1000000;521=30;604=50;14=100},
,,,,,,,,,,,,
10890,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10891,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6193=10},
10892,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10893,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6193=20},
10894,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10895,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6193=30},
10896,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10897,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6193=40},
10898,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10899,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6193=50},
10900,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10901,"After opening, you can choose one of flame bird fragments, young Kiras fragments, wood owl fragments, and sweet bamboo fragments",10059,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6193=60},
,,,,,,,,,,,,
10910,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10911,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6194=10},
10912,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10913,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6194=20},
10914,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10915,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6194=30},
10916,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10917,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6194=40},
10918,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10919,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6194=50},
10920,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10921,"After opening, you can choose one of the Lightning Bird Fragment, Gyarados Fragment, Baby Dragon Fragment, and Scorpio King Fragment",10060,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6194=60},
,,,,,,,,,,,,
10930,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
10931,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6195=10},
10932,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
10933,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6195=20},
10934,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
10935,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6195=30},
10936,"After opening, you can choose one of Thunder God Fragment , Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
10937,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6195=40},
10938,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
10939,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6195=50},
10940,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
10941,"After opening, you can choose one of Thunder God Fragment, Roundland Shark Fragment, Fang Fang Fragment, and Cresselia Fragment",10061,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6195=60},
,,,,,,,,,,,,
10950,Recharge Diamond Return - Hanbok,10062,22,60,,Purchase 60 Diamonds,儲值60鑽石,Purchase 60 Diamonds,404404,60다이아 충전,{gold=60000;rmb=60},
10951,Recharge Diamond Return - Hanbok,10062,22,300,,Purchase 300 Diamonds,儲值300鑽石,Purchase 300 Diamonds,404404,300다이아 충전,{gold=80000;rmb=240},
10952,Recharge Diamond Return - Hanbok,10062,22,600,,Purchase 600 Diamonds,儲值600鑽石,Purchase 600 Diamonds,404404,600다이아 충전,{gold=100000;rmb=300},
10953,Recharge Diamond Return - Hanbok,10062,22,980,,Purchase 980 Diamonds,儲值980鑽石,Purchase 980 Diamonds,404404,980다이아 충전,{gold=120000;rmb=680},
10954,Recharge Diamond Return - Hanbok,10062,22,1980,,Purchase 1980 Diamonds,儲值1980鑽石,Purchase 1980 Diamonds,404404,1980다이아 충전,{gold=140000;rmb=700},
10955,Recharge Diamond Return - Hanbok,10062,22,3280,,Purchase 3280 Diamonds,儲值3280鑽石,Purchase 3280 Diamonds,404404,3280다이아 충전,{gold=160000;rmb=1300},
