"﻿变量名",huodongID,costMap,items,exchangeTimes,limit,desc,desc_tw,desc_en
3162,10256,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,,404
3163,10256,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,,404
,,,,,,,,
3170,10257,{6321=1},{59002=3},50,,Intermediate Z Awakening Fragment,,
3171,10257,{6321=4},{59003=4},20,,Advanced Z Awakening Fragment,,
3172,10257,{6321=3},{501=1},5,,Jewelry star props,,
3173,10257,{6321=5},{521=2},5,,Divine Beast Almighty Fragment,,
3174,10257,{6321=400},{6120=1},1,,The oldest four orange carrying item chests,,
3175,10257,{6321=1},{121=1},10,,Refining the core,,
3176,10257,{6321=5},{23631=4},20,{3=3631},Fragments of Tianci,,
3177,10257,{6321=5},{21261=4},20,{3=1261},Lugia Shard,,
3178,10257,{6321=5},{21961=4},20,{3=1961},Kyoka Fragment,,
3179,10257,{6321=5},{22431=4},20,{3=2431},Shard of Darkrai,,
3180,10257,{6321=5},{22381=4},20,{3=2381},Fragments of Regichkas,,
3181,10257,{6321=5},{22351=4},20,{3=2351},Fragment of Dialga,,
3182,10257,{6321=5},{22361=4},20,{3=2361},Shards of Palkia,,
3183,10257,{6321=5},{22391=4},20,{3=2391},Shard of Giratina,,
3184,10257,{6321=1},{gold=300000},20,,gold,,
3185,10257,{6321=1},{870=10},20,,Antique Breakthrough Material Gift Bag,,
,,,,,,,,
3190,10258,{6381=6},{2332=1},1,,Halloween head*1,萬聖頭像*1,
3191,10258,{6381=12},{2034=1},1,,Halloween portrait frame*1,萬聖頭像框*1,
3192,10258,{6381=15},{2423=1},1,,Halloween title*1,萬聖稱號*1,
3193,10258,{6381=20},{2248=1},1,,Halloween image*1,,
3194,10258,{6381=8;rmb=1680},{8020=1},1,,Halloween skin*1,,
3195,10258,{6381=5},{6383=1},1,,Halloween gold coin package*1,萬聖節金幣禮包*1,
3196,10258,{6381=5},{6384=1},1,,Halloween Diamond Gift Box*1,萬聖節鑽石禮盒*1,
3197,10258,{6381=2},{521=1},3,,Divine Beast Universal Fragment*1,神獸萬能碎片*1,
3198,10258,{6381=3},{501=1},1,,Jewelry star props,飾品升星道具,
3199,10258,{6381=1},{602=1},10,,Silver necklace *1,銀項鍊*1,
3200,10258,{6381=1},{2103=1},10,,Purple reinforcement *1,紫強化*1,
3201,10258,{6381=1},{851=10},10,,Purple Potential Stone*10,紫色潛能石*10,
3202,10258,{6381=1},{850=20},10,,Blue Potential Stone*20,藍色潛能石*20,
3203,10258,{6381=1},{5000=5},10,,Crystal box*5,晶石盒子*5,
3204,10258,{6381=1},{930=5},10,,Energy Potion*5,能量藥劑*5,
3205,10258,{6381=1},{gold=50000},10,,Gold coin*5W,金幣*5W,
